 Total battles: 196739
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 22.98375% | 90436  | 22.984% | 76682  | 25.623% | 
 | 2    | Greninja-Ash       | 18.76445% | 73834  | 18.764% | 54335  | 18.156% | 
 | 3    | Ferrothorn         | 17.06499% | 67147  | 17.065% | 56527  | 18.888% | 
 | 4    | Tapu Koko          | 12.83553% | 50505  | 12.836% | 40531  | 13.543% | 
 | 5    | Magearna           | 11.62378% | 45737  | 11.624% | 36581  | 12.223% | 
 | 6    | Kartana            | 10.77494% | 42397  | 10.775% | 31380  | 10.486% | 
 | 7    | Garchomp           | 10.33425% | 40663  | 10.334% | 31221  | 10.432% | 
 | 8    | Toxapex            | 10.07502% | 39643  | 10.075% | 30577  | 10.217% | 
 | 9    | Gliscor            |  9.99497% | 39328  |  9.995% | 29965  | 10.013% | 
 | 10   | Heatran            |  9.76446% | 38421  |  9.764% | 31210  | 10.429% | 
 | 11   | Rotom-Wash         |  9.36774% | 36860  |  9.368% | 30628  | 10.234% | 
 | 12   | Serperior          |  9.09860% | 35801  |  9.099% | 26115  |  8.726% | 
 | 13   | Excadrill          |  8.34329% | 32829  |  8.343% | 25104  |  8.388% | 
 | 14   | Tornadus-Therian   |  8.04289% | 31647  |  8.043% | 24792  |  8.284% | 
 | 15   | Pelipper           |  7.96436% | 31338  |  7.964% | 28435  |  9.501% | 
 | 16   | Chansey            |  7.95013% | 31282  |  7.950% | 23561  |  7.873% | 
 | 17   | Tapu Lele          |  7.54197% | 29676  |  7.542% | 22181  |  7.412% | 
 | 18   | Swampert-Mega      |  7.38999% | 29078  |  7.390% | 23174  |  7.744% | 
 | 19   | Greninja           |  7.19964% | 28329  |  7.200% | 20680  |  6.910% | 
 | 20   | Charizard-Mega-X   |  7.11857% | 28010  |  7.119% | 20978  |  7.010% | 
 | 21   | Volcarona          |  7.09061% | 27900  |  7.091% | 19667  |  6.572% | 
 | 22   | Hawlucha           |  6.66518% | 26226  |  6.665% | 18126  |  6.057% | 
 | 23   | Zapdos             |  6.38765% | 25134  |  6.388% | 19878  |  6.642% | 
 | 24   | Clefable           |  6.15892% | 24234  |  6.159% | 17747  |  5.930% | 
 | 25   | Tapu Fini          |  6.08649% | 23949  |  6.086% | 19429  |  6.492% | 
 | 26   | Charizard-Mega-Y   |  5.95434% | 23429  |  5.954% | 18419  |  6.155% | 
 | 27   | Skarmory           |  5.51721% | 21709  |  5.517% | 17496  |  5.846% | 
 | 28   | Lopunny-Mega       |  5.48188% | 21570  |  5.482% | 16842  |  5.628% | 
 | 29   | Celesteela         |  5.34363% | 21026  |  5.344% | 16529  |  5.523% | 
 | 30   | Medicham-Mega      |  5.33194% | 20980  |  5.332% | 16900  |  5.647% | 
 | 31   | Tyranitar          |  5.28568% | 20798  |  5.286% | 16345  |  5.462% | 
 | 32   | Victini            |  5.26688% | 20724  |  5.267% | 15797  |  5.279% | 
 | 33   | Azumarill          |  5.16547% | 20325  |  5.165% | 15081  |  5.039% | 
 | 34   | Magnezone          |  5.14285% | 20236  |  5.143% | 15593  |  5.210% | 
 | 35   | Scizor-Mega        |  5.08389% | 20004  |  5.084% | 15592  |  5.210% | 
 | 36   | Mawile-Mega        |  4.91616% | 19344  |  4.916% | 14422  |  4.819% | 
 | 37   | Dragonite          |  4.88769% | 19232  |  4.888% | 13800  |  4.611% | 
 | 38   | Alakazam-Mega      |  4.77231% | 18778  |  4.772% | 12646  |  4.226% | 
 | 39   | Kommo-o            |  4.70674% | 18520  |  4.707% | 13769  |  4.601% | 
 | 40   | Mimikyu            |  4.27902% | 16837  |  4.279% | 11567  |  3.865% | 
 | 41   | Tapu Bulu          |  4.22616% | 16629  |  4.226% | 12910  |  4.314% | 
 | 42   | Sableye-Mega       |  4.05995% | 15975  |  4.060% | 14076  |  4.703% | 
 | 43   | Kyurem-Black       |  3.97608% | 15645  |  3.976% | 11585  |  3.871% | 
 | 44   | Jirachi            |  3.76158% | 14801  |  3.762% | 11107  |  3.711% | 
 | 45   | Blacephalon        |  3.69373% | 14534  |  3.694% | 10465  |  3.497% | 
 | 46   | Gengar             |  3.47033% | 13655  |  3.470% | 9526   |  3.183% | 
 | 47   | Diancie-Mega       |  3.41569% | 13440  |  3.416% | 11285  |  3.771% | 
 | 48   | Weavile            |  3.33945% | 13140  |  3.339% | 9319   |  3.114% | 
 | 49   | Beedrill-Mega      |  3.15545% | 12416  |  3.155% | 9587   |  3.203% | 
 | 50   | Breloom            |  3.05049% | 12003  |  3.050% | 8786   |  2.936% | 
 | 51   | Infernape          |  2.97602% | 11710  |  2.976% | 8767   |  2.929% | 
 | 52   | Manaphy            |  2.96205% | 11655  |  2.962% | 8251   |  2.757% | 
 | 53   | Gyarados-Mega      |  2.95595% | 11631  |  2.956% | 8782   |  2.934% | 
 | 54   | Tangrowth          |  2.91935% | 11487  |  2.919% | 8614   |  2.878% | 
 | 55   | Togekiss           |  2.89394% | 11387  |  2.894% | 8414   |  2.812% | 
 | 56   | Scizor             |  2.71654% | 10689  |  2.717% | 7937   |  2.652% | 
 | 57   | Tyranitar-Mega     |  2.54576% | 10017  |  2.546% | 7633   |  2.551% | 
 | 58   | Bisharp            |  2.45401% | 9656   |  2.454% | 6781   |  2.266% | 
 | 59   | Keldeo             |  2.43597% | 9585   |  2.436% | 6997   |  2.338% | 
 | 60   | Pinsir-Mega        |  2.42097% | 9526   |  2.421% | 6584   |  2.200% | 
 | 61   | Ditto              |  2.37624% | 9350   |  2.376% | 6635   |  2.217% | 
 | 62   | Zeraora            |  2.35490% | 9266   |  2.355% | 6929   |  2.315% | 
 | 63   | Venusaur-Mega      |  2.34498% | 9227   |  2.345% | 7148   |  2.388% | 
 | 64   | Galvantula         |  2.33253% | 9178   |  2.333% | 8124   |  2.715% | 
 | 65   | Cloyster           |  2.31932% | 9126   |  2.319% | 6656   |  2.224% | 
 | 66   | Espeon             |  2.21664% | 8722   |  2.217% | 6675   |  2.230% | 
 | 67   | Gyarados           |  2.20139% | 8662   |  2.201% | 6542   |  2.186% | 
 | 68   | Garchomp-Mega      |  2.19021% | 8618   |  2.190% | 6281   |  2.099% | 
 | 69   | Salamence          |  2.18462% | 8596   |  2.185% | 6001   |  2.005% | 
 | 70   | Gardevoir-Mega     |  2.17293% | 8550   |  2.173% | 5851   |  1.955% | 
 | 71   | Snorlax            |  2.14065% | 8423   |  2.141% | 6186   |  2.067% | 
 | 72   | Gallade-Mega       |  2.04662% | 8053   |  2.047% | 5812   |  1.942% | 
 | 73   | Quagsire           |  2.00469% | 7888   |  2.005% | 5674   |  1.896% | 
 | 74   | Mew                |  1.97266% | 7762   |  1.973% | 6323   |  2.113% | 
 | 75   | Thundurus-Therian  |  1.95259% | 7683   |  1.953% | 5768   |  1.927% | 
 | 76   | Torkoal            |  1.86618% | 7343   |  1.866% | 6439   |  2.152% | 
 | 77   | Venusaur           |  1.85906% | 7315   |  1.859% | 5413   |  1.809% | 
 | 78   | Conkeldurr         |  1.79426% | 7060   |  1.794% | 5174   |  1.729% | 
 | 79   | Crawdaunt          |  1.75003% | 6886   |  1.750% | 4874   |  1.629% | 
 | 80   | Lucario            |  1.74495% | 6866   |  1.745% | 5012   |  1.675% | 
 | 81   | Latias-Mega        |  1.73326% | 6820   |  1.733% | 4993   |  1.668% | 
 | 82   | Kingdra            |  1.73301% | 6819   |  1.733% | 4853   |  1.622% | 
 | 83   | Cresselia          |  1.72792% | 6799   |  1.728% | 5110   |  1.707% | 
 | 84   | Amoonguss          |  1.72386% | 6783   |  1.724% | 5193   |  1.735% | 
 | 85   | Umbreon            |  1.72157% | 6774   |  1.722% | 4712   |  1.575% | 
 | 86   | Chandelure         |  1.67760% | 6601   |  1.678% | 4922   |  1.645% | 
 | 87   | Hoopa-Unbound      |  1.67455% | 6589   |  1.675% | 4630   |  1.547% | 
 | 88   | Hydreigon          |  1.65880% | 6527   |  1.659% | 4867   |  1.626% | 
 | 89   | Staraptor          |  1.65626% | 6517   |  1.656% | 4886   |  1.633% | 
 | 90   | Blissey            |  1.65092% | 6496   |  1.651% | 4777   |  1.596% | 
 | 91   | Goodra             |  1.64558% | 6475   |  1.646% | 4833   |  1.615% | 
 | 92   | Gastrodon          |  1.64177% | 6460   |  1.642% | 5013   |  1.675% | 
 | 93   | Shuckle            |  1.61534% | 6356   |  1.615% | 5742   |  1.919% | 
 | 94   | Porygon-Z          |  1.53884% | 6055   |  1.539% | 4308   |  1.440% | 
 | 95   | Talonflame         |  1.50351% | 5916   |  1.504% | 4306   |  1.439% | 
 | 96   | Ninetales-Alola    |  1.49919% | 5899   |  1.499% | 4670   |  1.560% | 
 | 97   | Metagross          |  1.49411% | 5879   |  1.494% | 4413   |  1.475% | 
 | 98   | Hippowdon          |  1.47073% | 5787   |  1.471% | 4971   |  1.661% | 
 | 99   | Nidoking           |  1.46260% | 5755   |  1.463% | 4343   |  1.451% | 
 | 100  | Incineroar         |  1.46031% | 5746   |  1.460% | 4579   |  1.530% | 
 | 101  | Volcanion          |  1.44989% | 5705   |  1.450% | 4326   |  1.446% | 
 | 102  | Heracross-Mega     |  1.43718% | 5655   |  1.437% | 4067   |  1.359% | 
 | 103  | Latios             |  1.43667% | 5653   |  1.437% | 4110   |  1.373% | 
 | 104  | Milotic            |  1.42066% | 5590   |  1.421% | 4123   |  1.378% | 
 | 105  | Muk-Alola          |  1.39525% | 5490   |  1.395% | 4230   |  1.413% | 
 | 106  | Manectric-Mega     |  1.38432% | 5447   |  1.384% | 4257   |  1.422% | 
 | 107  | Mamoswine          |  1.38305% | 5442   |  1.383% | 4371   |  1.461% | 
 | 108  | Alakazam           |  1.34620% | 5297   |  1.346% | 3439   |  1.149% | 
 | 109  | Xurkitree          |  1.32460% | 5212   |  1.325% | 3847   |  1.285% | 
 | 110  | Porygon2           |  1.30960% | 5153   |  1.310% | 4117   |  1.376% | 
 | 111  | Jolteon            |  1.30274% | 5126   |  1.303% | 3967   |  1.326% | 
 | 112  | Crobat             |  1.30198% | 5123   |  1.302% | 3889   |  1.300% | 
 | 113  | Marowak-Alola      |  1.27758% | 5027   |  1.278% | 3917   |  1.309% | 
 | 114  | Darmanitan         |  1.25115% | 4923   |  1.251% | 3710   |  1.240% | 
 | 115  | Sceptile-Mega      |  1.24581% | 4902   |  1.246% | 3692   |  1.234% | 
 | 116  | Roserade           |  1.24327% | 4892   |  1.243% | 3481   |  1.163% | 
 | 117  | Tentacruel         |  1.23692% | 4867   |  1.237% | 3790   |  1.266% | 
 | 118  | Reuniclus          |  1.21684% | 4788   |  1.217% | 3491   |  1.167% | 
 | 119  | Slowbro            |  1.20718% | 4750   |  1.207% | 3718   |  1.242% | 
 | 120  | Starmie            |  1.20261% | 4732   |  1.203% | 3325   |  1.111% | 
