 Total battles: 255731
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 25.47482% | 130294 | 25.475% | 111088 | 28.464% | 
 | 2    | Greninja-Ash       | 18.33665% | 93785  | 18.337% | 68032  | 17.432% | 
 | 3    | Ferrothorn         | 17.28828% | 88423  | 17.288% | 74941  | 19.202% | 
 | 4    | Tapu Koko          | 13.15992% | 67308  | 13.160% | 54102  | 13.862% | 
 | 5    | Heatran            | 12.47307% | 63795  | 12.473% | 51570  | 13.214% | 
 | 6    | Magearna           | 12.00578% | 61405  | 12.006% | 48798  | 12.503% | 
 | 7    | Kartana            | 11.18441% | 57204  | 11.184% | 41719  | 10.690% | 
 | 8    | Rotom-Wash         | 10.53529% | 53884  | 10.535% | 45383  | 11.628% | 
 | 9    | Gliscor            | 10.33215% | 52845  | 10.332% | 40689  | 10.426% | 
 | 10   | Chansey            |  9.64099% | 49310  |  9.641% | 38238  |  9.798% | 
 | 11   | Toxapex            |  9.57119% | 48953  |  9.571% | 38080  |  9.757% | 
 | 12   | Garchomp           |  9.39620% | 48058  |  9.396% | 36766  |  9.420% | 
 | 13   | Serperior          |  9.32816% | 47710  |  9.328% | 34509  |  8.842% | 
 | 14   | Tapu Lele          |  8.36445% | 42781  |  8.364% | 32175  |  8.244% | 
 | 15   | Pelipper           |  8.13570% | 41611  |  8.136% | 37893  |  9.709% | 
 | 16   | Tornadus-Therian   |  8.01760% | 41007  |  8.018% | 31723  |  8.128% | 
 | 17   | Excadrill          |  8.01409% | 40989  |  8.014% | 30996  |  7.942% | 
 | 18   | Greninja           |  7.74857% | 39631  |  7.749% | 29428  |  7.540% | 
 | 19   | Swampert-Mega      |  7.58688% | 38804  |  7.587% | 30956  |  7.932% | 
 | 20   | Hawlucha           |  7.18450% | 36746  |  7.185% | 25126  |  6.438% | 
 | 21   | Skarmory           |  7.02496% | 35930  |  7.025% | 29950  |  7.674% | 
 | 22   | Charizard-Mega-X   |  6.88243% | 35201  |  6.882% | 26640  |  6.826% | 
 | 23   | Tapu Fini          |  6.63334% | 33927  |  6.633% | 27504  |  7.047% | 
 | 24   | Clefable           |  6.58270% | 33668  |  6.583% | 24604  |  6.304% | 
 | 25   | Zapdos             |  6.51407% | 33317  |  6.514% | 26766  |  6.858% | 
 | 26   | Volcarona          |  6.03642% | 30874  |  6.036% | 21374  |  5.477% | 
 | 27   | Charizard-Mega-Y   |  5.93788% | 30370  |  5.938% | 23875  |  6.117% | 
 | 28   | Kommo-o            |  5.78694% | 29598  |  5.787% | 21699  |  5.560% | 
 | 29   | Medicham-Mega      |  5.67178% | 29009  |  5.672% | 23287  |  5.967% | 
 | 30   | Magnezone          |  5.54117% | 28341  |  5.541% | 21719  |  5.565% | 
 | 31   | Celesteela         |  5.32904% | 27256  |  5.329% | 21445  |  5.495% | 
 | 32   | Mawile-Mega        |  5.29463% | 27080  |  5.295% | 20029  |  5.132% | 
 | 33   | Lopunny-Mega       |  5.26940% | 26951  |  5.269% | 21094  |  5.405% | 
 | 34   | Victini            |  5.21583% | 26677  |  5.216% | 20480  |  5.248% | 
 | 35   | Tyranitar          |  5.19120% | 26551  |  5.191% | 20696  |  5.303% | 
 | 36   | Alakazam-Mega      |  5.12668% | 26221  |  5.127% | 17324  |  4.439% | 
 | 37   | Azumarill          |  5.01562% | 25653  |  5.016% | 19227  |  4.927% | 
 | 38   | Scizor-Mega        |  4.84142% | 24762  |  4.841% | 19151  |  4.907% | 
 | 39   | Dragonite          |  4.58353% | 23443  |  4.584% | 16665  |  4.270% | 
 | 40   | Kyurem-Black       |  4.41362% | 22574  |  4.414% | 16831  |  4.313% | 
 | 41   | Keldeo             |  4.23805% | 21676  |  4.238% | 17493  |  4.482% | 
 | 42   | Venusaur-Mega      |  4.12641% | 21105  |  4.126% | 17071  |  4.374% | 
 | 43   | Bisharp            |  4.12367% | 21091  |  4.124% | 15317  |  3.925% | 
 | 44   | Beedrill-Mega      |  4.01828% | 20552  |  4.018% | 16107  |  4.127% | 
 | 45   | Blacephalon        |  3.94575% | 20181  |  3.946% | 14284  |  3.660% | 
 | 46   | Tapu Bulu          |  3.87497% | 19819  |  3.875% | 15143  |  3.880% | 
 | 47   | Sableye-Mega       |  3.55334% | 18174  |  3.553% | 16148  |  4.138% | 
 | 48   | Mimikyu            |  3.55100% | 18162  |  3.551% | 12489  |  3.200% | 
 | 49   | Manaphy            |  3.42039% | 17494  |  3.420% | 12188  |  3.123% | 
 | 50   | Diancie-Mega       |  3.35137% | 17141  |  3.351% | 13710  |  3.513% | 
 | 51   | Tangrowth          |  3.33397% | 17052  |  3.334% | 12867  |  3.297% | 
 | 52   | Jirachi            |  3.32420% | 17002  |  3.324% | 12789  |  3.277% | 
 | 53   | Weavile            |  3.15390% | 16131  |  3.154% | 11706  |  2.999% | 
 | 54   | Infernape          |  2.88878% | 14775  |  2.889% | 11636  |  2.981% | 
 | 55   | Gengar             |  2.66745% | 13643  |  2.667% | 9433   |  2.417% | 
 | 56   | Gyarados-Mega      |  2.65846% | 13597  |  2.658% | 10071  |  2.580% | 
