 Total battles: 262675
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 23.43390% | 123110 | 23.434% | 104029 | 26.058% | 
 | 2    | Greninja-Ash       | 18.22290% | 95734  | 18.223% | 68704  | 17.210% | 
 | 3    | Ferrothorn         | 15.58142% | 81857  | 15.581% | 69021  | 17.289% | 
 | 4    | Tapu Koko          | 12.16370% | 63902  | 12.164% | 51020  | 12.780% | 
 | 5    | Heatran            | 12.14029% | 63779  | 12.140% | 51410  | 12.878% | 
 | 6    | Magearna           | 12.03046% | 63202  | 12.030% | 50410  | 12.627% | 
 | 7    | Kartana            | 10.90873% | 57309  | 10.909% | 41501  | 10.396% | 
 | 8    | Gliscor            | 10.66089% | 56007  | 10.661% | 43027  | 10.778% | 
 | 9    | Serperior          | 10.02284% | 52655  | 10.023% | 38329  |  9.601% | 
 | 10   | Rotom-Wash         |  9.77387% | 51347  |  9.774% | 42759  | 10.711% | 
 | 11   | Garchomp           |  9.22851% | 48482  |  9.229% | 37275  |  9.337% | 
 | 12   | Toxapex            |  9.21576% | 48415  |  9.216% | 37161  |  9.308% | 
 | 13   | Chansey            |  8.81698% | 46320  |  8.817% | 36020  |  9.023% | 
 | 14   | Tornadus-Therian   |  8.28895% | 43546  |  8.289% | 33714  |  8.445% | 
 | 15   | Pelipper           |  7.76111% | 40773  |  7.761% | 37185  |  9.314% | 
 | 16   | Excadrill          |  7.69506% | 40426  |  7.695% | 31300  |  7.840% | 
 | 17   | Greninja           |  7.46607% | 39223  |  7.466% | 29564  |  7.405% | 
 | 18   | Tapu Lele          |  7.35300% | 38629  |  7.353% | 29320  |  7.344% | 
 | 19   | Swampert-Mega      |  7.16665% | 37650  |  7.167% | 30462  |  7.630% | 
 | 20   | Zapdos             |  7.07186% | 37152  |  7.072% | 29540  |  7.399% | 
 | 21   | Charizard-Mega-X   |  6.94109% | 36465  |  6.941% | 27299  |  6.838% | 
 | 22   | Clefable           |  6.84515% | 35961  |  6.845% | 25955  |  6.501% | 
 | 23   | Skarmory           |  6.69116% | 35152  |  6.691% | 29226  |  7.321% | 
 | 24   | Hawlucha           |  6.68393% | 35114  |  6.684% | 24020  |  6.017% | 
 | 25   | Volcarona          |  6.56857% | 34508  |  6.569% | 23681  |  5.932% | 
 | 26   | Magnezone          |  5.88389% | 30911  |  5.884% | 23842  |  5.972% | 
 | 27   | Lopunny-Mega       |  5.86047% | 30788  |  5.860% | 23934  |  5.995% | 
 | 28   | Tapu Fini          |  5.80813% | 30513  |  5.808% | 24882  |  6.233% | 
 | 29   | Charizard-Mega-Y   |  5.77900% | 30360  |  5.779% | 23882  |  5.982% | 
 | 30   | Azumarill          |  5.70972% | 29996  |  5.710% | 22214  |  5.564% | 
 | 31   | Kommo-o            |  5.33797% | 28043  |  5.338% | 20785  |  5.206% | 
 | 32   | Medicham-Mega      |  5.33302% | 28017  |  5.333% | 22765  |  5.702% | 
 | 33   | Scizor-Mega        |  5.25098% | 27586  |  5.251% | 21004  |  5.261% | 
 | 34   | Alakazam-Mega      |  5.19711% | 27303  |  5.197% | 18473  |  4.627% | 
 | 35   | Tyranitar          |  5.16018% | 27109  |  5.160% | 21114  |  5.289% | 
