 Total battles: 450171
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 20.96037% | 188715 | 20.960% | 158177 | 23.558% | 
 | 2    | Ferrothorn         | 15.94705% | 143578 | 15.947% | 120144 | 17.893% | 
 | 3    | Greninja-Ash       | 14.74273% | 132735 | 14.743% | 94869  | 14.129% | 
 | 4    | Tapu Koko          | 12.08541% | 108810 | 12.085% | 84061  | 12.519% | 
 | 5    | Heatran            | 11.99366% | 107984 | 11.994% | 86328  | 12.857% | 
 | 6    | Kartana            | 10.72370% | 96550  | 10.724% | 68723  | 10.235% | 
 | 7    | Gliscor            | 10.71615% | 96482  | 10.716% | 72283  | 10.765% | 
 | 8    | Garchomp           | 10.51445% | 94666  | 10.514% | 71513  | 10.651% | 
 | 9    | Toxapex            |  9.14464% | 82333  |  9.145% | 62291  |  9.277% | 
 | 10   | Serperior          |  8.93083% | 80408  |  8.931% | 56479  |  8.412% | 
 | 11   | Rotom-Wash         |  8.65438% | 77919  |  8.654% | 63490  |  9.456% | 
 | 12   | Magearna           |  8.52132% | 76721  |  8.521% | 59867  |  8.916% | 
 | 13   | Excadrill          |  8.28696% | 74611  |  8.287% | 55621  |  8.284% | 
 | 14   | Greninja           |  8.19855% | 73815  |  8.199% | 54088  |  8.055% | 
 | 15   | Chansey            |  7.59845% | 68412  |  7.598% | 50962  |  7.590% | 
 | 16   | Volcarona          |  7.52159% | 67720  |  7.522% | 47453  |  7.067% | 
 | 17   | Charizard-Mega-X   |  7.42040% | 66809  |  7.420% | 49388  |  7.355% | 
 | 18   | Zapdos             |  7.26657% | 65424  |  7.267% | 51193  |  7.624% | 
 | 19   | Tapu Lele          |  7.12218% | 64124  |  7.122% | 47467  |  7.069% | 
 | 20   | Charizard-Mega-Y   |  6.16288% | 55487  |  6.163% | 42901  |  6.389% | 
 | 21   | Tyranitar          |  6.11201% | 55029  |  6.112% | 41961  |  6.249% | 
 | 22   | Clefable           |  6.05670% | 54531  |  6.057% | 38765  |  5.773% | 
 | 23   | Hawlucha           |  5.59876% | 50408  |  5.599% | 34361  |  5.117% | 
 | 24   | Celesteela         |  5.47547% | 49298  |  5.475% | 38081  |  5.671% | 
 | 25   | Azumarill          |  5.39706% | 48592  |  5.397% | 36029  |  5.366% | 
 | 26   | Tapu Fini          |  5.35163% | 48183  |  5.352% | 38014  |  5.662% | 
 | 27   | Alakazam-Mega      |  5.31076% | 47815  |  5.311% | 31344  |  4.668% | 
 | 28   | Skarmory           |  5.27577% | 47500  |  5.276% | 38384  |  5.717% | 
 | 29   | Lopunny-Mega       |  5.25156% | 47282  |  5.252% | 36238  |  5.397% | 
 | 30   | Dragonite          |  5.14305% | 46305  |  5.143% | 32415  |  4.828% | 
 | 31   | Tornadus-Therian   |  5.04264% | 45401  |  5.043% | 34611  |  5.155% | 
 | 32   | Kommo-o            |  4.99577% | 44979  |  4.996% | 32575  |  4.851% | 
 | 33   | Scizor-Mega        |  4.95123% | 44578  |  4.951% | 33306  |  4.960% | 
 | 34   | Magnezone          |  4.94979% | 44565  |  4.950% | 33377  |  4.971% | 
 | 35   | Victini            |  4.91824% | 44281  |  4.918% | 33169  |  4.940% | 
 | 36   | Mawile-Mega        |  4.83638% | 43544  |  4.836% | 31845  |  4.743% | 
 | 37   | Pelipper           |  4.80317% | 43245  |  4.803% | 39051  |  5.816% | 
 | 38   | Mimikyu            |  4.76308% | 42884  |  4.763% | 29660  |  4.417% | 
 | 39   | Swampert-Mega      |  4.67900% | 42127  |  4.679% | 33936  |  5.054% | 
 | 40   | Tapu Bulu          |  4.22617% | 38050  |  4.226% | 27935  |  4.160% | 
 | 41   | Kyurem-Black       |  4.09778% | 36894  |  4.098% | 26213  |  3.904% | 
 | 42   | Gengar             |  4.01425% | 36142  |  4.014% | 24775  |  3.690% | 
 | 43   | Medicham-Mega      |  3.95794% | 35635  |  3.958% | 27586  |  4.108% | 
 | 44   | Blacephalon        |  3.87642% | 34901  |  3.876% | 24595  |  3.663% | 
 | 45   | Weavile            |  3.59752% | 32390  |  3.598% | 23585  |  3.513% | 
 | 46   | Venusaur-Mega      |  3.58397% | 32268  |  3.584% | 24751  |  3.686% | 
 | 47   | Infernape          |  3.53266% | 31806  |  3.533% | 24073  |  3.585% | 
 | 48   | Tyranitar-Mega     |  3.49534% | 31470  |  3.495% | 23279  |  3.467% | 
 | 49   | Sableye-Mega       |  3.42348% | 30823  |  3.423% | 26616  |  3.964% | 
 | 50   | Tangrowth          |  3.35561% | 30212  |  3.356% | 22411  |  3.338% | 
 | 51   | Jirachi            |  3.32485% | 29935  |  3.325% | 22079  |  3.288% | 
 | 52   | Breloom            |  3.21556% | 28951  |  3.216% | 21553  |  3.210% | 
 | 53   | Cloyster           |  3.16502% | 28496  |  3.165% | 20600  |  3.068% | 
 | 54   | Diancie-Mega       |  3.15824% | 28435  |  3.158% | 22124  |  3.295% | 
 | 55   | Salamence          |  3.10593% | 27964  |  3.106% | 19505  |  2.905% | 
 | 56   | Gyarados-Mega      |  3.09005% | 27821  |  3.090% | 20229  |  3.013% | 
 | 57   | Gyarados           |  2.94466% | 26512  |  2.945% | 19708  |  2.935% | 
 | 58   | Togekiss           |  2.84170% | 25585  |  2.842% | 18450  |  2.748% | 
 | 59   | Keldeo             |  2.67443% | 24079  |  2.674% | 17881  |  2.663% | 
 | 60   | Snorlax            |  2.67110% | 24049  |  2.671% | 17168  |  2.557% | 
 | 61   | Bisharp            |  2.65821% | 23933  |  2.658% | 16673  |  2.483% | 
 | 62   | Scizor             |  2.65188% | 23876  |  2.652% | 17356  |  2.585% | 
 | 63   | Beedrill-Mega      |  2.61556% | 23549  |  2.616% | 17324  |  2.580% | 
 | 64   | Ninetales-Alola    |  2.49516% | 22465  |  2.495% | 17633  |  2.626% | 
 | 65   | Espeon             |  2.39909% | 21600  |  2.399% | 16029  |  2.387% | 
