 Total battles: 340474
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 20.58586% | 140179 | 20.586% | 119936 | 23.633% | 
 | 2    | Greninja-Ash       | 15.76905% | 107379 | 15.769% | 77631  | 15.297% | 
 | 3    | Ferrothorn         | 15.00937% | 102206 | 15.009% | 84883  | 16.726% | 
 | 4    | Tapu Koko          | 11.59031% | 78924  | 11.590% | 61898  | 12.197% | 
 | 5    | Kartana            | 10.71800% | 72984  | 10.718% | 54145  | 10.669% | 
 | 6    | Heatran            | 10.56307% | 71929  | 10.563% | 57544  | 11.339% | 
 | 7    | Gliscor            | 10.51593% | 71608  | 10.516% | 53684  | 10.578% | 
 | 8    | Magearna           | 10.48861% | 71422  | 10.489% | 57396  | 11.310% | 
 | 9    | Garchomp           | 10.27053% | 69937  | 10.271% | 52543  | 10.354% | 
 | 10   | Serperior          |  9.88886% | 67338  |  9.889% | 47621  |  9.384% | 
 | 11   | Rotom-Wash         |  8.60785% | 58615  |  8.608% | 48075  |  9.473% | 
 | 12   | Greninja           |  8.38507% | 57098  |  8.385% | 41965  |  8.269% | 
 | 13   | Toxapex            |  8.36657% | 56972  |  8.367% | 43016  |  8.476% | 
 | 14   | Chansey            |  8.15231% | 55513  |  8.152% | 40742  |  8.028% | 
 | 15   | Zapdos             |  8.06391% | 54911  |  8.064% | 43462  |  8.564% | 
 | 16   | Excadrill          |  7.68840% | 52354  |  7.688% | 39642  |  7.811% | 
 | 17   | Clefable           |  7.38882% | 50314  |  7.389% | 35763  |  7.047% | 
 | 18   | Charizard-Mega-X   |  7.20363% | 49053  |  7.204% | 36124  |  7.118% | 
 | 19   | Volcarona          |  6.71578% | 45731  |  6.716% | 31582  |  6.223% | 
