 Total battles: 1928721
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 27.20241% | 1049317 | 27.202% | 897660 | 30.569% | 
 | 2    | Heatran            | 15.85035% | 611418 | 15.850% | 505755 | 17.223% | 
 | 3    | Greninja-Ash       | 15.53851% | 599389 | 15.539% | 440327 | 14.995% | 
 | 4    | Ferrothorn         | 15.26649% | 588896 | 15.266% | 498838 | 16.987% | 
 | 5    | Tapu Koko          | 14.26101% | 550110 | 14.261% | 437376 | 14.894% | 
 | 6    | Kartana            | 10.64089% | 410466 | 10.641% | 298279 | 10.158% | 
 | 7    | Magearna           | 10.35990% | 399627 | 10.360% | 312585 | 10.645% | 
 | 8    | Zygarde            | 10.07294% | 388558 | 10.073% | 284785 |  9.698% | 
 | 9    | Greninja           |  9.52652% | 367480 |  9.527% | 282702 |  9.627% | 
 | 10   | Toxapex            |  9.41544% | 363195 |  9.415% | 279175 |  9.507% | 
 | 11   | Zapdos             |  9.38534% | 362034 |  9.385% | 289320 |  9.852% | 
 | 12   | Clefable           |  8.81893% | 340185 |  8.819% | 255444 |  8.699% | 
 | 13   | Gliscor            |  8.61187% | 332198 |  8.612% | 256886 |  8.748% | 
 | 14   | Tapu Lele          |  8.05832% | 310845 |  8.058% | 232088 |  7.903% | 
 | 15   | Chansey            |  7.96567% | 307271 |  7.966% | 232090 |  7.904% | 
 | 16   | Tapu Bulu          |  7.77098% | 299761 |  7.771% | 232110 |  7.904% | 
 | 17   | Excadrill          |  7.34694% | 283404 |  7.347% | 218552 |  7.443% | 
 | 18   | Garchomp           |  7.27666% | 280693 |  7.277% | 213802 |  7.281% | 
 | 19   | Rotom-Wash         |  7.18445% | 277136 |  7.184% | 230068 |  7.835% | 
 | 20   | Volcarona          |  7.06826% | 272654 |  7.068% | 194774 |  6.633% | 
