 Total battles: 161905
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 25.09589% | 81263  | 25.096% | 69430  | 28.053% | 
 | 2    | Greninja           | 24.68670% | 79938  | 24.687% | 59404  | 24.002% | 
 | 3    | Ferrothorn         | 17.10756% | 55396  | 17.108% | 47123  | 19.040% | 
 | 4    | Tapu Koko          | 13.59130% | 44010  | 13.591% | 35508  | 14.347% | 
 | 5    | Magearna           | 13.20095% | 42746  | 13.201% | 34126  | 13.789% | 
 | 6    | Kartana            | 11.46320% | 37119  | 11.463% | 27018  | 10.917% | 
 | 7    | Rotom-Wash         | 10.56360% | 34206  | 10.564% | 28566  | 11.542% | 
 | 8    | Gliscor            | 10.31871% | 33413  | 10.319% | 26043  | 10.523% | 
 | 9    | Toxapex            | 10.05312% | 32553  | 10.053% | 25264  | 10.208% | 
 | 10   | Heatran            |  9.96232% | 32259  |  9.962% | 26172  | 10.575% | 
 | 11   | Garchomp           |  8.96297% | 29023  |  8.963% | 22656  |  9.154% | 
 | 12   | Serperior          |  8.89040% | 28788  |  8.890% | 21347  |  8.625% | 
 | 13   | Tornadus-Therian   |  8.43211% | 27304  |  8.432% | 21316  |  8.613% | 
 | 14   | Excadrill          |  8.13965% | 26357  |  8.140% | 20676  |  8.354% | 
 | 15   | Tapu Lele          |  8.05133% | 26071  |  8.051% | 20033  |  8.094% | 
 | 16   | Chansey            |  7.89599% | 25568  |  7.896% | 19420  |  7.847% | 
 | 17   | Volcarona          |  7.21349% | 23358  |  7.213% | 16672  |  6.736% | 
 | 18   | Clefable           |  7.04981% | 22828  |  7.050% | 17177  |  6.940% | 
 | 19   | Hawlucha           |  6.85927% | 22211  |  6.859% | 15124  |  6.111% | 
 | 20   | Charizard-Mega-X   |  6.60943% | 21402  |  6.609% | 15616  |  6.310% | 
 | 21   | Zapdos             |  6.60295% | 21381  |  6.603% | 17076  |  6.900% | 
 | 22   | Pelipper           |  6.56898% | 21271  |  6.569% | 19544  |  7.897% | 
 | 23   | Swampert-Mega      |  6.23884% | 20202  |  6.239% | 16434  |  6.640% | 
 | 24   | Lopunny-Mega       |  5.94701% | 19257  |  5.947% | 15007  |  6.064% | 
 | 25   | Tapu Fini          |  5.82131% | 18850  |  5.821% | 15496  |  6.261% | 
 | 26   | Medicham-Mega      |  5.77592% | 18703  |  5.776% | 15138  |  6.117% | 
 | 27   | Kommo-o            |  5.49612% | 17797  |  5.496% | 12877  |  5.203% | 
 | 28   | Skarmory           |  5.39576% | 17472  |  5.396% | 14330  |  5.790% | 
 | 29   | Tyranitar          |  5.28860% | 17125  |  5.289% | 13638  |  5.510% | 
 | 30   | Alakazam-Mega      |  5.16846% | 16736  |  5.168% | 11270  |  4.554% | 
 | 31   | Kyurem-Black       |  5.15796% | 16702  |  5.158% | 12524  |  5.060% | 
 | 32   | Charizard-Mega-Y   |  5.10423% | 16528  |  5.104% | 12858  |  5.195% | 
 | 33   | Victini            |  5.04802% | 16346  |  5.048% | 12465  |  5.036% | 
 | 34   | Dragonite          |  4.93561% | 15982  |  4.936% | 11190  |  4.521% | 
 | 35   | Mawile-Mega        |  4.91368% | 15911  |  4.914% | 12058  |  4.872% | 
 | 36   | Scizor-Mega        |  4.81733% | 15599  |  4.817% | 11991  |  4.845% | 
 | 37   | Celesteela         |  4.77780% | 15471  |  4.778% | 12169  |  4.917% | 
 | 38   | Azumarill          |  4.74785% | 15374  |  4.748% | 11668  |  4.714% | 
 | 39   | Magnezone          |  4.65396% | 15070  |  4.654% | 11718  |  4.735% | 
 | 40   | Blacephalon        |  4.34792% | 14079  |  4.348% | 10207  |  4.124% | 
 | 41   | Diancie-Mega       |  4.07585% | 13198  |  4.076% | 10710  |  4.327% | 
