 Total battles: 1931596
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 27.92711% | 1078878 | 27.927% | 924182 | 31.176% | 
 | 2    | Ferrothorn         | 16.11354% | 622497 | 16.114% | 528861 | 17.840% | 
 | 3    | Greninja-Ash       | 16.10417% | 622135 | 16.104% | 450394 | 15.193% | 
 | 4    | Tapu Koko          | 14.40022% | 556308 | 14.400% | 441526 | 14.894% | 
 | 5    | Heatran            | 13.43596% | 519057 | 13.436% | 425595 | 14.357% | 
 | 6    | Magearna           | 11.93226% | 460966 | 11.932% | 365692 | 12.336% | 
 | 7    | Kartana            | 11.89219% | 459418 | 11.892% | 335305 | 11.311% | 
 | 8    | Rotom-Wash         | 10.06970% | 389012 | 10.070% | 327094 | 11.034% | 
 | 9    | Garchomp           | 10.00553% | 386533 | 10.006% | 304549 | 10.274% | 
 | 10   | Toxapex            |  9.80728% | 378874 |  9.807% | 293460 |  9.899% | 
 | 11   | Tapu Lele          |  9.33938% | 360798 |  9.339% | 269636 |  9.096% | 
 | 12   | Gliscor            |  9.31559% | 359879 |  9.316% | 279615 |  9.432% | 
 | 13   | Serperior          |  9.18784% | 354944 |  9.188% | 259342 |  8.749% | 
 | 14   | Zapdos             |  9.13035% | 352723 |  9.130% | 282469 |  9.529% | 
 | 15   | Greninja           |  8.58637% | 331708 |  8.586% | 251144 |  8.472% | 
 | 16   | Tornadus-Therian   |  8.46932% | 327186 |  8.469% | 254151 |  8.573% | 
 | 17   | Excadrill          |  7.59760% | 293510 |  7.598% | 226991 |  7.657% | 
 | 18   | Volcarona          |  7.52453% | 290687 |  7.525% | 208263 |  7.025% | 
 | 19   | Chansey            |  7.50457% | 289916 |  7.505% | 218168 |  7.360% | 
 | 20   | Tapu Fini          |  7.48969% | 289341 |  7.490% | 236306 |  7.971% | 
