 Total battles: 327019
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 21.39218% | 139913 | 21.392% | 119936 | 24.528% | 
 | 2    | Greninja-Ash       | 16.67686% | 109073 | 16.677% | 79555  | 16.269% | 
 | 3    | Ferrothorn         | 14.13909% | 92475  | 14.139% | 77183  | 15.784% | 
 | 4    | Tapu Koko          | 11.96154% | 78233  | 11.962% | 61473  | 12.572% | 
 | 5    | Magearna           | 11.07994% | 72467  | 11.080% | 58105  | 11.883% | 
 | 6    | Kartana            | 10.87551% | 71130  | 10.876% | 52624  | 10.762% | 
 | 7    | Heatran            | 10.60581% | 69366  | 10.606% | 55711  | 11.393% | 
 | 8    | Serperior          | 10.52722% | 68852  | 10.527% | 49372  | 10.097% | 
 | 9    | Gliscor            | 10.25277% | 67057  | 10.253% | 50939  | 10.417% | 
 | 10   | Garchomp           |  9.63522% | 63018  |  9.635% | 47143  |  9.641% | 
 | 11   | Rotom-Wash         |  9.39915% | 61474  |  9.399% | 50209  | 10.268% | 
 | 12   | Toxapex            |  8.15824% | 53358  |  8.158% | 40747  |  8.333% | 
 | 13   | Greninja           |  7.73166% | 50568  |  7.732% | 37306  |  7.629% | 
 | 14   | Zapdos             |  7.72967% | 50555  |  7.730% | 40368  |  8.255% | 
 | 15   | Excadrill          |  7.69053% | 50299  |  7.691% | 38421  |  7.857% | 
 | 16   | Chansey            |  7.46837% | 48846  |  7.468% | 36467  |  7.458% | 
 | 17   | Charizard-Mega-X   |  7.39391% | 48359  |  7.394% | 35978  |  7.358% | 
 | 18   | Clefable           |  7.10372% | 46461  |  7.104% | 33382  |  6.827% | 
 | 19   | Tyranitar          |  6.61506% | 43265  |  6.615% | 33995  |  6.952% | 
 | 20   | Volcarona          |  6.49458% | 42477  |  6.495% | 29465  |  6.026% | 
 | 21   | Medicham-Mega      |  6.47455% | 42346  |  6.475% | 32339  |  6.613% | 
 | 22   | Tornadus-Therian   |  6.46339% | 42273  |  6.463% | 32367  |  6.619% | 
 | 23   | Tapu Lele          |  6.42654% | 42032  |  6.427% | 31463  |  6.434% | 
 | 24   | Hawlucha           |  5.89354% | 38546  |  5.894% | 26312  |  5.381% | 
 | 25   | Kommo-o            |  5.70716% | 37327  |  5.707% | 27394  |  5.602% | 
 | 26   | Lopunny-Mega       |  5.46987% | 35775  |  5.470% | 27803  |  5.686% | 
 | 27   | Charizard-Mega-Y   |  5.43348% | 35537  |  5.433% | 27337  |  5.591% | 
 | 28   | Scizor-Mega        |  5.42889% | 35507  |  5.429% | 26994  |  5.520% | 
 | 29   | Azumarill          |  5.39097% | 35259  |  5.391% | 25687  |  5.253% | 
 | 30   | Skarmory           |  5.38593% | 35226  |  5.386% | 28611  |  5.851% | 
 | 31   | Pelipper           |  5.31666% | 34773  |  5.317% | 31768  |  6.497% | 
 | 32   | Swampert-Mega      |  5.23869% | 34263  |  5.239% | 27659  |  5.656% | 
 | 33   | Magnezone          |  5.12952% | 33549  |  5.130% | 25421  |  5.199% | 
 | 34   | Celesteela         |  4.93121% | 32252  |  4.931% | 25142  |  5.142% | 
 | 35   | Tapu Fini          |  4.88473% | 31948  |  4.885% | 25780  |  5.272% | 
 | 36   | Alakazam-Mega      |  4.77296% | 31217  |  4.773% | 20843  |  4.263% | 
 | 37   | Dragonite          |  4.75156% | 31077  |  4.752% | 22055  |  4.510% | 
 | 38   | Mawile-Mega        |  4.34715% | 28432  |  4.347% | 20814  |  4.257% | 
 | 39   | Victini            |  4.19945% | 27466  |  4.199% | 20507  |  4.194% | 
 | 40   | Infernape          |  3.87577% | 25349  |  3.876% | 19304  |  3.948% | 
 | 41   | Kyurem-Black       |  3.86843% | 25301  |  3.868% | 17880  |  3.657% | 
 | 42   | Mimikyu            |  3.79305% | 24808  |  3.793% | 17211  |  3.520% | 
 | 43   | Tangrowth          |  3.72226% | 24345  |  3.722% | 18330  |  3.749% | 
 | 44   | Bisharp            |  3.62747% | 23725  |  3.627% | 16232  |  3.320% | 
 | 45   | Gengar             |  3.42549% | 22404  |  3.425% | 15349  |  3.139% | 
 | 46   | Weavile            |  3.41249% | 22319  |  3.412% | 16192  |  3.311% | 
 | 47   | Tapu Bulu          |  3.35378% | 21935  |  3.354% | 16576  |  3.390% | 
 | 48   | Sableye-Mega       |  3.33497% | 21812  |  3.335% | 18857  |  3.856% | 
 | 49   | Venusaur-Mega      |  3.28620% | 21493  |  3.286% | 16292  |  3.332% | 
 | 50   | Blacephalon        |  3.24033% | 21193  |  3.240% | 14933  |  3.054% | 
 | 51   | Beedrill-Mega      |  3.22688% | 21105  |  3.227% | 15889  |  3.249% | 
 | 52   | Keldeo             |  3.18804% | 20851  |  3.188% | 15334  |  3.136% | 
 | 53   | Diancie-Mega       |  3.14997% | 20602  |  3.150% | 16606  |  3.396% | 
 | 54   | Jirachi            |  3.10685% | 20320  |  3.107% | 15343  |  3.138% | 
 | 55   | Scizor             |  2.82399% | 18470  |  2.824% | 13463  |  2.753% | 
 | 56   | Pinsir-Mega        |  2.69403% | 17620  |  2.694% | 12217  |  2.498% | 
 | 57   | Tyranitar-Mega     |  2.62875% | 17193  |  2.629% | 12691  |  2.595% | 
 | 58   | Gyarados           |  2.58823% | 16928  |  2.588% | 12443  |  2.545% | 
 | 59   | Breloom            |  2.57202% | 16822  |  2.572% | 12096  |  2.474% | 
 | 60   | Gyarados-Mega      |  2.50628% | 16392  |  2.506% | 12170  |  2.489% | 
 | 61   | Ditto              |  2.46010% | 16090  |  2.460% | 11438  |  2.339% | 
 | 62   | Zeraora            |  2.43380% | 15918  |  2.434% | 11730  |  2.399% | 
 | 63   | Staraptor          |  2.43319% | 15914  |  2.433% | 11590  |  2.370% | 
 | 64   | Togekiss           |  2.41423% | 15790  |  2.414% | 11438  |  2.339% | 
 | 65   | Shuckle            |  2.30277% | 15061  |  2.303% | 13480  |  2.757% | 
 | 66   | Cloyster           |  2.28167% | 14923  |  2.282% | 10880  |  2.225% | 
 | 67   | Chandelure         |  2.27632% | 14888  |  2.276% | 10903  |  2.230% | 
 | 68   | Garchomp-Mega      |  2.25706% | 14762  |  2.257% | 10698  |  2.188% | 
 | 69   | Snorlax            |  2.24070% | 14655  |  2.241% | 10738  |  2.196% | 
 | 70   | Conkeldurr         |  2.17541% | 14228  |  2.175% | 10610  |  2.170% | 
 | 71   | Manaphy            |  2.14498% | 14029  |  2.145% | 9913   |  2.027% | 
 | 72   | Hydreigon          |  2.07236% | 13554  |  2.072% | 9697   |  1.983% | 
 | 73   | Gallade-Mega       |  2.04881% | 13400  |  2.049% | 9556   |  1.954% | 
 | 74   | Salamence          |  2.04315% | 13363  |  2.043% | 9386   |  1.919% | 
 | 75   | Espeon             |  1.97894% | 12943  |  1.979% | 9424   |  1.927% | 
 | 76   | Latios             |  1.96930% | 12880  |  1.969% | 9351   |  1.912% | 
 | 77   | Ninetales-Alola    |  1.92099% | 12564  |  1.921% | 9789   |  2.002% | 
 | 78   | Mew                |  1.88491% | 12328  |  1.885% | 9411   |  1.925% | 
 | 79   | Lucario            |  1.86839% | 12220  |  1.868% | 8882   |  1.816% | 
 | 80   | Kingdra            |  1.84852% | 12090  |  1.849% | 8547   |  1.748% | 
 | 81   | Goodra             |  1.84775% | 12085  |  1.848% | 8881   |  1.816% | 
 | 82   | Umbreon            |  1.84362% | 12058  |  1.844% | 8451   |  1.728% | 
 | 83   | Hoopa-Unbound      |  1.83369% | 11993  |  1.834% | 8384   |  1.715% | 
