 Total battles: 2059224
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 28.47395% | 1172685 | 28.474% | 1006344 | 31.975% | 
 | 2    | Ferrothorn         | 15.64466% | 644317 | 15.645% | 550705 | 17.498% | 
 | 3    | Tapu Koko          | 15.42411% | 635234 | 15.424% | 503879 | 16.010% | 
 | 4    | Greninja-Ash       | 14.74643% | 607324 | 14.746% | 448898 | 14.263% | 
 | 5    | Heatran            | 14.15286% | 582878 | 14.153% | 481735 | 15.306% | 
 | 6    | Magearna           | 11.20017% | 461273 | 11.200% | 359109 | 11.410% | 
 | 7    | Kartana            | 10.93395% | 450309 | 10.934% | 329822 | 10.480% | 
 | 8    | Greninja           | 10.26107% | 422597 | 10.261% | 324247 | 10.302% | 
 | 9    | Toxapex            | 10.25022% | 422150 | 10.250% | 327298 | 10.399% | 
 | 10   | Zygarde            |  9.51834% | 392008 |  9.518% | 285757 |  9.079% | 
 | 11   | Clefable           |  9.31166% | 383496 |  9.312% | 291866 |  9.274% | 
 | 12   | Tapu Lele          |  8.38500% | 345332 |  8.385% | 258739 |  8.221% | 
 | 13   | Zeraora            |  8.32877% | 343016 |  8.329% | 263103 |  8.360% | 
 | 14   | Gliscor            |  7.53116% | 310167 |  7.531% | 241845 |  7.684% | 
 | 15   | Zapdos             |  7.46730% | 307537 |  7.467% | 242481 |  7.704% | 
 | 16   | Chansey            |  7.40718% | 305061 |  7.407% | 230349 |  7.319% | 
 | 17   | Garchomp           |  7.30906% | 301020 |  7.309% | 228401 |  7.257% | 
 | 18   | Excadrill          |  7.30110% | 300692 |  7.301% | 235188 |  7.473% | 
 | 19   | Celesteela         |  7.21471% | 297134 |  7.215% | 236049 |  7.500% | 
 | 20   | Volcarona          |  6.91348% | 284728 |  6.913% | 204866 |  6.509% | 
 | 21   | Charizard-Mega-X   |  6.78299% | 279354 |  6.783% | 210207 |  6.679% | 
 | 22   | Rotom-Wash         |  6.59477% | 271602 |  6.595% | 225210 |  7.156% | 
 | 23   | Hawlucha           |  6.57605% | 270831 |  6.576% | 183985 |  5.846% | 
 | 24   | Mimikyu            |  6.55514% | 269970 |  6.555% | 187537 |  5.959% | 
 | 25   | Scizor-Mega        |  6.53020% | 268943 |  6.530% | 209128 |  6.645% | 
 | 26   | Tapu Bulu          |  6.36844% | 262281 |  6.368% | 202506 |  6.434% | 
 | 27   | Alakazam-Mega      |  6.30645% | 259728 |  6.306% | 175633 |  5.580% | 
 | 28   | Tyranitar          |  6.17288% | 254227 |  6.173% | 196468 |  6.242% | 
 | 29   | Tangrowth          |  5.99571% | 246930 |  5.996% | 193079 |  6.135% | 
 | 30   | Skarmory           |  5.73485% | 236187 |  5.735% | 194446 |  6.178% | 
 | 31   | Tapu Fini          |  5.72475% | 235771 |  5.725% | 192354 |  6.112% | 
 | 32   | Blacephalon        |  5.68857% | 234281 |  5.689% | 171329 |  5.444% | 
 | 33   | Lopunny-Mega       |  5.65349% | 232836 |  5.653% | 177095 |  5.627% | 
 | 34   | Tornadus-Therian   |  5.52031% | 227351 |  5.520% | 180707 |  5.742% | 
 | 35   | Medicham-Mega      |  5.40259% | 222503 |  5.403% | 174351 |  5.540% | 
 | 36   | Magnezone          |  5.38339% | 221712 |  5.383% | 171913 |  5.462% | 
 | 37   | Charizard-Mega-Y   |  4.92907% | 203001 |  4.929% | 160286 |  5.093% | 
 | 38   | Serperior          |  4.79870% | 197632 |  4.799% | 143641 |  4.564% | 
 | 39   | Mawile-Mega        |  4.77393% | 196612 |  4.774% | 145988 |  4.639% | 
 | 40   | Bisharp            |  4.65787% | 191832 |  4.658% | 134452 |  4.272% | 
 | 41   | Swampert-Mega      |  4.42562% | 182267 |  4.426% | 148512 |  4.719% | 
 | 42   | Mew                |  4.38932% | 180772 |  4.389% | 140796 |  4.474% | 
 | 43   | Victini            |  4.31786% | 177829 |  4.318% | 136469 |  4.336% | 
 | 44   | Pelipper           |  4.25119% | 175083 |  4.251% | 159435 |  5.066% | 
 | 45   | Venusaur-Mega      |  4.21054% | 173409 |  4.211% | 133145 |  4.230% | 
 | 46   | Kyurem-Black       |  4.19032% | 172576 |  4.190% | 127986 |  4.067% | 
 | 47   | Dragonite          |  4.18697% | 172438 |  4.187% | 123082 |  3.911% | 
 | 48   | Latios             |  4.05541% | 167020 |  4.055% | 119540 |  3.798% | 
 | 49   | Gyarados-Mega      |  3.89902% | 160579 |  3.899% | 120380 |  3.825% | 
 | 50   | Jirachi            |  3.74340% | 154170 |  3.743% | 118315 |  3.759% | 
 | 51   | Keldeo             |  3.70147% | 152443 |  3.701% | 114902 |  3.651% | 
