 Total battles: 280661
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 22.11494% | 124136 | 22.115% | 104897 | 24.925% | 
 | 2    | Greninja-Ash       | 16.76898% | 94128  | 16.769% | 68056  | 16.171% | 
 | 3    | Ferrothorn         | 14.32351% | 80401  | 14.324% | 67024  | 15.926% | 
 | 4    | Tapu Koko          | 12.78607% | 71771  | 12.786% | 56740  | 13.482% | 
 | 5    | Heatran            | 11.96639% | 67170  | 11.966% | 53567  | 12.728% | 
 | 6    | Kartana            | 11.63949% | 65335  | 11.639% | 46984  | 11.164% | 
 | 7    | Magearna           | 10.41221% | 58446  | 10.412% | 46109  | 10.956% | 
 | 8    | Gliscor            | 10.34504% | 58069  | 10.345% | 44293  | 10.525% | 
 | 9    | Garchomp           |  9.14751% | 51347  |  9.148% | 39092  |  9.289% | 
 | 10   | Chansey            |  8.98450% | 50432  |  8.985% | 38936  |  9.252% | 
 | 11   | Rotom-Wash         |  8.80226% | 49409  |  8.802% | 40505  |  9.624% | 
 | 12   | Serperior          |  8.59774% | 48261  |  8.598% | 34164  |  8.118% | 
 | 13   | Toxapex            |  8.36971% | 46981  |  8.370% | 35703  |  8.483% | 
 | 14   | Excadrill          |  8.03781% | 45118  |  8.038% | 34498  |  8.197% | 
 | 15   | Greninja           |  7.39451% | 41507  |  7.395% | 30382  |  7.219% | 
 | 16   | Tapu Lele          |  7.00222% | 39305  |  7.002% | 29632  |  7.041% | 
 | 17   | Tornadus-Therian   |  6.87395% | 38585  |  6.874% | 29860  |  7.095% | 
 | 18   | Charizard-Mega-X   |  6.77650% | 38038  |  6.777% | 28081  |  6.672% | 
 | 19   | Hawlucha           |  6.75299% | 37906  |  6.753% | 25482  |  6.055% | 
 | 20   | Volcarona          |  6.50963% | 36540  |  6.510% | 25075  |  5.958% | 
 | 21   | Zapdos             |  6.50696% | 36525  |  6.507% | 28926  |  6.873% | 
 | 22   | Clefable           |  6.27447% | 35220  |  6.274% | 25184  |  5.984% | 
 | 23   | Skarmory           |  6.22174% | 34924  |  6.222% | 29049  |  6.902% | 
 | 24   | Tapu Fini          |  6.02506% | 33820  |  6.025% | 27336  |  6.495% | 
 | 25   | Pelipper           |  5.92975% | 33285  |  5.930% | 30336  |  7.208% | 
 | 26   | Swampert-Mega      |  5.86882% | 32943  |  5.869% | 26237  |  6.234% | 
 | 27   | Charizard-Mega-Y   |  5.52535% | 31015  |  5.525% | 24305  |  5.775% | 
 | 28   | Scizor-Mega        |  5.44215% | 30548  |  5.442% | 23421  |  5.565% | 
 | 29   | Lopunny-Mega       |  5.36394% | 30109  |  5.364% | 23380  |  5.555% | 
 | 30   | Kommo-o            |  5.31495% | 29834  |  5.315% | 21856  |  5.193% | 
 | 31   | Medicham-Mega      |  5.31139% | 29814  |  5.311% | 23437  |  5.569% | 
 | 32   | Magnezone          |  5.24975% | 29468  |  5.250% | 22299  |  5.299% | 
 | 33   | Tyranitar          |  5.16121% | 28971  |  5.161% | 21976  |  5.222% | 
 | 34   | Alakazam-Mega      |  5.11917% | 28735  |  5.119% | 19196  |  4.561% | 
 | 35   | Celesteela         |  5.10260% | 28642  |  5.103% | 22224  |  5.281% | 
 | 36   | Victini            |  4.81898% | 27050  |  4.819% | 20144  |  4.786% | 
 | 37   | Azumarill          |  4.77035% | 26777  |  4.770% | 19726  |  4.687% | 
 | 38   | Dragonite          |  4.67218% | 26226  |  4.672% | 18477  |  4.390% | 
 | 39   | Mawile-Mega        |  4.63958% | 26043  |  4.640% | 19174  |  4.556% | 
 | 40   | Bisharp            |  4.51880% | 25365  |  4.519% | 18025  |  4.283% | 
 | 41   | Keldeo             |  4.43222% | 24879  |  4.432% | 19553  |  4.646% | 
 | 42   | Venusaur-Mega      |  4.32532% | 24279  |  4.325% | 19132  |  4.546% | 
 | 43   | Kyurem-Black       |  4.20632% | 23611  |  4.206% | 16973  |  4.033% | 
 | 44   | Blacephalon        |  4.16873% | 23400  |  4.169% | 16635  |  3.953% | 
 | 45   | Mimikyu            |  4.14379% | 23260  |  4.144% | 16045  |  3.812% | 
 | 46   | Weavile            |  3.72104% | 20887  |  3.721% | 14923  |  3.546% | 
 | 47   | Sableye-Mega       |  3.64247% | 20446  |  3.642% | 18033  |  4.285% | 
 | 48   | Gengar             |  3.53184% | 19825  |  3.532% | 13967  |  3.319% | 
 | 49   | Tapu Bulu          |  3.51509% | 19731  |  3.515% | 14841  |  3.526% | 
 | 50   | Tangrowth          |  3.42691% | 19236  |  3.427% | 14311  |  3.400% | 
 | 51   | Infernape          |  3.40143% | 19093  |  3.401% | 14449  |  3.433% | 
 | 52   | Jirachi            |  3.38237% | 18986  |  3.382% | 13957  |  3.316% | 
 | 53   | Beedrill-Mega      |  3.28011% | 18412  |  3.280% | 13776  |  3.273% | 
 | 54   | Diancie-Mega       |  3.14454% | 17651  |  3.145% | 14216  |  3.378% | 
 | 55   | Breloom            |  2.97191% | 16682  |  2.972% | 12160  |  2.889% | 
 | 56   | Gyarados-Mega      |  2.83581% | 15918  |  2.836% | 11890  |  2.825% | 
 | 57   | Scizor             |  2.81389% | 15795  |  2.814% | 11526  |  2.739% | 
 | 58   | Zeraora            |  2.60902% | 14645  |  2.609% | 11034  |  2.622% | 
 | 59   | Cloyster           |  2.53633% | 14237  |  2.536% | 10385  |  2.468% | 
 | 60   | Ditto              |  2.39096% | 13421  |  2.391% | 9047   |  2.150% | 
 | 61   | Gyarados           |  2.33859% | 13127  |  2.339% | 9823   |  2.334% | 
 | 62   | Staraptor          |  2.33645% | 13115  |  2.336% | 9658   |  2.295% | 
 | 63   | Manaphy            |  2.30064% | 12914  |  2.301% | 9240   |  2.196% | 
 | 64   | Togekiss           |  2.28389% | 12820  |  2.284% | 9392   |  2.232% | 
 | 65   | Tyranitar-Mega     |  2.28300% | 12815  |  2.283% | 9649   |  2.293% | 
 | 66   | Garchomp-Mega      |  2.27641% | 12778  |  2.276% | 8996   |  2.138% | 
 | 67   | Salamence          |  2.26002% | 12686  |  2.260% | 8693   |  2.066% | 
 | 68   | Snorlax            |  2.22421% | 12485  |  2.224% | 9412   |  2.236% | 
 | 69   | Pinsir-Mega        |  2.17130% | 12188  |  2.171% | 8419   |  2.000% | 
 | 70   | Galvantula         |  2.14458% | 12038  |  2.145% | 10236  |  2.432% | 
 | 71   | Shuckle            |  2.14137% | 12020  |  2.141% | 10714  |  2.546% | 
 | 72   | Gallade-Mega       |  2.11554% | 11875  |  2.116% | 8620   |  2.048% | 
 | 73   | Chandelure         |  2.10557% | 11819  |  2.106% | 8849   |  2.103% | 
 | 74   | Hydreigon          |  2.05853% | 11555  |  2.059% | 8316   |  1.976% | 
 | 75   | Kingdra            |  1.95521% | 10975  |  1.955% | 7665   |  1.821% | 
 | 76   | Mew                |  1.94487% | 10917  |  1.945% | 8287   |  1.969% | 
 | 77   | Ninetales-Alola    |  1.87682% | 10535  |  1.877% | 8395   |  1.995% | 
 | 78   | Hoopa-Unbound      |  1.87415% | 10520  |  1.874% | 7352   |  1.747% | 
 | 79   | Nidoking           |  1.78258% | 10006  |  1.783% | 7476   |  1.776% | 
 | 80   | Xurkitree          |  1.77991% | 9991   |  1.780% | 7377   |  1.753% | 
 | 81   | Venusaur           |  1.76369% | 9900   |  1.764% | 7243   |  1.721% | 
 | 82   | Torkoal            |  1.74303% | 9784   |  1.743% | 8857   |  2.105% | 
 | 83   | Espeon             |  1.72272% | 9670   |  1.723% | 6996   |  1.662% | 
 | 84   | Amoonguss          |  1.72236% | 9668   |  1.722% | 7120   |  1.692% | 
 | 85   | Gardevoir-Mega     |  1.71025% | 9600   |  1.710% | 6434   |  1.529% | 
 | 86   | Muk-Alola          |  1.70455% | 9568   |  1.705% | 7298   |  1.734% | 
 | 87   | Umbreon            |  1.69778% | 9530   |  1.698% | 6710   |  1.594% | 
 | 88   | Mamoswine          |  1.68923% | 9482   |  1.689% | 7474   |  1.776% | 
