 Total battles: 389083
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 20.79248% | 161800 | 20.792% | 138002 | 23.943% | 
 | 2    | Greninja-Ash       | 16.36116% | 127317 | 16.361% | 90817  | 15.756% | 
 | 3    | Ferrothorn         | 14.11023% | 109801 | 14.110% | 90903  | 15.771% | 
 | 4    | Tapu Koko          | 11.36814% | 88463  | 11.368% | 68650  | 11.910% | 
 | 5    | Heatran            | 11.10856% | 86443  | 11.109% | 69554  | 12.067% | 
 | 6    | Kartana            | 11.09262% | 86319  | 11.093% | 63049  | 10.939% | 
 | 7    | Gliscor            | 10.78780% | 83947  | 10.788% | 63418  | 11.003% | 
 | 8    | Magearna           |  9.90945% | 77112  |  9.909% | 61502  | 10.670% | 
 | 9    | Garchomp           |  9.78532% | 76146  |  9.785% | 56967  |  9.883% | 
 | 10   | Serperior          |  9.27964% | 72211  |  9.280% | 51098  |  8.865% | 
 | 11   | Rotom-Wash         |  9.11284% | 70913  |  9.113% | 57585  |  9.991% | 
 | 12   | Toxapex            |  8.66448% | 67424  |  8.664% | 50565  |  8.773% | 
 | 13   | Chansey            |  8.33126% | 64831  |  8.331% | 47249  |  8.197% | 
 | 14   | Greninja           |  7.86349% | 61191  |  7.863% | 44731  |  7.761% | 
 | 15   | Excadrill          |  7.73755% | 60211  |  7.738% | 45185  |  7.839% | 
 | 16   | Zapdos             |  7.47912% | 58200  |  7.479% | 46139  |  8.005% | 
 | 17   | Clefable           |  7.21735% | 56163  |  7.217% | 39706  |  6.889% | 
 | 18   | Charizard-Mega-X   |  7.10645% | 55300  |  7.106% | 40610  |  7.046% | 
 | 19   | Volcarona          |  6.85484% | 53342  |  6.855% | 36762  |  6.378% | 
 | 20   | Tyranitar          |  6.72504% | 52332  |  6.725% | 41051  |  7.122% | 
 | 21   | Tapu Lele          |  6.60258% | 51379  |  6.603% | 38368  |  6.657% | 
 | 22   | Tornadus-Therian   |  6.45376% | 50221  |  6.454% | 37332  |  6.477% | 
 | 23   | Hawlucha           |  5.98356% | 46562  |  5.984% | 31556  |  5.475% | 
 | 24   | Skarmory           |  5.88126% | 45766  |  5.881% | 36833  |  6.390% | 
 | 25   | Pelipper           |  5.84605% | 45492  |  5.846% | 41468  |  7.194% | 
 | 26   | Medicham-Mega      |  5.72217% | 44528  |  5.722% | 33564  |  5.823% | 
 | 27   | Charizard-Mega-Y   |  5.67077% | 44128  |  5.671% | 33847  |  5.872% | 
 | 28   | Lopunny-Mega       |  5.64108% | 43897  |  5.641% | 33568  |  5.824% | 
 | 29   | Swampert-Mega      |  5.60382% | 43607  |  5.604% | 34217  |  5.936% | 
 | 30   | Scizor-Mega        |  5.51669% | 42929  |  5.517% | 32093  |  5.568% | 
 | 31   | Azumarill          |  5.49523% | 42762  |  5.495% | 31035  |  5.384% | 
 | 32   | Magnezone          |  5.44987% | 42409  |  5.450% | 31315  |  5.433% | 
 | 33   | Celesteela         |  5.09146% | 39620  |  5.091% | 30673  |  5.322% | 
 | 34   | Victini            |  4.99161% | 38843  |  4.992% | 28362  |  4.921% | 
 | 35   | Tapu Fini          |  4.91849% | 38274  |  4.918% | 31030  |  5.384% | 
 | 36   | Kommo-o            |  4.91630% | 38257  |  4.916% | 27970  |  4.853% | 
 | 37   | Alakazam-Mega      |  4.78266% | 37217  |  4.783% | 24013  |  4.166% | 
 | 38   | Dragonite          |  4.72894% | 36799  |  4.729% | 25659  |  4.452% | 
 | 39   | Mawile-Mega        |  4.30011% | 33462  |  4.300% | 24348  |  4.224% | 
 | 40   | Mimikyu            |  4.02305% | 31306  |  4.023% | 21286  |  3.693% | 
 | 41   | Gengar             |  3.91086% | 30433  |  3.911% | 20961  |  3.637% | 
 | 42   | Kyurem-Black       |  3.81307% | 29672  |  3.813% | 20999  |  3.643% | 
 | 43   | Blacephalon        |  3.73275% | 29047  |  3.733% | 19935  |  3.459% | 
 | 44   | Sableye-Mega       |  3.62301% | 28193  |  3.623% | 24577  |  4.264% | 
 | 45   | Tangrowth          |  3.58433% | 27892  |  3.584% | 21046  |  3.651% | 
 | 46   | Tapu Bulu          |  3.56531% | 27744  |  3.565% | 20630  |  3.579% | 
 | 47   | Infernape          |  3.54989% | 27624  |  3.550% | 20955  |  3.636% | 
 | 48   | Weavile            |  3.45004% | 26847  |  3.450% | 19723  |  3.422% | 
 | 49   | Beedrill-Mega      |  3.35969% | 26144  |  3.360% | 19206  |  3.332% | 
 | 50   | Venusaur-Mega      |  3.34916% | 26062  |  3.349% | 19535  |  3.389% | 
 | 51   | Keldeo             |  3.27295% | 25469  |  3.273% | 18581  |  3.224% | 
 | 52   | Jirachi            |  3.23761% | 25194  |  3.238% | 18320  |  3.178% | 
 | 53   | Bisharp            |  3.22335% | 25083  |  3.223% | 17054  |  2.959% | 
 | 54   | Scizor             |  3.21538% | 25021  |  3.215% | 18123  |  3.144% | 
 | 55   | Gyarados-Mega      |  3.12543% | 24321  |  3.125% | 17632  |  3.059% | 
 | 56   | Breloom            |  2.87509% | 22373  |  2.875% | 16225  |  2.815% | 
 | 57   | Diancie-Mega       |  2.78103% | 21641  |  2.781% | 17141  |  2.974% | 
 | 58   | Togekiss           |  2.61589% | 20356  |  2.616% | 14836  |  2.574% | 
 | 59   | Staraptor          |  2.59508% | 20194  |  2.595% | 14834  |  2.574% | 
 | 60   | Cloyster           |  2.59225% | 20172  |  2.592% | 14780  |  2.564% | 
 | 61   | Tyranitar-Mega     |  2.45102% | 19073  |  2.451% | 13974  |  2.424% | 
 | 62   | Shuckle            |  2.44228% | 19005  |  2.442% | 17019  |  2.953% | 
 | 63   | Zeraora            |  2.43933% | 18982  |  2.439% | 13960  |  2.422% | 
 | 64   | Garchomp-Mega      |  2.43354% | 18937  |  2.434% | 13376  |  2.321% | 
 | 65   | Gyarados           |  2.38124% | 18530  |  2.381% | 13786  |  2.392% | 
 | 66   | Gallade-Mega       |  2.32123% | 18063  |  2.321% | 12739  |  2.210% | 
 | 67   | Conkeldurr         |  2.28563% | 17786  |  2.286% | 13137  |  2.279% | 
 | 68   | Pinsir-Mega        |  2.28332% | 17768  |  2.283% | 12200  |  2.117% | 
 | 69   | Espeon             |  2.26199% | 17602  |  2.262% | 12985  |  2.253% | 
 | 70   | Lucario            |  2.22228% | 17293  |  2.222% | 12212  |  2.119% | 
 | 71   | Salamence          |  2.18514% | 17004  |  2.185% | 11855  |  2.057% | 
 | 72   | Snorlax            |  2.13476% | 16612  |  2.135% | 12008  |  2.083% | 
 | 73   | Chandelure         |  2.07642% | 16158  |  2.076% | 11372  |  1.973% | 
 | 74   | Hydreigon          |  2.03286% | 15819  |  2.033% | 11303  |  1.961% | 
 | 75   | Manaphy            |  2.01988% | 15718  |  2.020% | 10933  |  1.897% | 
 | 76   | Ninetales-Alola    |  1.96346% | 15279  |  1.963% | 11975  |  2.078% | 
 | 77   | Ditto              |  1.88006% | 14630  |  1.880% | 9656   |  1.675% | 
 | 78   | Xurkitree          |  1.87235% | 14570  |  1.872% | 11111  |  1.928% | 
 | 79   | Kingdra            |  1.86605% | 14521  |  1.866% | 9927   |  1.722% | 
 | 80   | Amoonguss          |  1.75181% | 13632  |  1.752% | 9912   |  1.720% | 
 | 81   | Gardevoir-Mega     |  1.74230% | 13558  |  1.742% | 8938   |  1.551% | 
 | 82   | Nidoking           |  1.73523% | 13503  |  1.735% | 9766   |  1.694% | 
 | 83   | Galvantula         |  1.72817% | 13448  |  1.728% | 11693  |  2.029% | 
 | 84   | Porygon-Z          |  1.71789% | 13368  |  1.718% | 9347   |  1.622% | 
 | 85   | Latios             |  1.70838% | 13294  |  1.708% | 9194   |  1.595% | 
 | 86   | Umbreon            |  1.70735% | 13286  |  1.707% | 9167   |  1.590% | 
 | 87   | Blissey            |  1.69193% | 13166  |  1.692% | 9504   |  1.649% | 
 | 88   | Arcanine           |  1.67663% | 13047  |  1.677% | 9727   |  1.688% | 
 | 89   | Goodra             |  1.66096% | 12925  |  1.661% | 9275   |  1.609% | 
 | 90   | Latias-Mega        |  1.66031% | 12920  |  1.660% | 9242   |  1.603% | 
 | 91   | Mew                |  1.65762% | 12899  |  1.658% | 10029  |  1.740% | 
 | 92   | Metagross          |  1.65170% | 12853  |  1.652% | 9305   |  1.614% | 
 | 93   | Hoopa-Unbound      |  1.63127% | 12694  |  1.631% | 8803   |  1.527% | 
 | 94   | Hippowdon          |  1.58154% | 12307  |  1.582% | 10447  |  1.812% | 
 | 95   | Quagsire           |  1.56997% | 12217  |  1.570% | 8666   |  1.504% | 
 | 96   | Gastrodon          |  1.56907% | 12210  |  1.569% | 9479   |  1.645% | 
 | 97   | Venusaur           |  1.56226% | 12157  |  1.562% | 8734   |  1.515% | 
 | 98   | Milotic            |  1.55866% | 12129  |  1.559% | 8885   |  1.541% | 
 | 99   | Thundurus-Therian  |  1.51060% | 11755  |  1.511% | 8777   |  1.523% | 
