 Total battles: 2027451
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 29.64570% | 1202104 | 29.646% | 1036806 | 33.063% | 
 | 2    | Ferrothorn         | 17.08828% | 692913 | 17.088% | 593491 | 18.926% | 
 | 3    | Greninja-Ash       | 16.68645% | 676619 | 16.686% | 495622 | 15.805% | 
 | 4    | Tapu Koko          | 14.82840% | 601277 | 14.828% | 480559 | 15.325% | 
 | 5    | Heatran            | 13.91429% | 564211 | 13.914% | 465419 | 14.842% | 
 | 6    | Magearna           | 13.19341% | 534980 | 13.193% | 427092 | 13.620% | 
 | 7    | Kartana            | 11.59912% | 470333 | 11.599% | 347154 | 11.071% | 
 | 8    | Toxapex            | 10.42839% | 422861 | 10.428% | 328848 | 10.487% | 
 | 9    | Rotom-Wash         | 10.26861% | 416382 | 10.269% | 352793 | 11.250% | 
 | 10   | Garchomp           | 10.18557% | 413015 | 10.186% | 329339 | 10.502% | 
 | 11   | Tornadus-Therian   |  9.54704% | 387123 |  9.547% | 304163 |  9.700% | 
 | 12   | Greninja           |  9.29690% | 376980 |  9.297% | 288268 |  9.193% | 
 | 13   | Tapu Lele          |  9.27689% | 376169 |  9.277% | 285057 |  9.090% | 
 | 14   | Serperior          |  9.25744% | 375380 |  9.257% | 276766 |  8.826% | 
 | 15   | Gliscor            |  8.89188% | 360557 |  8.892% | 280538 |  8.946% | 
 | 16   | Zapdos             |  8.87782% | 359987 |  8.878% | 289713 |  9.239% | 
 | 17   | Excadrill          |  8.07240% | 327328 |  8.072% | 257219 |  8.203% | 
 | 18   | Tapu Fini          |  7.72403% | 313202 |  7.724% | 257786 |  8.221% | 
 | 19   | Volcarona          |  7.50526% | 304331 |  7.505% | 219882 |  7.012% | 
 | 20   | Chansey            |  7.40893% | 300425 |  7.409% | 229422 |  7.316% | 
 | 21   | Tapu Bulu          |  6.92500% | 280802 |  6.925% | 217193 |  6.926% | 
 | 22   | Hawlucha           |  6.76103% | 274153 |  6.761% | 187683 |  5.985% | 
 | 23   | Celesteela         |  6.71723% | 272377 |  6.717% | 217635 |  6.940% | 
 | 24   | Magnezone          |  6.64107% | 269289 |  6.641% | 211379 |  6.741% | 
 | 25   | Lopunny-Mega       |  6.35024% | 257496 |  6.350% | 199169 |  6.351% | 
 | 26   | Charizard-Mega-X   |  6.30232% | 255553 |  6.302% | 189308 |  6.037% | 
 | 27   | Alakazam-Mega      |  6.23125% | 252671 |  6.231% | 169088 |  5.392% | 
 | 28   | Clefable           |  6.13842% | 248907 |  6.138% | 184869 |  5.895% | 
 | 29   | Swampert-Mega      |  6.10039% | 247365 |  6.100% | 202698 |  6.464% | 
 | 30   | Tyranitar          |  6.06237% | 245823 |  6.062% | 193112 |  6.158% | 
 | 31   | Pelipper           |  6.01783% | 244017 |  6.018% | 224421 |  7.157% | 
 | 32   | Victini            |  5.94680% | 241137 |  5.947% | 186734 |  5.955% | 
 | 33   | Mawile-Mega        |  5.67180% | 229986 |  5.672% | 170018 |  5.422% | 
 | 34   | Kommo-o            |  5.57478% | 226052 |  5.575% | 167718 |  5.348% | 
 | 35   | Skarmory           |  5.55424% | 225219 |  5.554% | 187728 |  5.987% | 
 | 36   | Tangrowth          |  5.54208% | 224726 |  5.542% | 175586 |  5.599% | 
 | 37   | Medicham-Mega      |  5.45407% | 221157 |  5.454% | 174438 |  5.563% | 
 | 38   | Scizor-Mega        |  5.21477% | 211454 |  5.215% | 162106 |  5.169% | 
 | 39   | Charizard-Mega-Y   |  5.14279% | 208535 |  5.143% | 165366 |  5.273% | 
 | 40   | Azumarill          |  4.89967% | 198677 |  4.900% | 149335 |  4.762% | 
 | 41   | Kyurem-Black       |  4.74307% | 192327 |  4.743% | 144910 |  4.621% | 
 | 42   | Blacephalon        |  4.56154% | 184966 |  4.562% | 133527 |  4.258% | 
 | 43   | Dragonite          |  4.46783% | 181166 |  4.468% | 131566 |  4.196% | 
 | 44   | Jirachi            |  4.26114% | 172785 |  4.261% | 134894 |  4.302% | 
 | 45   | Diancie-Mega       |  3.85385% | 156270 |  3.854% | 125894 |  4.015% | 
 | 46   | Tyranitar-Mega     |  3.78091% | 153312 |  3.781% | 118014 |  3.763% | 
 | 47   | Mimikyu            |  3.68805% | 149547 |  3.688% | 104764 |  3.341% | 
 | 48   | Gyarados-Mega      |  3.58608% | 145412 |  3.586% | 110271 |  3.516% | 
 | 49   | Venusaur-Mega      |  3.52344% | 142872 |  3.523% | 111575 |  3.558% | 
 | 50   | Mew                |  3.42119% | 138726 |  3.421% | 108701 |  3.466% | 
 | 51   | Weavile            |  3.10027% | 125713 |  3.100% | 93148  |  2.970% | 
 | 52   | Gyarados           |  3.05832% | 124012 |  3.058% | 94428  |  3.011% | 
 | 53   | Keldeo             |  2.95329% | 119753 |  2.953% | 91407  |  2.915% | 
 | 54   | Sableye-Mega       |  2.77045% | 112339 |  2.770% | 98751  |  3.149% | 
 | 55   | Gengar             |  2.62110% | 106283 |  2.621% | 74836  |  2.386% | 
 | 56   | Bisharp            |  2.25480% | 91430  |  2.255% | 64426  |  2.055% | 
 | 57   | Breloom            |  2.24338% | 90967  |  2.243% | 69290  |  2.210% | 
 | 58   | Infernape          |  2.16000% | 87586  |  2.160% | 66670  |  2.126% | 
 | 59   | Beedrill-Mega      |  2.15616% | 87430  |  2.156% | 66507  |  2.121% | 
 | 60   | Pinsir-Mega        |  2.12575% | 86197  |  2.126% | 59840  |  1.908% | 
 | 61   | Hydreigon          |  2.05586% | 83363  |  2.056% | 62608  |  1.997% | 
 | 62   | Salamence          |  2.01359% | 81649  |  2.014% | 59350  |  1.893% | 
 | 63   | Gallade-Mega       |  1.94641% | 78925  |  1.946% | 56422  |  1.799% | 
 | 64   | Gastrodon          |  1.93857% | 78607  |  1.939% | 63312  |  2.019% | 
 | 65   | Zeraora            |  1.91213% | 77535  |  1.912% | 58509  |  1.866% | 
 | 66   | Muk-Alola          |  1.90695% | 77325  |  1.907% | 59476  |  1.897% | 
 | 67   | Ninetales-Alola    |  1.88335% | 76368  |  1.883% | 61332  |  1.956% | 
 | 68   | Manaphy            |  1.87082% | 75860  |  1.871% | 55665  |  1.775% | 
 | 69   | Latias-Mega        |  1.83287% | 74321  |  1.833% | 56725  |  1.809% | 
 | 70   | Scizor             |  1.81413% | 73561  |  1.814% | 55424  |  1.767% | 
