 Total battles: 365434
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 20.01127% | 146256 | 20.011% | 124327 | 22.849% | 
 | 2    | Greninja-Ash       | 16.60669% | 121373 | 16.607% | 86120  | 15.827% | 
 | 3    | Ferrothorn         | 14.67556% | 107259 | 14.676% | 88983  | 16.353% | 
 | 4    | Heatran            | 11.08969% | 81051  | 11.090% | 64845  | 11.917% | 
 | 5    | Tapu Koko          | 10.91223% | 79754  | 10.912% | 61738  | 11.346% | 
 | 6    | Kartana            | 10.69044% | 78133  | 10.690% | 57416  | 10.552% | 
 | 7    | Gliscor            | 10.29502% | 75243  | 10.295% | 57070  | 10.488% | 
 | 8    | Garchomp           | 10.08103% | 73679  | 10.081% | 54834  | 10.078% | 
 | 9    | Magearna           |  9.45711% | 69119  |  9.457% | 55660  | 10.229% | 
 | 10   | Serperior          |  9.10192% | 66523  |  9.102% | 46762  |  8.594% | 
 | 11   | Rotom-Wash         |  8.91721% | 65173  |  8.917% | 53196  |  9.776% | 
 | 12   | Greninja           |  8.39522% | 61358  |  8.395% | 44769  |  8.228% | 
 | 13   | Toxapex            |  8.24978% | 60295  |  8.250% | 45776  |  8.413% | 
 | 14   | Excadrill          |  8.12390% | 59375  |  8.124% | 44866  |  8.246% | 
 | 15   | Chansey            |  8.04920% | 58829  |  8.049% | 43343  |  7.966% | 
 | 16   | Clefable           |  7.66130% | 55994  |  7.661% | 40003  |  7.352% | 
 | 17   | Zapdos             |  7.33115% | 53581  |  7.331% | 42090  |  7.735% | 
 | 18   | Charizard-Mega-X   |  7.31719% | 53479  |  7.317% | 39376  |  7.237% | 
 | 19   | Tapu Lele          |  6.63813% | 48516  |  6.638% | 36013  |  6.619% | 
 | 20   | Volcarona          |  6.40813% | 46835  |  6.408% | 32321  |  5.940% | 
 | 21   | Tornadus-Therian   |  6.39732% | 46756  |  6.397% | 35336  |  6.494% | 
 | 22   | Tapu Fini          |  5.85236% | 42773  |  5.852% | 34528  |  6.346% | 
 | 23   | Pelipper           |  5.74509% | 41989  |  5.745% | 38080  |  6.998% | 
 | 24   | Charizard-Mega-Y   |  5.70596% | 41703  |  5.706% | 31967  |  5.875% | 
 | 25   | Tyranitar          |  5.68160% | 41525  |  5.682% | 31841  |  5.852% | 
 | 26   | Hawlucha           |  5.65930% | 41362  |  5.659% | 28358  |  5.212% | 
 | 27   | Swampert-Mega      |  5.62578% | 41117  |  5.626% | 32021  |  5.885% | 
 | 28   | Azumarill          |  5.56831% | 40697  |  5.568% | 29631  |  5.446% | 
 | 29   | Skarmory           |  5.55559% | 40604  |  5.556% | 32958  |  6.057% | 
 | 30   | Lopunny-Mega       |  5.52247% | 40362  |  5.522% | 31387  |  5.768% | 
 | 31   | Celesteela         |  5.45666% | 39881  |  5.457% | 30838  |  5.667% | 
 | 32   | Dragonite          |  5.34926% | 39096  |  5.349% | 27686  |  5.088% | 
 | 33   | Magnezone          |  5.34857% | 39091  |  5.349% | 29192  |  5.365% | 
 | 34   | Scizor-Mega        |  5.33667% | 39004  |  5.337% | 29556  |  5.432% | 
 | 35   | Alakazam-Mega      |  4.81934% | 35223  |  4.819% | 23221  |  4.268% | 
 | 36   | Kommo-o            |  4.77761% | 34918  |  4.778% | 25508  |  4.688% | 
 | 37   | Medicham-Mega      |  4.77720% | 34915  |  4.777% | 27441  |  5.043% | 
 | 38   | Victini            |  4.59974% | 33618  |  4.600% | 25304  |  4.650% | 
 | 39   | Mimikyu            |  4.34880% | 31784  |  4.349% | 22206  |  4.081% | 
 | 40   | Mawile-Mega        |  4.29216% | 31370  |  4.292% | 22859  |  4.201% | 
 | 41   | Blacephalon        |  3.98991% | 29161  |  3.990% | 20580  |  3.782% | 
 | 42   | Kyurem-Black       |  3.91097% | 28584  |  3.911% | 20337  |  3.738% | 
 | 43   | Tapu Bulu          |  3.76087% | 27487  |  3.761% | 20619  |  3.789% | 
 | 44   | Gengar             |  3.71230% | 27132  |  3.712% | 18736  |  3.443% | 
 | 45   | Sableye-Mega       |  3.48613% | 25479  |  3.486% | 22298  |  4.098% | 
 | 46   | Infernape          |  3.47833% | 25422  |  3.478% | 19043  |  3.500% | 
 | 47   | Venusaur-Mega      |  3.36641% | 24604  |  3.366% | 18635  |  3.425% | 
 | 48   | Keldeo             |  3.34712% | 24463  |  3.347% | 17732  |  3.259% | 
 | 49   | Tangrowth          |  3.32673% | 24314  |  3.327% | 18378  |  3.378% | 
 | 50   | Beedrill-Mega      |  3.26666% | 23875  |  3.267% | 17698  |  3.253% | 
 | 51   | Weavile            |  3.24340% | 23705  |  3.243% | 17059  |  3.135% | 
 | 52   | Tyranitar-Mega     |  3.18471% | 23276  |  3.185% | 17483  |  3.213% | 
 | 53   | Jirachi            |  3.09317% | 22607  |  3.093% | 16925  |  3.111% | 
