 Total battles: 617018
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 22.32909% | 275549 | 22.329% | 234127 | 25.196% | 
 | 2    | Greninja-Ash       | 16.57561% | 204549 | 16.576% | 148316 | 15.961% | 
 | 3    | Ferrothorn         | 15.34655% | 189382 | 15.347% | 159033 | 17.115% | 
 | 4    | Tapu Koko          | 12.61179% | 155634 | 12.612% | 121589 | 13.085% | 
 | 5    | Heatran            | 11.98944% | 147954 | 11.989% | 120220 | 12.938% | 
 | 6    | Kartana            | 10.34589% | 127672 | 10.346% | 92208  |  9.923% | 
 | 7    | Garchomp           | 10.23925% | 126356 | 10.239% | 96842  | 10.422% | 
 | 8    | Gliscor            | 10.01664% | 123609 | 10.017% | 94072  | 10.124% | 
 | 9    | Magearna           |  9.54016% | 117729 |  9.540% | 91582  |  9.856% | 
 | 10   | Serperior          |  9.50296% | 117270 |  9.503% | 84064  |  9.047% | 
 | 11   | Toxapex            |  9.44089% | 116504 |  9.441% | 88968  |  9.574% | 
 | 12   | Rotom-Wash         |  9.17599% | 113235 |  9.176% | 92736  |  9.980% | 
 | 13   | Greninja           |  8.31264% | 102581 |  8.313% | 75787  |  8.156% | 
 | 14   | Excadrill          |  8.14466% | 100508 |  8.145% | 76604  |  8.244% | 
 | 15   | Tapu Lele          |  7.87830% | 97221  |  7.878% | 73164  |  7.874% | 
 | 16   | Volcarona          |  7.75690% | 95723  |  7.757% | 67403  |  7.254% | 
 | 17   | Chansey            |  7.74443% | 95569  |  7.744% | 72031  |  7.752% | 
 | 18   | Zapdos             |  6.77954% | 83662  |  6.780% | 66326  |  7.138% | 
 | 19   | Clefable           |  6.71569% | 82874  |  6.716% | 60490  |  6.510% | 
 | 20   | Charizard-Mega-X   |  6.62404% | 81743  |  6.624% | 61056  |  6.571% | 
 | 21   | Hawlucha           |  6.07924% | 75020  |  6.079% | 51653  |  5.559% | 
 | 22   | Skarmory           |  5.93921% | 73292  |  5.939% | 60099  |  6.468% | 
 | 23   | Charizard-Mega-Y   |  5.92989% | 73177  |  5.930% | 56273  |  6.056% | 
 | 24   | Tornadus-Therian   |  5.86855% | 72420  |  5.869% | 55652  |  5.989% | 
 | 25   | Celesteela         |  5.85647% | 72271  |  5.856% | 56470  |  6.077% | 
