 Total battles: 879046
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Toxapex            | 25.44656% | 447374 | 25.447% | 346923 | 26.930% | 
 | 2    | Tapu Koko          | 18.84765% | 331359 | 18.848% | 257460 | 19.985% | 
 | 3    | Pheromosa          | 18.42662% | 323957 | 18.427% | 225887 | 17.535% | 
 | 4    | Marowak-Alola      | 17.04120% | 299600 | 17.041% | 224373 | 17.417% | 
 | 5    | Salazzle           | 15.62649% | 274728 | 15.626% | 199228 | 15.465% | 
 | 6    | Mimikyu            | 15.40659% | 270862 | 15.407% | 197286 | 15.314% | 
 | 7    | Decidueye          | 14.75736% | 259448 | 14.757% | 187450 | 14.551% | 
 | 8    | Celesteela         | 14.39532% | 253083 | 14.395% | 200774 | 15.585% | 
 | 9    | Kartana            | 14.32132% | 251782 | 14.321% | 178014 | 13.818% | 
 | 10   | Kommo-o            | 14.00939% | 246298 | 14.009% | 166154 | 12.898% | 
 | 11   | Greninja-Ash       | 12.65042% | 222406 | 12.650% | 166400 | 12.917% | 
 | 12   | Aegislash          | 12.04635% | 211786 | 12.046% | 158182 | 12.279% | 
 | 13   | Xurkitree          | 11.57556% | 203509 | 11.576% | 152284 | 11.821% | 
 | 14   | Golisopod          | 10.39610% | 182773 | 10.396% | 135690 | 10.533% | 
 | 15   | Tapu Lele          |  9.84539% | 173091 |  9.845% | 123309 |  9.572% | 
 | 16   | Buzzwole           |  8.90238% | 156512 |  8.902% | 105028 |  8.153% | 
 | 17   | Incineroar         |  8.83964% | 155409 |  8.840% | 114708 |  8.904% | 
 | 18   | Primarina          |  8.80597% | 154817 |  8.806% | 110099 |  8.546% | 
 | 19   | Lycanroc           |  8.76922% | 154171 |  8.769% | 114807 |  8.912% | 
 | 20   | Minior             |  8.41947% | 148022 |  8.419% | 107830 |  8.370% | 
 | 21   | Tapu Fini          |  8.40582% | 147782 |  8.406% | 113245 |  8.791% | 
 | 22   | Tapu Bulu          |  7.88923% | 138700 |  7.889% | 98739  |  7.665% | 
 | 23   | Ninetales-Alola    |  7.48294% | 131557 |  7.483% | 97145  |  7.541% | 
 | 24   | Raichu-Alola       |  7.01249% | 123286 |  7.012% | 89275  |  6.930% | 
 | 25   | Mudsdale           |  6.92216% | 121698 |  6.922% | 92204  |  7.157% | 
 | 26   | Nihilego           |  6.84293% | 120305 |  6.843% | 96839  |  7.517% | 
 | 27   | Bewear             |  6.70016% | 117795 |  6.700% | 82326  |  6.391% | 
 | 28   | Araquanid          |  6.68702% | 117564 |  6.687% | 84747  |  6.579% | 
 | 29   | Vikavolt           |  6.23813% | 109672 |  6.238% | 82863  |  6.432% | 
 | 30   | Magearna           |  6.20258% | 109047 |  6.203% | 81138  |  6.298% | 
 | 31   | Scizor-Mega        |  6.16669% | 108416 |  6.167% | 83282  |  6.465% | 
 | 32   | Golem-Alola        |  6.05958% | 106533 |  6.060% | 86365  |  6.704% | 
 | 33   | Dhelmise           |  5.34005% | 93883  |  5.340% | 68347  |  5.305% | 
 | 34   | Muk-Alola          |  5.21156% | 91624  |  5.212% | 70303  |  5.457% | 
 | 35   | Necrozma           |  4.97300% | 87430  |  4.973% | 68570  |  5.323% | 
 | 36   | Garchomp           |  4.93512% | 86764  |  4.935% | 66071  |  5.129% | 
 | 37   | Metagross-Mega     |  4.83894% | 85073  |  4.839% | 62682  |  4.866% | 
 | 38   | Wishiwashi         |  4.67882% | 82258  |  4.679% | 58232  |  4.520% | 
 | 39   | Exeggutor-Alola    |  4.65744% | 81882  |  4.657% | 56972  |  4.422% | 
 | 40   | Skarmory           |  4.58207% | 80557  |  4.582% | 69539  |  5.398% | 
 | 41   | Mamoswine          |  4.51381% | 79357  |  4.514% | 67543  |  5.243% | 
 | 42   | Greninja           |  4.42463% | 77789  |  4.425% | 57797  |  4.487% | 
 | 43   | Tsareena           |  4.20814% | 73983  |  4.208% | 52158  |  4.049% | 
 | 44   | Alakazam-Mega      |  4.18033% | 73494  |  4.180% | 48577  |  3.771% | 
 | 45   | Drampa             |  4.00849% | 70473  |  4.008% | 48825  |  3.790% | 
 | 46   | Zygarde            |  3.90713% | 68691  |  3.907% | 52076  |  4.042% | 
 | 47   | Magnezone          |  3.90093% | 68582  |  3.901% | 55306  |  4.293% | 
 | 48   | Toucannon          |  3.84502% | 67599  |  3.845% | 49693  |  3.857% | 
 | 49   | Guzzlord           |  3.83575% | 67436  |  3.836% | 47103  |  3.656% | 
 | 50   | Lycanroc-Midnight  |  3.46279% | 60879  |  3.463% | 45231  |  3.511% | 
 | 51   | Sandslash-Alola    |  3.43623% | 60412  |  3.436% | 43982  |  3.414% | 
 | 52   | Palossand          |  3.31132% | 58216  |  3.311% | 43201  |  3.353% | 
 | 53   | Pelipper           |  3.25739% | 57268  |  3.257% | 50763  |  3.941% | 
 | 54   | Crabominable       |  3.15541% | 55475  |  3.155% | 36886  |  2.863% | 
 | 55   | Pinsir-Mega        |  3.11042% | 54684  |  3.110% | 36825  |  2.859% | 
 | 56   | Porygon-Z          |  3.07089% | 53989  |  3.071% | 37930  |  2.944% | 
 | 57   | Turtonator         |  2.99364% | 52631  |  2.994% | 39005  |  3.028% | 
 | 58   | Mandibuzz          |  2.91384% | 51228  |  2.914% | 38333  |  2.976% | 
 | 59   | Komala             |  2.88830% | 50779  |  2.888% | 35868  |  2.784% | 
 | 60   | Pyukumuku          |  2.82454% | 49658  |  2.825% | 38211  |  2.966% | 
 | 61   | Dragonite          |  2.72096% | 47837  |  2.721% | 33794  |  2.623% | 
 | 62   | Arcanine           |  2.48150% | 43627  |  2.481% | 33312  |  2.586% | 
 | 63   | Flygon             |  2.39811% | 42161  |  2.398% | 30664  |  2.380% | 
 | 64   | Chansey            |  2.35397% | 41385  |  2.354% | 29716  |  2.307% | 
 | 65   | Gyarados-Mega      |  2.29675% | 40379  |  2.297% | 30090  |  2.336% | 
 | 66   | Ribombee           |  2.20921% | 38840  |  2.209% | 26387  |  2.048% | 
 | 67   | Clefable           |  2.00826% | 35307  |  2.008% | 24072  |  1.869% | 
 | 68   | Dugtrio-Alola      |  1.98568% | 34910  |  1.986% | 26078  |  2.024% | 
