 Total battles: 1539860
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 25.37474% | 781471 | 25.375% | 662429 | 28.306% | 
 | 2    | Greninja-Ash       | 14.68062% | 452122 | 14.681% | 337350 | 14.415% | 
 | 3    | Tapu Koko          | 14.16285% | 436176 | 14.163% | 336934 | 14.398% | 
 | 4    | Ferrothorn         | 12.98261% | 399828 | 12.983% | 339805 | 14.520% | 
 | 5    | Heatran            | 11.59287% | 357028 | 11.593% | 291212 | 12.444% | 
 | 6    | Magearna           | 11.48056% | 353569 | 11.481% | 281172 | 12.015% | 
 | 7    | Greninja           | 11.35629% | 349742 | 11.356% | 262867 | 11.233% | 
 | 8    | Tapu Fini          | 10.87196% | 334826 | 10.872% | 268786 | 11.486% | 
 | 9    | Garchomp           | 10.81322% | 333017 | 10.813% | 251998 | 10.768% | 
 | 10   | Zygarde            | 10.48073% | 322777 | 10.481% | 242626 | 10.368% | 
 | 11   | Tapu Lele          |  9.63841% | 296836 |  9.638% | 218161 |  9.322% | 
 | 12   | Tangrowth          |  8.42138% | 259355 |  8.421% | 205376 |  8.776% | 
 | 13   | Excadrill          |  8.16931% | 251592 |  8.169% | 190144 |  8.125% | 
 | 14   | Mimikyu            |  7.84081% | 241475 |  7.841% | 169723 |  7.252% | 
 | 15   | Skarmory           |  7.69667% | 237036 |  7.697% | 195678 |  8.362% | 
 | 16   | Celesteela         |  7.46000% | 229747 |  7.460% | 180095 |  7.696% | 
 | 17   | Toxapex            |  7.38090% | 227311 |  7.381% | 173903 |  7.431% | 
 | 18   | Chansey            |  7.10915% | 218942 |  7.109% | 166940 |  7.134% | 
 | 19   | Volcarona          |  6.75269% | 207964 |  6.753% | 149371 |  6.383% | 
 | 20   | Charizard-Mega-X   |  6.74535% | 207738 |  6.745% | 154874 |  6.618% | 
 | 21   | Medicham-Mega      |  6.66447% | 205247 |  6.664% | 159085 |  6.798% | 
 | 22   | Charizard-Mega-Y   |  6.65492% | 204953 |  6.655% | 161159 |  6.887% | 
 | 23   | Latios             |  6.53657% | 201308 |  6.537% | 143085 |  6.114% | 
 | 24   | Marowak-Alola      |  6.12306% | 188573 |  6.123% | 142072 |  6.071% | 
 | 25   | Gengar             |  6.08020% | 187253 |  6.080% | 131158 |  5.605% | 
 | 26   | Rotom-Wash         |  6.03880% | 185978 |  6.039% | 152133 |  6.501% | 
 | 27   | Pelipper           |  5.99496% | 184628 |  5.995% | 168317 |  7.192% | 
 | 28   | Scizor-Mega        |  5.87196% | 180840 |  5.872% | 140337 |  5.997% | 
 | 29   | Magnezone          |  5.85365% | 180276 |  5.854% | 140410 |  6.000% | 
 | 30   | Zapdos             |  5.82189% | 179298 |  5.822% | 141727 |  6.056% | 
 | 31   | Kartana            |  5.74715% | 176996 |  5.747% | 128288 |  5.482% | 
 | 32   | Mawile-Mega        |  5.69649% | 175436 |  5.696% | 128702 |  5.500% | 
 | 33   | Tyranitar          |  5.53895% | 170584 |  5.539% | 133503 |  5.705% | 
 | 34   | Tapu Bulu          |  5.27740% | 162529 |  5.277% | 123035 |  5.257% | 
 | 35   | Manectric-Mega     |  5.25122% | 161723 |  5.251% | 131486 |  5.619% | 
 | 36   | Swampert-Mega      |  5.21911% | 160734 |  5.219% | 131397 |  5.615% | 
 | 37   | Mew                |  5.10748% | 157296 |  5.107% | 126204 |  5.393% | 
 | 38   | Venusaur-Mega      |  5.03939% | 155199 |  5.039% | 118186 |  5.050% | 
 | 39   | Keldeo             |  4.96298% | 152846 |  4.963% | 115385 |  4.931% | 
 | 40   | Alakazam-Mega      |  4.84197% | 149119 |  4.842% | 101837 |  4.352% | 
 | 41   | Bisharp            |  4.75059% | 146305 |  4.751% | 102117 |  4.364% | 
 | 42   | Clefable           |  4.41654% | 136017 |  4.417% | 98615  |  4.214% | 
 | 43   | Dugtrio            |  4.38137% | 134934 |  4.381% | 97883  |  4.183% | 
 | 44   | Weavile            |  4.23857% | 130536 |  4.239% | 94304  |  4.030% | 
 | 45   | Dragonite          |  4.21847% | 129917 |  4.218% | 92281  |  3.943% | 
 | 46   | Serperior          |  4.07566% | 125519 |  4.076% | 90627  |  3.873% | 
 | 47   | Kingdra            |  4.02998% | 124112 |  4.030% | 86707  |  3.705% | 
 | 48   | Pinsir-Mega        |  4.02199% | 123866 |  4.022% | 86643  |  3.702% | 
 | 49   | Beedrill-Mega      |  3.91091% | 120445 |  3.911% | 90437  |  3.864% | 
 | 50   | Jirachi            |  3.66692% | 112931 |  3.667% | 87482  |  3.738% | 
 | 51   | Gliscor            |  3.59075% | 110585 |  3.591% | 84271  |  3.601% | 
 | 52   | Nihilego           |  3.55084% | 109356 |  3.551% | 82782  |  3.537% | 
 | 53   | Heracross-Mega     |  3.51542% | 108265 |  3.515% | 77874  |  3.328% | 
 | 54   | Salamence          |  3.44863% | 106208 |  3.449% | 74786  |  3.196% | 
 | 55   | Sableye-Mega       |  3.18772% | 98173  |  3.188% | 83555  |  3.570% | 
 | 56   | Kyurem-Black       |  3.17906% | 97906  |  3.179% | 71902  |  3.072% | 
 | 57   | Muk-Alola          |  3.04537% | 93789  |  3.045% | 72236  |  3.087% | 
 | 58   | Hoopa-Unbound      |  2.98534% | 91940  |  2.985% | 64338  |  2.749% | 
 | 59   | Sceptile-Mega      |  2.95287% | 90940  |  2.953% | 66094  |  2.824% | 
 | 60   | Gyarados-Mega      |  2.77743% | 85537  |  2.777% | 64674  |  2.764% | 
 | 61   | Mamoswine          |  2.73161% | 84126  |  2.732% | 68700  |  2.936% | 
 | 62   | Azumarill          |  2.64440% | 81440  |  2.644% | 61413  |  2.624% | 
 | 63   | Gyarados           |  2.59634% | 79960  |  2.596% | 61322  |  2.620% | 
 | 64   | Tyranitar-Mega     |  2.58543% | 79624  |  2.585% | 59888  |  2.559% | 
 | 65   | Infernape          |  2.58007% | 79459  |  2.580% | 60463  |  2.584% | 
 | 66   | Smeargle           |  2.41233% | 74293  |  2.412% | 68041  |  2.907% | 
 | 67   | Ninetales-Alola    |  2.33430% | 71890  |  2.334% | 58488  |  2.499% | 
 | 68   | Tornadus-Therian   |  2.30868% | 71101  |  2.309% | 54205  |  2.316% | 
 | 69   | Scizor             |  2.26105% | 69634  |  2.261% | 52657  |  2.250% | 
 | 70   | Starmie            |  2.25780% | 69534  |  2.258% | 49302  |  2.107% | 
 | 71   | Breloom            |  2.19897% | 67722  |  2.199% | 49855  |  2.130% | 
 | 72   | Buzzwole           |  2.19666% | 67651  |  2.197% | 48654  |  2.079% | 
 | 73   | Victini            |  2.05808% | 63383  |  2.058% | 49278  |  2.106% | 
