 Total battles: 898368
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 25.33132% | 455137 | 25.331% | 385172 | 28.435% | 
 | 2    | Tapu Koko          | 17.19774% | 308998 | 17.198% | 240966 | 17.789% | 
 | 3    | Ferrothorn         | 14.38709% | 258498 | 14.387% | 219231 | 16.185% | 
 | 4    | Greninja-Ash       | 14.20888% | 255296 | 14.209% | 188887 | 13.944% | 
 | 5    | Heatran            | 11.44425% | 205623 | 11.444% | 166202 | 12.270% | 
 | 6    | Magearna           | 11.22424% | 201670 | 11.224% | 156065 | 11.521% | 
 | 7    | Greninja           | 10.81739% | 194360 | 10.817% | 147424 | 10.884% | 
 | 8    | Garchomp           |  9.78157% | 175749 |  9.782% | 131556 |  9.712% | 
 | 9    | Celesteela         |  8.93192% | 160483 |  8.932% | 126513 |  9.340% | 
 | 10   | Toxapex            |  8.87320% | 159428 |  8.873% | 122047 |  9.010% | 
 | 11   | Excadrill          |  8.78504% | 157844 |  8.785% | 121793 |  8.991% | 
 | 12   | Tapu Lele          |  8.69171% | 156167 |  8.692% | 113290 |  8.364% | 
 | 13   | Mimikyu            |  8.45222% | 151864 |  8.452% | 105458 |  7.785% | 
 | 14   | Tapu Fini          |  7.73558% | 138988 |  7.736% | 111163 |  8.207% | 
 | 15   | Zygarde            |  7.71093% | 138545 |  7.711% | 100665 |  7.432% | 
 | 16   | Chansey            |  7.16154% | 128674 |  7.162% | 96377  |  7.115% | 
 | 17   | Kartana            |  6.97320% | 125290 |  6.973% | 90309  |  6.667% | 
 | 18   | Volcarona          |  6.92150% | 124361 |  6.921% | 88949  |  6.567% | 
 | 19   | Charizard-Mega-X   |  6.65785% | 119624 |  6.658% | 89148  |  6.581% | 
 | 20   | Tangrowth          |  6.53251% | 117372 |  6.533% | 89999  |  6.644% | 
 | 21   | Zapdos             |  6.52294% | 117200 |  6.523% | 91029  |  6.720% | 
 | 22   | Skarmory           |  6.50518% | 116881 |  6.505% | 95974  |  7.085% | 
 | 23   | Mew                |  6.41396% | 115242 |  6.414% | 88966  |  6.568% | 
 | 24   | Gengar             |  6.34339% | 113974 |  6.343% | 78828  |  5.819% | 
 | 25   | Latios             |  6.27460% | 112738 |  6.275% | 79922  |  5.900% | 
 | 26   | Dragonite          |  6.25762% | 112433 |  6.258% | 79720  |  5.885% | 
 | 27   | Scizor-Mega        |  6.20008% | 111399 |  6.200% | 86655  |  6.397% | 
 | 28   | Lopunny-Mega       |  6.19295% | 111271 |  6.193% | 85318  |  6.299% | 
 | 29   | Tyranitar          |  6.10780% | 109741 |  6.108% | 85571  |  6.317% | 
 | 30   | Magnezone          |  5.99192% | 107659 |  5.992% | 84017  |  6.203% | 
 | 31   | Clefable           |  5.97116% | 107286 |  5.971% | 78709  |  5.811% | 
 | 32   | Tapu Bulu          |  5.93192% | 106581 |  5.932% | 79668  |  5.881% | 
 | 33   | Charizard-Mega-Y   |  5.84215% | 104968 |  5.842% | 81333  |  6.004% | 
 | 34   | Pelipper           |  5.48022% | 98465  |  5.480% | 88895  |  6.563% | 
 | 35   | Marowak-Alola      |  5.43024% | 97567  |  5.430% | 73281  |  5.410% | 
 | 36   | Bisharp            |  5.39111% | 96864  |  5.391% | 66966  |  4.944% | 
 | 37   | Swampert-Mega      |  5.20783% | 93571  |  5.208% | 74729  |  5.517% | 
 | 38   | Venusaur-Mega      |  4.99433% | 89735  |  4.994% | 68379  |  5.048% | 
 | 39   | Hawlucha           |  4.97697% | 89423  |  4.977% | 61793  |  4.562% | 
 | 40   | Mawile-Mega        |  4.67219% | 83947  |  4.672% | 60546  |  4.470% | 
 | 41   | Keldeo             |  4.57903% | 82273  |  4.579% | 61945  |  4.573% | 
 | 42   | Kyurem-Black       |  4.44523% | 79869  |  4.445% | 58461  |  4.316% | 
 | 43   | Diancie-Mega       |  4.36141% | 78363  |  4.361% | 59559  |  4.397% | 
 | 44   | Alakazam-Mega      |  4.35963% | 78331  |  4.360% | 52419  |  3.870% | 
 | 45   | Serperior          |  4.29061% | 77091  |  4.291% | 54982  |  4.059% | 
 | 46   | Ninetales-Alola    |  4.23073% | 76015  |  4.231% | 60721  |  4.483% | 
