 Total battles: 1969499
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 26.69763% | 1051619 | 26.698% | 896220 | 30.111% | 
 | 2    | Tapu Koko          | 17.54824% | 691225 | 17.548% | 541406 | 18.190% | 
 | 3    | Greninja-Ash       | 14.61735% | 575777 | 14.617% | 427593 | 14.366% | 
 | 4    | Ferrothorn         | 13.84352% | 545296 | 13.844% | 462334 | 15.533% | 
 | 5    | Heatran            | 12.51262% | 492872 | 12.513% | 399957 | 13.437% | 
 | 6    | Magearna           | 11.73382% | 462195 | 11.734% | 363757 | 12.221% | 
 | 7    | Greninja           | 10.20422% | 401944 | 10.204% | 306188 | 10.287% | 
 | 8    | Tapu Lele          |  9.37985% | 369472 |  9.380% | 272901 |  9.169% | 
 | 9    | Garchomp           |  9.20950% | 362762 |  9.209% | 272226 |  9.146% | 
 | 10   | Kartana            |  9.20404% | 362547 |  9.204% | 260911 |  8.766% | 
 | 11   | Toxapex            |  8.81349% | 347163 |  8.813% | 265801 |  8.930% | 
 | 12   | Excadrill          |  8.55426% | 336952 |  8.554% | 260919 |  8.766% | 
 | 13   | Celesteela         |  8.43588% | 332289 |  8.436% | 260832 |  8.763% | 
 | 14   | Mimikyu            |  8.15872% | 321372 |  8.159% | 223831 |  7.520% | 
 | 15   | Zygarde            |  7.80592% | 307475 |  7.806% | 223468 |  7.508% | 
 | 16   | Tapu Fini          |  7.60478% | 299552 |  7.605% | 240464 |  8.079% | 
 | 17   | Chansey            |  7.23532% | 284999 |  7.235% | 213229 |  7.164% | 
 | 18   | Volcarona          |  7.07439% | 278660 |  7.074% | 198856 |  6.681% | 
 | 19   | Latios             |  6.99543% | 275550 |  6.995% | 196644 |  6.607% | 
 | 20   | Charizard-Mega-X   |  6.91661% | 272445 |  6.917% | 203419 |  6.834% | 
 | 21   | Skarmory           |  6.78459% | 267245 |  6.785% | 219830 |  7.386% | 
 | 22   | Gengar             |  6.77787% | 266980 |  6.778% | 184410 |  6.196% | 
 | 23   | Dragonite          |  6.68376% | 263273 |  6.684% | 186528 |  6.267% | 
 | 24   | Lopunny-Mega       |  6.51767% | 256731 |  6.518% | 198202 |  6.659% | 
 | 25   | Scizor-Mega        |  6.45517% | 254269 |  6.455% | 197483 |  6.635% | 
 | 26   | Tapu Bulu          |  6.42780% | 253191 |  6.428% | 189329 |  6.361% | 
 | 27   | Zapdos             |  6.37934% | 251282 |  6.379% | 195167 |  6.557% | 
 | 28   | Tangrowth          |  6.34938% | 250102 |  6.349% | 190632 |  6.405% | 
 | 29   | Mew                |  6.21112% | 244656 |  6.211% | 189338 |  6.361% | 
 | 30   | Tyranitar          |  6.17076% | 243066 |  6.171% | 188493 |  6.333% | 
 | 31   | Hawlucha           |  6.10272% | 240386 |  6.103% | 165834 |  5.572% | 
 | 32   | Magnezone          |  5.79421% | 228234 |  5.794% | 179279 |  6.023% | 
 | 33   | Charizard-Mega-Y   |  5.68799% | 224050 |  5.688% | 172838 |  5.807% | 
 | 34   | Marowak-Alola      |  5.47203% | 215543 |  5.472% | 162425 |  5.457% | 
 | 35   | Clefable           |  5.42211% | 213577 |  5.422% | 156413 |  5.255% | 
 | 36   | Venusaur-Mega      |  5.35349% | 210874 |  5.353% | 161164 |  5.415% | 
 | 37   | Bisharp            |  5.28579% | 208207 |  5.286% | 144187 |  4.844% | 
 | 38   | Pelipper           |  4.96444% | 195549 |  4.964% | 177028 |  5.948% | 
 | 39   | Kyurem-Black       |  4.76106% | 187538 |  4.761% | 138089 |  4.639% | 
 | 40   | Swampert-Mega      |  4.72960% | 186299 |  4.730% | 148500 |  4.989% | 
 | 41   | Keldeo             |  4.69576% | 184966 |  4.696% | 138523 |  4.654% | 
 | 42   | Diancie-Mega       |  4.52719% | 178326 |  4.527% | 138781 |  4.663% | 
 | 43   | Serperior          |  4.51579% | 177877 |  4.516% | 125855 |  4.228% | 
 | 44   | Alakazam-Mega      |  4.49731% | 177149 |  4.497% | 120053 |  4.033% | 
 | 45   | Medicham-Mega      |  4.14793% | 163387 |  4.148% | 125976 |  4.232% | 
 | 46   | Mawile-Mega        |  4.07540% | 160530 |  4.075% | 116546 |  3.916% | 
 | 47   | Victini            |  4.01902% | 158309 |  4.019% | 120541 |  4.050% | 
 | 48   | Ninetales-Alola    |  3.78926% | 149259 |  3.789% | 118212 |  3.972% | 
 | 49   | Gyarados-Mega      |  3.63532% | 143195 |  3.635% | 107805 |  3.622% | 
 | 50   | Gliscor            |  3.52409% | 138814 |  3.524% | 105155 |  3.533% | 
 | 51   | Pinsir-Mega        |  3.31805% | 130698 |  3.318% | 91279  |  3.067% | 
 | 52   | Kingdra            |  3.31688% | 130652 |  3.317% | 91038  |  3.059% | 
 | 53   | Tyranitar-Mega     |  3.08312% | 121444 |  3.083% | 88937  |  2.988% | 
 | 54   | Rotom-Wash         |  2.99863% | 118116 |  2.999% | 96699  |  3.249% | 
 | 55   | Sableye-Mega       |  2.93135% | 115466 |  2.931% | 98068  |  3.295% | 
 | 56   | Azumarill          |  2.75887% | 108672 |  2.759% | 81049  |  2.723% | 
 | 57   | Weavile            |  2.66360% | 104919 |  2.664% | 75183  |  2.526% | 
 | 58   | Infernape          |  2.63224% | 103684 |  2.632% | 78272  |  2.630% | 
 | 59   | Gyarados           |  2.50508% | 98675  |  2.505% | 75140  |  2.525% | 
 | 60   | Beedrill-Mega      |  2.48812% | 98007  |  2.488% | 73919  |  2.483% | 
 | 61   | Salamence          |  2.31945% | 91363  |  2.319% | 64468  |  2.166% | 
 | 62   | Scizor             |  2.29556% | 90422  |  2.296% | 68218  |  2.292% | 
 | 63   | Arcanine           |  2.21513% | 87254  |  2.215% | 65175  |  2.190% | 
 | 64   | Jirachi            |  2.20292% | 86773  |  2.203% | 65602  |  2.204% | 
 | 65   | Breloom            |  2.15923% | 85052  |  2.159% | 62516  |  2.100% | 
 | 66   | Porygon-Z          |  2.12970% | 83889  |  2.130% | 58530  |  1.966% | 
 | 67   | Staraptor          |  2.07515% | 81740  |  2.075% | 60170  |  2.022% | 
 | 68   | Manaphy            |  2.07464% | 81720  |  2.075% | 59256  |  1.991% | 
 | 69   | Cloyster           |  2.00381% | 78930  |  2.004% | 59064  |  1.984% | 
 | 70   | Gallade-Mega       |  1.99312% | 78509  |  1.993% | 54626  |  1.835% | 
 | 71   | Manectric-Mega     |  1.94339% | 76550  |  1.943% | 61027  |  2.050% | 
 | 72   | Starmie            |  1.90127% | 74891  |  1.901% | 53624  |  1.802% | 
 | 73   | Xurkitree          |  1.89807% | 74765  |  1.898% | 54593  |  1.834% | 
 | 74   | Togekiss           |  1.89071% | 74475  |  1.891% | 53836  |  1.809% | 
 | 75   | Conkeldurr         |  1.84486% | 72669  |  1.845% | 54190  |  1.821% | 
 | 76   | Goodra             |  1.84283% | 72589  |  1.843% | 53671  |  1.803% | 
 | 77   | Shuckle            |  1.83646% | 72338  |  1.836% | 64670  |  2.173% | 
 | 78   | Nihilego           |  1.83082% | 72116  |  1.831% | 54953  |  1.846% | 
 | 79   | Smeargle           |  1.82346% | 71826  |  1.823% | 65225  |  2.191% | 
 | 80   | Snorlax            |  1.81592% | 71529  |  1.816% | 52247  |  1.755% | 
 | 81   | Hoopa-Unbound      |  1.81391% | 71450  |  1.814% | 50495  |  1.696% | 
 | 82   | Galvantula         |  1.77395% | 69876  |  1.774% | 61806  |  2.077% | 
 | 83   | Espeon             |  1.76893% | 69678  |  1.769% | 50513  |  1.697% | 
 | 84   | Heracross-Mega     |  1.76045% | 69344  |  1.760% | 49121  |  1.650% | 
 | 85   | Thundurus-Therian  |  1.75189% | 69007  |  1.752% | 52885  |  1.777% | 
 | 86   | Chandelure         |  1.71079% | 67388  |  1.711% | 49070  |  1.649% | 
 | 87   | Jolteon            |  1.61452% | 63596  |  1.615% | 47113  |  1.583% | 
 | 88   | Umbreon            |  1.60698% | 63299  |  1.607% | 44238  |  1.486% | 
 | 89   | Garchomp-Mega      |  1.56004% | 61450  |  1.560% | 43566  |  1.464% | 
 | 90   | Gardevoir-Mega     |  1.54991% | 61051  |  1.550% | 41124  |  1.382% | 
 | 91   | Muk-Alola          |  1.54933% | 61028  |  1.549% | 46951  |  1.577% | 
 | 92   | Hippowdon          |  1.52465% | 60056  |  1.525% | 51594  |  1.733% | 
 | 93   | Tornadus-Therian   |  1.52155% | 59934  |  1.522% | 45014  |  1.512% | 
 | 94   | Mamoswine          |  1.51952% | 59854  |  1.520% | 48968  |  1.645% | 
 | 95   | Hydreigon          |  1.51031% | 59491  |  1.510% | 43434  |  1.459% | 
 | 96   | Alakazam           |  1.49195% | 58768  |  1.492% | 39265  |  1.319% | 
 | 97   | Mantine            |  1.46867% | 57851  |  1.469% | 45056  |  1.514% | 
 | 98   | Metagross          |  1.45138% | 57170  |  1.451% | 42159  |  1.416% | 
 | 99   | Nidoking           |  1.44390% | 56875  |  1.444% | 43380  |  1.457% | 
 | 100  | Volcanion          |  1.44105% | 56763  |  1.441% | 44644  |  1.500% | 
 | 101  | Latias             |  1.42508% | 56134  |  1.425% | 39485  |  1.327% | 
 | 102  | Crobat             |  1.41363% | 55683  |  1.414% | 40897  |  1.374% | 
 | 103  | Tentacruel         |  1.40053% | 55167  |  1.401% | 42109  |  1.415% | 
 | 104  | Porygon2           |  1.38639% | 54610  |  1.386% | 41428  |  1.392% | 
 | 105  | Sceptile-Mega      |  1.36883% | 53918  |  1.369% | 38028  |  1.278% | 
 | 106  | Sylveon            |  1.31475% | 51788  |  1.315% | 35117  |  1.180% | 
 | 107  | Buzzwole           |  1.30835% | 51536  |  1.308% | 36927  |  1.241% | 
 | 108  | Talonflame         |  1.29876% | 51158  |  1.299% | 36828  |  1.237% | 
 | 109  | Azelf              |  1.29378% | 50962  |  1.294% | 47245  |  1.587% | 
 | 110  | Ditto              |  1.29122% | 50861  |  1.291% | 37310  |  1.254% | 
 | 111  | Gastrodon          |  1.28774% | 50724  |  1.288% | 39341  |  1.322% | 
 | 112  | Darmanitan         |  1.24511% | 49045  |  1.245% | 36864  |  1.239% | 
 | 113  | Cresselia          |  1.22889% | 48406  |  1.229% | 36488  |  1.226% | 
 | 114  | Milotic            |  1.22386% | 48208  |  1.224% | 35830  |  1.204% | 
 | 115  | Mandibuzz          |  1.20830% | 47595  |  1.208% | 35779  |  1.202% | 
 | 116  | Lucario            |  1.18954% | 46856  |  1.190% | 33140  |  1.113% | 
 | 117  | Blissey            |  1.18449% | 46657  |  1.184% | 33203  |  1.116% | 
 | 118  | Forretress         |  1.15811% | 45618  |  1.158% | 39369  |  1.323% | 
 | 119  | Amoonguss          |  1.09203% | 43015  |  1.092% | 31774  |  1.068% | 
 | 120  | Suicune            |  1.06987% | 42142  |  1.070% | 31110  |  1.045% | 
 | 121  | Scolipede          |  1.06398% | 41910  |  1.064% | 31217  |  1.049% | 
 | 122  | Salazzle           |  1.06121% | 41801  |  1.061% | 30267  |  1.017% | 
 | 123  | Thundurus          |  1.05237% | 41453  |  1.052% | 31065  |  1.044% | 
 | 124  | Krookodile         |  1.03668% | 40835  |  1.037% | 30571  |  1.027% | 
 | 125  | Empoleon           |  0.99388% | 39149  |  0.994% | 30890  |  1.038% | 
 | 126  | Venusaur           |  0.97703% | 38485  |  0.977% | 27325  |  0.918% | 
 | 127  | Latias-Mega        |  0.94727% | 37313  |  0.947% | 27616  |  0.928% | 
 | 128  | Donphan            |  0.94684% | 37296  |  0.947% | 31075  |  1.044% | 
 | 129  | Quagsire           |  0.90873% | 35795  |  0.909% | 26500  |  0.890% | 
 | 130  | Crawdaunt          |  0.88695% | 34937  |  0.887% | 25528  |  0.858% | 
 | 131  | Swampert           |  0.88370% | 34809  |  0.884% | 28203  |  0.948% | 
 | 132  | Electivire         |  0.88142% | 34719  |  0.881% | 24980  |  0.839% | 
 | 133  | Aerodactyl-Mega    |  0.86870% | 34218  |  0.869% | 25133  |  0.844% | 
 | 134  | Decidueye          |  0.86456% | 34055  |  0.865% | 24636  |  0.828% | 
 | 135  | Altaria-Mega       |  0.86319% | 34001  |  0.863% | 23604  |  0.793% | 
 | 136  | Slowbro            |  0.86230% | 33966  |  0.862% | 25467  |  0.856% | 
 | 137  | Haxorus            |  0.85065% | 33507  |  0.851% | 22252  |  0.748% | 
 | 138  | Pidgeot-Mega       |  0.84923% | 33451  |  0.849% | 24782  |  0.833% | 
 | 139  | Aggron-Mega        |  0.83905% | 33050  |  0.839% | 26451  |  0.889% | 
 | 140  | Primarina          |  0.83828% | 33020  |  0.838% | 24883  |  0.836% | 
 | 141  | Raichu-Alola       |  0.81978% | 32291  |  0.820% | 22652  |  0.761% | 
 | 142  | Latios-Mega        |  0.81546% | 32121  |  0.815% | 22166  |  0.745% | 
 | 143  | Araquanid          |  0.80559% | 31732  |  0.806% | 23240  |  0.781% | 
 | 144  | Blastoise-Mega     |  0.80239% | 31606  |  0.802% | 24157  |  0.812% | 
 | 145  | Houndoom-Mega      |  0.79228% | 31208  |  0.792% | 22096  |  0.742% | 
 | 146  | Torkoal            |  0.78708% | 31003  |  0.787% | 27280  |  0.917% | 
 | 147  | Politoed           |  0.77644% | 30584  |  0.776% | 25933  |  0.871% | 
 | 148  | Feraligatr         |  0.76068% | 29963  |  0.761% | 21415  |  0.719% | 
 | 149  | Cofagrigus         |  0.75380% | 29692  |  0.754% | 23072  |  0.775% | 
 | 150  | Klefki             |  0.72518% | 28565  |  0.725% | 23835  |  0.801% | 
 | 151  | Machamp            |  0.72166% | 28426  |  0.722% | 21394  |  0.719% | 
 | 152  | Reuniclus          |  0.71051% | 27987  |  0.711% | 20106  |  0.676% | 
 | 153  | Whimsicott         |  0.70538% | 27785  |  0.705% | 20490  |  0.688% | 
 | 154  | Noivern            |  0.69881% | 27526  |  0.699% | 19266  |  0.647% | 
 | 155  | Golisopod          |  0.69337% | 27312  |  0.693% | 20382  |  0.685% | 
 | 156  | Vaporeon           |  0.69287% | 27292  |  0.693% | 20056  |  0.674% | 
 | 157  | Terrakion          |  0.67375% | 26539  |  0.674% | 19298  |  0.648% | 
 | 158  | Slowbro-Mega       |  0.67329% | 26521  |  0.673% | 19895  |  0.668% | 
 | 159  | Diggersby          |  0.66888% | 26347  |  0.669% | 19756  |  0.664% | 
 | 160  | Ninetales          |  0.66207% | 26079  |  0.662% | 20398  |  0.685% | 
 | 161  | Zoroark            |  0.65938% | 25973  |  0.659% | 12207  |  0.410% | 
 | 162  | Roserade           |  0.65849% | 25938  |  0.658% | 18921  |  0.636% | 
 | 163  | Uxie               |  0.64450% | 25387  |  0.645% | 23378  |  0.785% | 
 | 164  | Lycanroc           |  0.63123% | 24864  |  0.631% | 17790  |  0.598% | 
 | 165  | Absol-Mega         |  0.60325% | 23762  |  0.603% | 17769  |  0.597% | 
 | 166  | Raikou             |  0.59660% | 23500  |  0.597% | 17197  |  0.578% | 
 | 167  | Gardevoir          |  0.58472% | 23032  |  0.585% | 15897  |  0.534% | 
 | 168  | Bronzong           |  0.56547% | 22274  |  0.565% | 19042  |  0.640% | 
 | 169  | Ludicolo           |  0.56519% | 22263  |  0.565% | 15802  |  0.531% | 
 | 170  | Kommo-o            |  0.55928% | 22030  |  0.559% | 15367  |  0.516% | 
 | 171  | Pikachu            |  0.55598% | 21900  |  0.556% | 16366  |  0.550% | 
 | 172  | Rotom-Heat         |  0.55118% | 21711  |  0.551% | 17492  |  0.588% | 
 | 173  | Flygon             |  0.54897% | 21624  |  0.549% | 15581  |  0.523% | 
 | 174  | Sharpedo-Mega      |  0.54580% | 21499  |  0.546% | 14840  |  0.499% | 
 | 175  | Typhlosion         |  0.53816% | 21198  |  0.538% | 15364  |  0.516% | 
 | 176  | Heracross          |  0.52536% | 20694  |  0.525% | 14383  |  0.483% | 
 | 177  | Blastoise          |  0.52430% | 20652  |  0.524% | 15319  |  0.515% | 
 | 178  | Swellow            |  0.51808% | 20407  |  0.518% | 14532  |  0.488% | 
 | 179  | Florges            |  0.51637% | 20340  |  0.516% | 13836  |  0.465% | 
 | 180  | Shedinja           |  0.51587% | 20320  |  0.516% | 13532  |  0.455% | 
 | 181  | Lapras             |  0.51249% | 20187  |  0.512% | 14737  |  0.495% | 
 | 182  | Minior             |  0.51249% | 20187  |  0.512% | 14441  |  0.485% | 
 | 183  | Alomomola          |  0.51229% | 20179  |  0.512% | 15063  |  0.506% | 
 | 184  | Sceptile           |  0.51026% | 20099  |  0.510% | 13984  |  0.470% | 
 | 185  | Ampharos-Mega      |  0.49744% | 19594  |  0.497% | 14118  |  0.474% | 
 | 186  | Camerupt-Mega      |  0.48939% | 19277  |  0.489% | 15129  |  0.508% | 
 | 187  | Dusclops           |  0.48200% | 18986  |  0.482% | 14335  |  0.482% | 
