 Total battles: 307143
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 20.62753% | 126712 | 20.628% | 107006 | 23.371% | 
 | 2    | Greninja-Ash       | 15.85239% | 97379  | 15.852% | 70664  | 15.434% | 
 | 3    | Ferrothorn         | 14.38727% | 88379  | 14.387% | 73345  | 16.019% | 
 | 4    | Heatran            | 11.12902% | 68364  | 11.129% | 54397  | 11.881% | 
 | 5    | Tapu Koko          | 11.05397% | 67903  | 11.054% | 53629  | 11.713% | 
 | 6    | Gliscor            | 10.18386% | 62558  | 10.184% | 47839  | 10.449% | 
 | 7    | Kartana            |  9.96946% | 61241  |  9.969% | 44129  |  9.638% | 
 | 8    | Garchomp           |  9.76467% | 59983  |  9.765% | 45571  |  9.953% | 
 | 9    | Magearna           |  9.44739% | 58034  |  9.447% | 45597  |  9.959% | 
 | 10   | Serperior          |  9.37495% | 57589  |  9.375% | 40667  |  8.882% | 
 | 11   | Chansey            |  8.99044% | 55227  |  8.990% | 41718  |  9.112% | 
 | 12   | Toxapex            |  8.94616% | 54955  |  8.946% | 41919  |  9.156% | 
 | 13   | Rotom-Wash         |  8.46788% | 52017  |  8.468% | 42459  |  9.274% | 
 | 14   | Excadrill          |  8.01532% | 49237  |  8.015% | 37127  |  8.109% | 
 | 15   | Charizard-Mega-X   |  7.51995% | 46194  |  7.520% | 34109  |  7.450% | 
 | 16   | Greninja           |  7.39509% | 45427  |  7.395% | 33348  |  7.284% | 
 | 17   | Tapu Lele          |  6.89597% | 42361  |  6.896% | 31444  |  6.868% | 
 | 18   | Skarmory           |  6.85837% | 42130  |  6.858% | 34209  |  7.472% | 
 | 19   | Clefable           |  6.85267% | 42095  |  6.853% | 30536  |  6.669% | 
 | 20   | Volcarona          |  6.72781% | 41328  |  6.728% | 28711  |  6.271% | 
 | 21   | Zapdos             |  6.57804% | 40408  |  6.578% | 31957  |  6.980% | 
 | 22   | Tornadus-Therian   |  6.19142% | 38033  |  6.191% | 28950  |  6.323% | 
 | 23   | Hawlucha           |  6.11686% | 37575  |  6.117% | 25566  |  5.584% | 
 | 24   | Tyranitar          |  5.95765% | 36597  |  5.958% | 27911  |  6.096% | 
 | 25   | Charizard-Mega-Y   |  5.63663% | 34625  |  5.637% | 26462  |  5.780% | 
 | 26   | Dragonite          |  5.48083% | 33668  |  5.481% | 23570  |  5.148% | 
 | 27   | Lopunny-Mega       |  5.47563% | 33636  |  5.476% | 25954  |  5.669% | 
 | 28   | Pelipper           |  5.42549% | 33328  |  5.425% | 30424  |  6.645% | 
 | 29   | Azumarill          |  5.36249% | 32941  |  5.362% | 24048  |  5.252% | 
 | 30   | Swampert-Mega      |  5.33302% | 32760  |  5.333% | 26111  |  5.703% | 
 | 31   | Magnezone          |  5.20653% | 31983  |  5.207% | 24437  |  5.337% | 
 | 32   | Scizor-Mega        |  5.17772% | 31806  |  5.178% | 24230  |  5.292% | 
 | 33   | Tapu Fini          |  5.04472% | 30989  |  5.045% | 24912  |  5.441% | 
 | 34   | Kommo-o            |  5.03235% | 30913  |  5.032% | 22590  |  4.934% | 
 | 35   | Medicham-Mega      |  4.96202% | 30481  |  4.962% | 23969  |  5.235% | 
 | 36   | Celesteela         |  4.95600% | 30444  |  4.956% | 23598  |  5.154% | 
 | 37   | Alakazam-Mega      |  4.92800% | 30272  |  4.928% | 20126  |  4.396% | 
 | 38   | Mawile-Mega        |  4.53697% | 27870  |  4.537% | 20275  |  4.428% | 
 | 39   | Victini            |  4.40267% | 27045  |  4.403% | 20194  |  4.411% | 
 | 40   | Mimikyu            |  4.33235% | 26613  |  4.332% | 18003  |  3.932% | 
 | 41   | Bisharp            |  4.31167% | 26486  |  4.312% | 18325  |  4.002% | 
 | 42   | Venusaur-Mega      |  4.25502% | 26138  |  4.255% | 20364  |  4.448% | 
 | 43   | Keldeo             |  3.93091% | 24147  |  3.931% | 18717  |  4.088% | 
 | 44   | Gengar             |  3.73800% | 22962  |  3.738% | 15838  |  3.459% | 
 | 45   | Blacephalon        |  3.62746% | 22283  |  3.627% | 15813  |  3.454% | 
 | 46   | Infernape          |  3.56528% | 21901  |  3.565% | 16492  |  3.602% | 
 | 47   | Sableye-Mega       |  3.55714% | 21851  |  3.557% | 19085  |  4.168% | 
 | 48   | Beedrill-Mega      |  3.52604% | 21660  |  3.526% | 16269  |  3.553% | 
 | 49   | Kyurem-Black       |  3.41014% | 20948  |  3.410% | 14999  |  3.276% | 
 | 50   | Tapu Bulu          |  3.40688% | 20928  |  3.407% | 15622  |  3.412% | 
 | 51   | Weavile            |  3.33477% | 20485  |  3.335% | 14444  |  3.155% | 
 | 52   | Tangrowth          |  3.17263% | 19489  |  3.173% | 14763  |  3.224% | 
 | 53   | Diancie-Mega       |  3.11956% | 19163  |  3.120% | 15292  |  3.340% | 
 | 54   | Jirachi            |  3.09481% | 19011  |  3.095% | 13953  |  3.048% | 
 | 55   | Scizor             |  2.99356% | 18389  |  2.994% | 13234  |  2.890% | 
 | 56   | Breloom            |  2.94570% | 18095  |  2.946% | 13414  |  2.930% | 
 | 57   | Gyarados-Mega      |  2.79446% | 17166  |  2.794% | 12800  |  2.796% | 
 | 58   | Togekiss           |  2.76549% | 16988  |  2.765% | 12128  |  2.649% | 
 | 59   | Snorlax            |  2.73049% | 16773  |  2.730% | 12019  |  2.625% | 
 | 60   | Ditto              |  2.68507% | 16494  |  2.685% | 11397  |  2.489% | 
 | 61   | Zeraora            |  2.59553% | 15944  |  2.596% | 11833  |  2.584% | 
 | 62   | Pinsir-Mega        |  2.54198% | 15615  |  2.542% | 10607  |  2.317% | 
 | 63   | Tyranitar-Mega     |  2.42721% | 14910  |  2.427% | 11252  |  2.458% | 
 | 64   | Cloyster           |  2.42314% | 14885  |  2.423% | 10978  |  2.398% | 
 | 65   | Ninetales-Alola    |  2.37105% | 14565  |  2.371% | 11562  |  2.525% | 
 | 66   | Conkeldurr         |  2.34646% | 14414  |  2.346% | 10417  |  2.275% | 
 | 67   | Garchomp-Mega      |  2.33605% | 14350  |  2.336% | 10435  |  2.279% | 
 | 68   | Gyarados           |  2.30707% | 14172  |  2.307% | 10616  |  2.319% | 
 | 69   | Shuckle            |  2.15746% | 13253  |  2.157% | 11874  |  2.593% | 
 | 70   | Blissey            |  2.14070% | 13150  |  2.141% | 9226   |  2.015% | 
