 Total battles: 537161
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 19.03042% | 204448 | 19.030% | 171133 | 21.634% | 
 | 2    | Greninja-Ash       | 15.30053% | 164377 | 15.301% | 116667 | 14.749% | 
 | 3    | Ferrothorn         | 14.13757% | 151883 | 14.138% | 125832 | 15.907% | 
 | 4    | Tapu Koko          | 11.27176% | 121095 | 11.272% | 93302  | 11.795% | 
 | 5    | Kartana            | 10.45673% | 112339 | 10.457% | 79432  | 10.042% | 
 | 6    | Heatran            | 10.10572% | 108568 | 10.106% | 85667  | 10.830% | 
 | 7    | Gliscor            |  9.61518% | 103298 |  9.615% | 77490  |  9.796% | 
 | 8    | Garchomp           |  9.43525% | 101365 |  9.435% | 75566  |  9.553% | 
 | 9    | Toxapex            |  8.81821% | 94736  |  8.818% | 70895  |  8.962% | 
 | 10   | Serperior          |  8.58532% | 92234  |  8.585% | 64616  |  8.169% | 
 | 11   | Magearna           |  8.02031% | 86164  |  8.020% | 66553  |  8.413% | 
 | 12   | Excadrill          |  7.66995% | 82400  |  7.670% | 60894  |  7.698% | 
 | 13   | Chansey            |  7.55658% | 81182  |  7.557% | 59411  |  7.511% | 
 | 14   | Volcarona          |  7.44507% | 79984  |  7.445% | 54453  |  6.884% | 
 | 15   | Charizard-Mega-X   |  7.12803% | 76578  |  7.128% | 56438  |  7.135% | 
 | 16   | Rotom-Wash         |  7.08056% | 76068  |  7.081% | 61384  |  7.760% | 
 | 17   | Greninja           |  6.92790% | 74428  |  6.928% | 54325  |  6.868% | 
 | 18   | Tapu Lele          |  6.50410% | 69875  |  6.504% | 50699  |  6.409% | 
 | 19   | Zapdos             |  6.34288% | 68143  |  6.343% | 53218  |  6.728% | 
 | 20   | Charizard-Mega-Y   |  5.71877% | 61438  |  5.719% | 46460  |  5.873% | 
 | 21   | Clefable           |  5.69522% | 61185  |  5.695% | 43008  |  5.437% | 
 | 22   | Celesteela         |  5.62178% | 60396  |  5.622% | 46357  |  5.860% | 
 | 23   | Tyranitar          |  5.42826% | 58317  |  5.428% | 44031  |  5.566% | 
 | 24   | Hawlucha           |  5.42286% | 58259  |  5.423% | 39521  |  4.996% | 
 | 25   | Dragonite          |  5.31209% | 57069  |  5.312% | 40298  |  5.094% | 
 | 26   | Skarmory           |  5.07930% | 54568  |  5.079% | 43833  |  5.541% | 
 | 27   | Alakazam-Mega      |  4.97244% | 53420  |  4.972% | 34449  |  4.355% | 
 | 28   | Pelipper           |  4.96453% | 53335  |  4.965% | 47809  |  6.044% | 
 | 29   | Azumarill          |  4.95485% | 53231  |  4.955% | 39155  |  4.950% | 
 | 30   | Swampert-Mega      |  4.89220% | 52558  |  4.892% | 41674  |  5.268% | 
 | 31   | Scizor-Mega        |  4.88364% | 52466  |  4.884% | 39312  |  4.970% | 
 | 32   | Tornadus-Therian   |  4.82025% | 51785  |  4.820% | 39305  |  4.969% | 
 | 33   | Magnezone          |  4.77306% | 51278  |  4.773% | 38508  |  4.868% | 
 | 34   | Tapu Fini          |  4.74774% | 51006  |  4.748% | 40713  |  5.147% | 
 | 35   | Victini            |  4.69124% | 50399  |  4.691% | 37487  |  4.739% | 
 | 36   | Lopunny-Mega       |  4.65643% | 50025  |  4.656% | 38029  |  4.808% | 
 | 37   | Mimikyu            |  4.60449% | 49467  |  4.604% | 33854  |  4.280% | 
 | 38   | Kommo-o            |  4.46002% | 47915  |  4.460% | 34224  |  4.327% | 
 | 39   | Mawile-Mega        |  4.24137% | 45566  |  4.241% | 32652  |  4.128% | 
 | 40   | Medicham-Mega      |  4.03473% | 43346  |  4.035% | 33147  |  4.190% | 
 | 41   | Kyurem-Black       |  3.98288% | 42789  |  3.983% | 29846  |  3.773% | 
 | 42   | Gengar             |  3.89585% | 41854  |  3.896% | 29172  |  3.688% | 
 | 43   | Tapu Bulu          |  3.83256% | 41174  |  3.833% | 29966  |  3.788% | 
 | 44   | Blacephalon        |  3.76647% | 40464  |  3.766% | 27992  |  3.539% | 
