 Total battles: 596492
 Avg. weight/team: 1.0
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 21.03775% | 250977 | 21.038% | 212675 | 23.936% | 
 | 2    | Greninja-Ash       | 15.62536% | 186408 | 15.625% | 134172 | 15.101% | 
 | 3    | Ferrothorn         | 14.59726% | 174143 | 14.597% | 144969 | 16.316% | 
 | 4    | Tapu Koko          | 12.06437% | 143926 | 12.064% | 112146 | 12.622% | 
 | 5    | Heatran            | 10.78757% | 128694 | 10.788% | 102631 | 11.551% | 
 | 6    | Kartana            | 10.56913% | 126088 | 10.569% | 90689  | 10.207% | 
 | 7    | Garchomp           |  9.56425% | 114100 |  9.564% | 85734  |  9.649% | 
 | 8    | Gliscor            |  9.54305% | 113847 |  9.543% | 86086  |  9.689% | 
 | 9    | Magearna           |  9.39065% | 112029 |  9.391% | 87948  |  9.898% | 
 | 10   | Toxapex            |  8.53230% | 101789 |  8.532% | 76690  |  8.631% | 
 | 11   | Serperior          |  8.26482% | 98598  |  8.265% | 70575  |  7.943% | 
 | 12   | Chansey            |  7.79876% | 93038  |  7.799% | 68946  |  7.760% | 
 | 13   | Greninja           |  7.67663% | 91581  |  7.677% | 67734  |  7.623% | 
 | 14   | Rotom-Wash         |  7.36456% | 87858  |  7.365% | 71708  |  8.071% | 
 | 15   | Excadrill          |  7.36028% | 87807  |  7.360% | 65211  |  7.339% | 
 | 16   | Tapu Lele          |  7.18870% | 85760  |  7.189% | 63217  |  7.115% | 
 | 17   | Volcarona          |  7.16087% | 85428  |  7.161% | 59510  |  6.698% | 
 | 18   | Charizard-Mega-X   |  7.09456% | 84637  |  7.095% | 63075  |  7.099% | 
 | 19   | Zapdos             |  6.88467% | 82133  |  6.885% | 63951  |  7.198% | 
 | 20   | Charizard-Mega-Y   |  5.80368% | 69237  |  5.804% | 53351  |  6.005% | 
 | 21   | Clefable           |  5.77661% | 68914  |  5.777% | 48712  |  5.483% | 
 | 22   | Skarmory           |  5.70284% | 68034  |  5.703% | 55389  |  6.234% | 
 | 23   | Celesteela         |  5.53939% | 66084  |  5.539% | 51427  |  5.788% | 
 | 24   | Swampert-Mega      |  5.53268% | 66004  |  5.533% | 52583  |  5.918% | 
 | 25   | Tyranitar          |  5.47887% | 65362  |  5.479% | 49961  |  5.623% | 
 | 26   | Pelipper           |  5.44106% | 64911  |  5.441% | 58976  |  6.638% | 
 | 27   | Hawlucha           |  5.39429% | 64353  |  5.394% | 44066  |  4.960% | 
 | 28   | Tornadus-Therian   |  5.35992% | 63943  |  5.360% | 48702  |  5.481% | 
 | 29   | Dragonite          |  5.22731% | 62361  |  5.227% | 44675  |  5.028% | 
 | 30   | Scizor-Mega        |  5.18004% | 61797  |  5.180% | 46710  |  5.257% | 
 | 31   | Magnezone          |  5.15330% | 61478  |  5.153% | 46461  |  5.229% | 
 | 32   | Tapu Fini          |  5.09797% | 60818  |  5.098% | 49180  |  5.535% | 
 | 33   | Alakazam-Mega      |  5.03988% | 60125  |  5.040% | 39275  |  4.420% | 
 | 34   | Azumarill          |  4.94080% | 58943  |  4.941% | 43530  |  4.899% | 
 | 35   | Lopunny-Mega       |  4.91063% | 58583  |  4.911% | 44970  |  5.061% | 
 | 36   | Kommo-o            |  4.72152% | 56327  |  4.722% | 40428  |  4.550% | 
 | 37   | Mimikyu            |  4.69990% | 56069  |  4.700% | 38717  |  4.358% | 
 | 38   | Victini            |  4.69713% | 56036  |  4.697% | 42410  |  4.773% | 
 | 39   | Medicham-Mega      |  4.37248% | 52163  |  4.372% | 40644  |  4.574% | 
 | 40   | Tapu Bulu          |  4.14683% | 49471  |  4.147% | 36607  |  4.120% | 
 | 41   | Mawile-Mega        |  4.06376% | 48480  |  4.064% | 35493  |  3.995% | 
 | 42   | Kyurem-Black       |  4.06074% | 48444  |  4.061% | 34687  |  3.904% | 
 | 43   | Gengar             |  4.01673% | 47919  |  4.017% | 33626  |  3.785% | 
 | 44   | Blacephalon        |  3.87382% | 46214  |  3.874% | 32490  |  3.657% | 
 | 45   | Sableye-Mega       |  3.64431% | 43476  |  3.644% | 37824  |  4.257% | 
 | 46   | Infernape          |  3.60156% | 42966  |  3.602% | 32384  |  3.645% | 
 | 47   | Cloyster           |  3.34833% | 39945  |  3.348% | 29684  |  3.341% | 
 | 48   | Venusaur-Mega      |  3.34455% | 39900  |  3.345% | 30393  |  3.421% | 
 | 49   | Tangrowth          |  3.31849% | 39589  |  3.318% | 29812  |  3.355% | 
 | 50   | Weavile            |  3.25805% | 38868  |  3.258% | 27645  |  3.111% | 
 | 51   | Jirachi            |  3.24128% | 38668  |  3.241% | 28430  |  3.200% | 
 | 52   | Gyarados           |  3.18361% | 37980  |  3.184% | 28205  |  3.174% | 
 | 53   | Gyarados-Mega      |  3.05880% | 36491  |  3.059% | 26960  |  3.034% | 
 | 54   | Diancie-Mega       |  3.05117% | 36400  |  3.051% | 28444  |  3.201% | 
 | 55   | Breloom            |  3.04707% | 36351  |  3.047% | 26679  |  3.003% | 
 | 56   | Beedrill-Mega      |  2.95830% | 35292  |  2.958% | 26231  |  2.952% | 
 | 57   | Tyranitar-Mega     |  2.83759% | 33852  |  2.838% | 25496  |  2.870% | 
 | 58   | Keldeo             |  2.82711% | 33727  |  2.827% | 25167  |  2.833% | 
 | 59   | Salamence          |  2.74228% | 32715  |  2.742% | 22661  |  2.550% | 
 | 60   | Togekiss           |  2.71672% | 32410  |  2.717% | 23473  |  2.642% | 
 | 61   | Zeraora            |  2.69836% | 32191  |  2.698% | 23316  |  2.624% | 
 | 62   | Bisharp            |  2.55980% | 30538  |  2.560% | 21310  |  2.398% | 
 | 63   | Scizor             |  2.54337% | 30342  |  2.543% | 22151  |  2.493% | 
 | 64   | Ditto              |  2.38939% | 28505  |  2.389% | 19986  |  2.249% | 
 | 65   | Snorlax            |  2.38880% | 28498  |  2.389% | 20692  |  2.329% | 
 | 66   | Hydreigon          |  2.36667% | 28234  |  2.367% | 20289  |  2.284% | 
 | 67   | Espeon             |  2.36491% | 28213  |  2.365% | 20433  |  2.300% | 
 | 68   | Metagross          |  2.29265% | 27351  |  2.293% | 20063  |  2.258% | 
 | 69   | Mew                |  2.27078% | 27090  |  2.271% | 20850  |  2.347% | 
 | 70   | Ninetales-Alola    |  2.23415% | 26653  |  2.234% | 21036  |  2.368% | 
 | 71   | Garchomp-Mega      |  2.23029% | 26607  |  2.230% | 19010  |  2.140% | 
 | 72   | Pinsir-Mega        |  2.22124% | 26499  |  2.221% | 18014  |  2.027% | 
 | 73   | Lucario            |  2.09911% | 25042  |  2.099% | 17845  |  2.008% | 
 | 74   | Umbreon            |  2.07337% | 24735  |  2.073% | 17354  |  1.953% | 
 | 75   | Shuckle            |  2.01713% | 24064  |  2.017% | 21065  |  2.371% | 
 | 76   | Chandelure         |  2.01050% | 23985  |  2.011% | 17399  |  1.958% | 
 | 77   | Conkeldurr         |  1.99114% | 23754  |  1.991% | 17208  |  1.937% | 
 | 78   | Gallade-Mega       |  1.98494% | 23680  |  1.985% | 17134  |  1.928% | 
 | 79   | Kingdra            |  1.95032% | 23267  |  1.950% | 16276  |  1.832% | 
 | 80   | Staraptor          |  1.94269% | 23176  |  1.943% | 17173  |  1.933% | 
 | 81   | Gardevoir-Mega     |  1.87790% | 22403  |  1.878% | 15238  |  1.715% | 
 | 82   | Milotic            |  1.83523% | 21894  |  1.835% | 16225  |  1.826% | 
 | 83   | Hoopa-Unbound      |  1.77580% | 21185  |  1.776% | 14465  |  1.628% | 
 | 84   | Sceptile-Mega      |  1.77538% | 21180  |  1.775% | 15179  |  1.708% | 
 | 85   | Venusaur           |  1.74093% | 20769  |  1.741% | 15135  |  1.703% | 
 | 86   | Arcanine           |  1.72718% | 20605  |  1.727% | 15368  |  1.730% | 
 | 87   | Jolteon            |  1.67756% | 20013  |  1.678% | 14841  |  1.670% | 
 | 88   | Manaphy            |  1.67680% | 20004  |  1.677% | 14241  |  1.603% | 
 | 89   | Porygon-Z          |  1.67077% | 19932  |  1.671% | 13896  |  1.564% | 
 | 90   | Galvantula         |  1.65283% | 19718  |  1.653% | 17125  |  1.927% | 
 | 91   | Muk-Alola          |  1.65082% | 19694  |  1.651% | 15024  |  1.691% | 
 | 92   | Crawdaunt          |  1.63808% | 19542  |  1.638% | 14432  |  1.624% | 
 | 93   | Marowak-Alola      |  1.63774% | 19538  |  1.638% | 14621  |  1.646% | 
 | 94   | Alakazam           |  1.61327% | 19246  |  1.613% | 12684  |  1.428% | 
