rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,27.50596,1035003,27.506,880833,30.895
2,TapuKoko,17.14472,645127,17.145,512677,17.982
3,Ferrothorn,14.35804,540269,14.358,458117,16.068
4,Greninja-Ash,13.79817,519202,13.798,381139,13.368
5,Heatran,12.88936,485005,12.889,396549,13.909
6,Kartana,11.14233,419267,11.142,306971,10.767
7,Magearna,10.60682,399117,10.607,313649,11.001
8,Toxapex,10.11068,380448,10.111,292001,10.242
9,Greninja,9.37565,352790,9.376,269851,9.465
10,Zapdos,8.88945,334495,8.889,262730,9.215
11,TapuLele,8.88607,334368,8.886,249132,8.738
12,Clefable,8.73528,328694,8.735,245499,8.611
13,Zygarde,8.17637,307663,8.176,223938,7.854
14,Garchomp,8.13802,306220,8.138,229745,8.058
15,Chansey,7.72689,290750,7.727,217264,7.620
16,Hawlucha,7.47025,281093,7.470,187953,6.592
17,Rotom-Wash,7.36243,277036,7.362,230245,8.076
18,Charizard-Mega-X,7.29945,274666,7.299,204151,7.160
19,Volcarona,6.96693,262154,6.967,187033,6.560
20,Mimikyu,6.92712,260656,6.927,180515,6.331
21,Excadrill,6.83044,257018,6.830,195944,6.873
22,Celesteela,6.67476,251160,6.675,197062,6.912
23,Scizor-Mega,6.57218,247300,6.572,190911,6.696
24,Tyranitar,6.30344,237188,6.303,182831,6.413
25,TapuBulu,6.22191,234120,6.222,179287,6.288
26,Skarmory,5.99163,225455,5.992,184351,6.466
27,Magnezone,5.38018,202447,5.380,156727,5.497
28,TapuFini,5.37789,202361,5.378,163689,5.741
29,Lopunny-Mega,5.37284,202171,5.373,153961,5.400
30,Gliscor,5.28094,198713,5.281,153027,5.367
31,Medicham-Mega,5.19226,195376,5.192,152987,5.366
32,Venusaur-Mega,5.08471,191329,5.085,146266,5.130
33,Alakazam-Mega,5.01702,188782,5.017,126015,4.420
34,Bisharp,4.96373,186777,4.964,130963,4.593
35,Victini,4.80401,180767,4.804,137928,4.838
36,Charizard-Mega-Y,4.69080,176507,4.691,138809,4.869
37,Blacephalon,4.54456,171004,4.545,123427,4.329
38,Kyurem-Black,4.50522,169524,4.505,124814,4.378
39,Swampert-Mega,4.50384,169472,4.504,135722,4.760
40,Dragonite,4.35021,163691,4.350,116197,4.076
41,Pelipper,4.32980,162923,4.330,147760,5.183
42,Tangrowth,4.32844,162872,4.328,123438,4.329
43,Mawile-Mega,4.25496,160107,4.255,117656,4.127
44,Mew,4.22259,158889,4.223,123411,4.329
45,Tornadus-Therian,4.16024,156543,4.160,121832,4.273
46,Latios,4.12213,155109,4.122,110712,3.883
47,Keldeo,3.89191,146446,3.892,109935,3.856
48,Mamoswine,3.70700,139488,3.707,111634,3.915
49,Gyarados-Mega,3.58443,134876,3.584,100871,3.538
50,Jirachi,3.54579,133422,3.546,101447,3.558
51,Sableye-Mega,3.52585,132672,3.526,114453,4.014
52,Pinsir-Mega,3.46441,130360,3.464,90447,3.172
53,Amoonguss,3.43279,129170,3.433,95430,3.347
54,Serperior,3.37490,126992,3.375,90727,3.182
55,Weavile,3.29959,124158,3.300,89130,3.126
56,Gengar,3.28686,123679,3.287,86055,3.018
57,Hoopa-Unbound,3.22542,121367,3.225,85216,2.989
58,Azumarill,3.12980,117769,3.130,88617,3.108
59,Diancie-Mega,3.02323,113759,3.023,87300,3.062
60,Ninetales-Alola,2.86343,107746,2.863,87416,3.066
61,Gyarados,2.83260,106586,2.833,80330,2.818
62,Infernape,2.46881,92897,2.469,70381,2.469
63,Tyranitar-Mega,2.42655,91307,2.427,67892,2.381
64,Beedrill-Mega,2.35562,88638,2.356,65953,2.313
65,Gallade-Mega,2.34281,88156,2.343,62177,2.181
66,Scizor,2.29798,86469,2.298,64203,2.252
67,Marowak-Alola,2.17690,81913,2.177,62620,2.196
68,Gastrodon,2.16220,81360,2.162,65546,2.299
69,Salamence,2.13015,80154,2.130,56347,1.976
70,Cloyster,2.12239,79862,2.122,59897,2.101
71,Togekiss,2.05300,77251,2.053,55673,1.953
72,Muk-Alola,2.05250,77232,2.052,59661,2.093
73,Kingdra,2.02247,76102,2.022,52445,1.839
74,Espeon,2.01901,75972,2.019,54742,1.920
75,Latios-Mega,1.98167,74567,1.982,54504,1.912
76,Snorlax,1.95244,73467,1.952,53523,1.877
