rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,22.26686,173584,22.267,146650,25.300
2,Greninja-Ash,16.43218,128099,16.432,91781,15.834
3,Ferrothorn,14.35896,111937,14.359,93012,16.047
4,TapuKoko,12.94586,100921,12.946,78378,13.522
5,Heatran,12.33013,96121,12.330,77691,13.403
6,Kartana,10.55092,82251,10.551,58446,10.083
7,Garchomp,9.70558,75661,9.706,57457,9.913
8,Serperior,9.51111,74145,9.511,52665,9.086
9,Magearna,9.48584,73948,9.486,58297,10.057
10,Gliscor,9.44761,73650,9.448,55433,9.563
11,Rotom-Wash,9.28534,72385,9.285,59496,10.264
12,Greninja,8.47348,66056,8.473,48815,8.422
13,Excadrill,8.44128,65805,8.441,50064,8.637
14,Toxapex,8.28824,64612,8.288,48614,8.387
15,Chansey,7.84530,61159,7.845,44810,7.731
16,TapuLele,7.60607,59294,7.606,43624,7.526
17,Charizard-Mega-X,7.31154,56998,7.312,41532,7.165
18,Zapdos,7.08795,55255,7.088,43548,7.513
19,Clefable,6.81857,53155,6.819,38196,6.590
20,Dragonite,6.45183,50296,6.452,36236,6.251
21,Volcarona,6.35305,49526,6.353,34054,5.875
22,Tornadus-Therian,6.21528,48452,6.215,36702,6.332
23,Charizard-Mega-Y,6.10035,47556,6.100,36372,6.275
24,Celesteela,5.90550,46037,5.905,35441,6.114
25,Hawlucha,5.84149,45538,5.841,30708,5.298
26,Tyranitar,5.71436,44547,5.714,34222,5.904
27,Pelipper,5.60828,43720,5.608,39277,6.776
28,Scizor-Mega,5.59365,43606,5.594,33264,5.739
29,Skarmory,5.53773,43170,5.538,35105,6.056
30,Magnezone,5.38341,41967,5.383,31934,5.509
31,Swampert-Mega,5.34287,41651,5.343,32751,5.650
32,TapuFini,5.30336,41343,5.303,33399,5.762
33,Lopunny-Mega,5.29464,41275,5.295,31669,5.464
34,Azumarill,5.07080,39530,5.071,28963,4.997
35,Kommo-o,4.97613,38792,4.976,27905,4.814
36,Alakazam-Mega,4.89762,38180,4.898,24610,4.246
37,Victini,4.84477,37768,4.845,28004,4.831
38,TapuBulu,4.58463,35740,4.585,26765,4.618
39,Medicham-Mega,4.48162,34937,4.482,27487,4.742
40,Mawile-Mega,4.35963,33986,4.360,24813,4.281
41,Mimikyu,4.35244,33930,4.352,23032,3.974
42,Blacephalon,4.06036,31653,4.060,22084,3.810
43,Kyurem-Black,4.05779,31633,4.058,22564,3.893
44,Gengar,3.63525,28339,3.635,19652,3.390
45,Sableye-Mega,3.52352,27468,3.524,23674,4.084
46,Tangrowth,3.50325,27310,3.503,20438,3.526
47,Gyarados-Mega,3.42744,26719,3.427,19639,3.388
48,Venusaur-Mega,3.40332,26531,3.403,20513,3.539
49,Weavile,3.27389,25522,3.274,18045,3.113
50,Jirachi,3.21450,25059,3.214,18862,3.254
51,Diancie-Mega,3.19154,24880,3.192,19388,3.345
52,Infernape,3.14138,24489,3.141,18241,3.147
53,Keldeo,3.07955,24007,3.080,17778,3.067
54,Beedrill-Mega,3.04889,23768,3.049,17905,3.089
55,Bisharp,2.85776,22278,2.858,15373,2.652
56,Breloom,2.78413,21704,2.784,15867,2.737
57,Scizor,2.71755,21185,2.718,15643,2.699
58,Conkeldurr,2.68484,20930,2.685,15119,2.608
59,Salamence,2.63289,20525,2.633,14363,2.478
60,Tyranitar-Mega,2.61403,20378,2.614,15505,2.675
61,Togekiss,2.61134,20357,2.611,14815,2.556
62,Gyarados,2.59235,20209,2.592,14945,2.578
63,Zeraora,2.58671,20165,2.587,14299,2.467
64,Pinsir-Mega,2.53937,19796,2.539,13644,2.354
65,Cloyster,2.39801,18694,2.398,13644,2.354
66,Lucario,2.27320,17721,2.273,12230,2.110
67,Garchomp-Mega,2.26371,17647,2.264,12734,2.197
68,Gallade-Mega,2.21907,17299,2.219,11906,2.054
69,Ditto,2.21766,17288,2.218,12479,2.153
70,Staraptor,2.20560,17194,2.206,12572,2.169
71,Manaphy,2.19315,17097,2.193,11960,2.063
72,Chandelure,2.06295,16082,2.063,11646,2.009
73,Kingdra,2.04269,15924,2.043,11286,1.947
74,Ninetales-Alola,2.04115,15912,2.041,12398,2.139
75,Hydreigon,2.01177,15683,2.012,11230,1.937
76,Venusaur,1.99035,15516,1.990,10986,1.895
77,Mew,1.97367,15386,1.974,11746,2.026
78,Snorlax,1.96418,15312,1.964,11195,1.931
