rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,25.37865,76206,25.379,65723,28.659
2,Greninja-Ash,17.93184,53845,17.932,39816,17.362
3,Ferrothorn,17.12391,51419,17.124,43937,19.159
4,TapuKoko,13.14890,39483,13.149,31930,13.923
5,Magearna,12.78391,38387,12.784,30958,13.500
6,Kartana,11.38819,34196,11.388,25055,10.926
7,Toxapex,10.40409,31241,10.404,24249,10.574
8,Rotom-Wash,10.28087,30871,10.281,25923,11.304
9,Heatran,10.16565,30525,10.166,25152,10.968
10,Garchomp,9.88424,29680,9.884,22642,9.873
11,Gliscor,9.62281,28895,9.623,22694,9.896
12,Serperior,8.99772,27018,8.998,19613,8.552
13,Tornadus-Therian,8.95709,26896,8.957,20883,9.106
14,Chansey,8.62074,25886,8.621,19891,8.674
15,Excadrill,8.46155,25408,8.462,19418,8.467
16,TapuLele,7.78384,23373,7.784,17667,7.704
17,Greninja,7.22569,21697,7.226,16373,7.140
18,Pelipper,7.16841,21525,7.168,19707,8.593
19,Clefable,7.08482,21274,7.085,15668,6.832
20,Volcarona,7.03553,21126,7.036,14824,6.464
21,TapuFini,6.86468,20613,6.865,17015,7.420
22,Zapdos,6.82938,20507,6.829,16601,7.239
23,Swampert-Mega,6.72615,20197,6.726,16137,7.037
24,Lopunny-Mega,6.55197,19674,6.552,15271,6.659
25,Charizard-Mega-X,6.51434,19561,6.514,14387,6.274
26,Charizard-Mega-Y,6.21095,18650,6.211,14740,6.428
27,Hawlucha,6.14901,18464,6.149,12808,5.585
28,Skarmory,5.83996,17536,5.840,14215,6.199
29,Victini,5.69243,17093,5.692,13309,5.804
30,Kommo-o,5.60151,16820,5.602,12021,5.242
31,Alakazam-Mega,5.43567,16322,5.436,10807,4.713
32,Kyurem-Black,5.38438,16168,5.384,12057,5.258
33,Medicham-Mega,5.37605,16143,5.376,13164,5.740
34,Celesteela,5.14993,15464,5.150,11948,5.210
35,Tyranitar,5.00506,15029,5.005,11636,5.074
36,Mawile-Mega,4.99740,15006,4.997,11434,4.986
37,Magnezone,4.97975,14953,4.980,11591,5.054
38,Scizor-Mega,4.90549,14730,4.905,11280,4.919
39,Dragonite,4.90316,14723,4.903,10478,4.569
40,Azumarill,4.61842,13868,4.618,10289,4.487
41,Sableye-Mega,4.13520,12417,4.135,11201,4.884
42,Blacephalon,4.04661,12151,4.047,8753,3.817
43,Mimikyu,3.99199,11987,3.992,8313,3.625
44,TapuBulu,3.97701,11942,3.977,9236,4.027
45,Diancie-Mega,3.89775,11704,3.898,9534,4.157
46,Jirachi,3.42984,10299,3.430,7677,3.348
47,Weavile,3.42585,10287,3.426,7692,3.354
48,Tangrowth,3.27365,9830,3.274,7462,3.254
49,Gyarados-Mega,3.03121,9102,3.031,6864,2.993
50,Keldeo,2.96327,8898,2.963,6753,2.945
51,Gengar,2.95295,8867,2.953,6003,2.618
52,Beedrill-Mega,2.80875,8434,2.809,6461,2.817
53,Manaphy,2.80209,8414,2.802,5974,2.605
54,Bisharp,2.74081,8230,2.741,5748,2.506
55,Venusaur-Mega,2.46606,7405,2.466,5690,2.481
56,Scizor,2.46340,7397,2.463,5572,2.430
57,Tyranitar-Mega,2.45507,7372,2.455,5593,2.439
58,Infernape,2.37881,7143,2.379,5410,2.359
59,Zeraora,2.31087,6939,2.311,5060,2.206
