rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,25.80127,705111,25.801,596286,28.998
2,TapuKoko,15.25307,416844,15.253,321818,15.650
3,Greninja-Ash,14.04360,383791,14.044,288198,14.015
4,TapuFini,13.06747,357115,13.067,284807,13.850
5,Ferrothorn,13.00421,355386,13.004,301948,14.684
6,Garchomp,12.35631,337680,12.356,254628,12.383
7,Greninja,11.89299,325018,11.893,239371,11.641
8,Metagross-Mega,11.78387,322036,11.784,238061,11.577
9,Heatran,10.64894,291020,10.649,235453,11.450
10,TapuLele,10.00266,273358,10.003,196963,9.578
11,Medicham-Mega,9.10715,248885,9.107,193948,9.432
12,Mimikyu,8.75012,239128,8.750,166447,8.094
13,Magearna,8.01920,219153,8.019,169573,8.246
14,Celesteela,7.99743,218558,7.997,169030,8.220
15,Toxapex,7.80554,213314,7.806,159990,7.780
16,Excadrill,7.55079,206352,7.551,153609,7.470
17,Marowak-Alola,7.43476,203181,7.435,152446,7.414
18,Zygarde,7.43271,203125,7.433,152208,7.402
19,Volcarona,7.37248,201479,7.372,144678,7.036
20,Scizor-Mega,7.25293,198212,7.253,153136,7.447
21,Skarmory,7.21594,197201,7.216,163194,7.936
22,Charizard-Mega-X,6.78251,185356,6.783,137731,6.698
23,Tangrowth,6.66556,182160,6.666,143054,6.957
24,Charizard-Mega-Y,6.54715,178924,6.547,138105,6.716
25,Rotom-Wash,6.54554,178880,6.546,146922,7.145
26,Beedrill-Mega,6.42841,175679,6.428,129734,6.309
27,Chansey,6.25987,171073,6.260,127937,6.222
28,Kartana,5.96962,163141,5.970,116666,5.674
29,Tyranitar,5.83189,159377,5.832,123193,5.991
30,Magnezone,5.67696,155143,5.677,119581,5.815
31,Zapdos,5.62324,153675,5.623,122333,5.949
32,Mawile-Mega,5.47307,149571,5.473,106823,5.195
33,Latios,5.33054,145676,5.331,101584,4.940
34,TapuBulu,4.93341,134823,4.933,98556,4.793
35,Dugtrio,4.87161,133134,4.872,97446,4.739
36,Venusaur-Mega,4.79663,131085,4.797,98720,4.801
37,Muk-Alola,4.65623,127248,4.656,97357,4.735
38,Gengar,4.64218,126864,4.642,88818,4.319
39,Dragonite,4.59088,125462,4.591,87833,4.271
40,Nihilego,4.33291,118412,4.333,89447,4.350
41,Alakazam-Mega,4.26049,116433,4.260,77743,3.781
42,Serperior,3.92941,107385,3.929,76430,3.717
43,Mamoswine,3.92451,107251,3.925,87830,4.271
44,Sableye-Mega,3.64637,99650,3.646,85019,4.135
45,Gliscor,3.63078,99224,3.631,76214,3.706
46,Xurkitree,3.62504,99067,3.625,69465,3.378
47,Salamence,3.61509,98795,3.615,68992,3.355
48,Pinsir-Mega,3.60714,98578,3.607,66471,3.233
49,Weavile,3.40157,92960,3.402,66419,3.230
50,Clefable,3.35861,91786,3.359,66182,3.218
51,Keldeo,3.27449,89487,3.274,67702,3.292
52,Buzzwole,3.19512,87318,3.195,62229,3.026
53,Bisharp,3.17185,86682,3.172,58914,2.865
54,Jirachi,3.11202,85047,3.112,65119,3.167
55,Gyarados-Mega,3.10196,84772,3.102,63889,3.107
56,Starmie,2.97451,81289,2.975,57447,2.794
57,Pelipper,2.94143,80385,2.941,71085,3.457
58,Hoopa-Unbound,2.90612,79420,2.906,55007,2.675
59,Smeargle,2.88299,78788,2.883,72461,3.524
60,Scolipede,2.69246,73581,2.692,59863,2.911
61,Kyurem-Black,2.67625,73138,2.676,52827,2.569
62,Togekiss,2.62872,71839,2.629,51709,2.515
