rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,25.33987,130363,25.340,110520,28.270
2,Greninja-Ash,18.88939,97178,18.889,69500,17.777
3,Ferrothorn,17.90894,92134,17.909,77777,19.895
4,Heatran,13.06074,67192,13.061,53906,13.789
5,TapuKoko,12.76023,65646,12.760,52447,13.415
6,Magearna,12.34270,63498,12.343,50208,12.843
7,Gliscor,10.93170,56239,10.932,42798,10.947
8,Kartana,10.85803,55860,10.858,40528,10.367
9,Rotom-Wash,9.98313,51359,9.983,42705,10.924
10,Serperior,9.68106,49805,9.681,35855,9.171
11,Chansey,9.65521,49672,9.655,38135,9.755
12,Garchomp,9.32749,47986,9.327,36552,9.350
13,Toxapex,9.30708,47881,9.307,36556,9.351
14,Tornadus-Therian,8.91462,45862,8.915,35009,8.955
15,Pelipper,8.41682,43301,8.417,39368,10.070
16,Excadrill,8.16413,42001,8.164,32195,8.235
17,TapuLele,8.08132,41575,8.081,31617,8.087
18,Swampert-Mega,7.53337,38756,7.533,31159,7.970
19,Greninja,7.30516,37582,7.305,27930,7.144
20,Clefable,7.04819,36260,7.048,26557,6.793
21,Zapdos,7.01418,36085,7.014,28496,7.289
22,Hawlucha,6.72941,34620,6.729,23371,5.978
23,Skarmory,6.48430,33359,6.484,27728,7.093
24,TapuFini,6.47400,33306,6.474,27158,6.947
25,Charizard-Mega-X,6.46175,33243,6.462,24643,6.303
26,Volcarona,6.01760,30958,6.018,22055,5.641
27,Charizard-Mega-Y,5.98397,30785,5.984,24468,6.259
28,Lopunny-Mega,5.69706,29309,5.697,22458,5.745
29,Kommo-o,5.69454,29296,5.695,21690,5.548
30,Magnezone,5.63545,28992,5.635,22104,5.654
31,Mawile-Mega,5.42765,27923,5.428,20633,5.278
32,Tyranitar,5.42163,27892,5.422,21917,5.606
33,Medicham-Mega,5.38236,27690,5.382,22061,5.643
34,Azumarill,5.23075,26910,5.231,19607,5.015
35,Victini,5.04337,25946,5.043,19701,5.039
36,Alakazam-Mega,4.86648,25036,4.866,17084,4.370
37,Scizor-Mega,4.74383,24405,4.744,18753,4.797
38,Celesteela,4.73741,24372,4.737,18930,4.842
39,Keldeo,4.29151,22078,4.292,17474,4.470
40,Kyurem-Black,4.20928,21655,4.209,15923,4.073
41,Dragonite,4.11346,21162,4.113,15001,3.837
42,Bisharp,4.06389,20907,4.064,15062,3.853
