rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,23.78015,193578,23.780,163574,26.897
2,Greninja-Ash,16.75573,136397,16.756,98751,16.238
3,Ferrothorn,14.17008,115349,14.170,96456,15.860
4,TapuKoko,12.94040,105339,12.940,82336,13.539
5,Heatran,12.38010,100778,12.380,81275,13.364
6,Kartana,11.22732,91394,11.227,65441,10.760
7,Magearna,10.03793,81712,10.038,64338,10.579
8,Serperior,9.99518,81364,9.995,57678,9.484
9,Garchomp,9.55147,77752,9.551,58926,9.689
10,Gliscor,9.50454,77370,9.505,58317,9.589
11,Rotom-Wash,9.25971,75377,9.260,61724,10.149
12,Greninja,8.97704,73076,8.977,53751,8.838
13,Toxapex,8.70383,70852,8.704,53507,8.798
14,Excadrill,8.59635,69977,8.596,52824,8.686
15,TapuLele,7.85264,63923,7.853,47180,7.758
16,Chansey,7.70830,62748,7.708,46160,7.590
17,Zapdos,7.23215,58872,7.232,46241,7.603
18,Charizard-Mega-X,7.21569,58738,7.216,43126,7.091
19,Clefable,7.13326,58067,7.133,41243,6.782
20,Volcarona,6.79973,55352,6.800,38143,6.272
21,Tornadus-Therian,6.45847,52574,6.458,39804,6.545
22,Hawlucha,6.32481,51486,6.325,35032,5.760
23,Celesteela,5.88871,47936,5.889,36803,6.052
24,Lopunny-Mega,5.83282,47481,5.833,36024,5.923
25,Charizard-Mega-Y,5.80874,47285,5.809,36401,5.985
26,Victini,5.73675,46699,5.737,34652,5.698
27,TapuFini,5.64192,45927,5.642,37065,6.095
28,Pelipper,5.56022,45262,5.560,41025,6.746
29,Skarmory,5.48308,44634,5.483,36031,5.925
30,Magnezone,5.42595,44169,5.426,33520,5.512
31,Scizor-Mega,5.36613,43682,5.366,33038,5.432
32,Swampert-Mega,5.36465,43670,5.365,34532,5.678
33,Tyranitar,5.28628,43032,5.286,32885,5.407
34,Alakazam-Mega,5.20766,42392,5.208,27645,4.546
35,Dragonite,5.18690,42223,5.187,29634,4.873
36,Medicham-Mega,5.13788,41824,5.138,32816,5.396
37,Mawile-Mega,5.07474,41310,5.075,29818,4.903
38,Azumarill,5.04329,41054,5.043,29997,4.932
39,TapuBulu,4.64982,37851,4.650,28278,4.650
40,Kommo-o,4.56542,37164,4.565,26888,4.421
41,Kyurem-Black,4.30683,35059,4.307,25484,4.190
42,Mimikyu,4.19578,34155,4.196,23718,3.900
43,Blacephalon,4.09370,33324,4.094,23033,3.787
44,Tangrowth,3.84199,31275,3.842,23624,3.885
45,Gengar,3.60772,29368,3.608,20541,3.378
46,Venusaur-Mega,3.43561,27967,3.436,21533,3.541
47,Gyarados-Mega,3.38218,27532,3.382,20510,3.372
48,Sableye-Mega,3.33402,27140,3.334,23365,3.842
49,Weavile,3.17666,25859,3.177,18472,3.037
50,Infernape,3.05418,24862,3.054,18611,3.060
51,Keldeo,2.98207,24275,2.982,18014,2.962
52,Diancie-Mega,2.97617,24227,2.976,19186,3.155
53,Jirachi,2.96291,24119,2.963,18066,2.971
54,Beedrill-Mega,2.92949,23847,2.929,17491,2.876
55,Bisharp,2.80124,22803,2.801,15797,2.598
56,Salamence,2.77925,22624,2.779,15583,2.562
