rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,22.63734,130028,22.637,111056,25.771
2,Greninja-Ash,16.57376,95199,16.574,69166,16.050
3,Ferrothorn,13.91879,79949,13.919,67059,15.561
4,TapuKoko,11.84496,68037,11.845,53777,12.479
5,Kartana,11.36724,65293,11.367,48264,11.200
6,Magearna,11.17226,64173,11.172,52002,12.067
7,Heatran,10.61028,60945,10.610,49135,11.402
8,Gliscor,10.48197,60208,10.482,45825,10.634
9,Garchomp,9.82911,56458,9.829,42641,9.895
10,Serperior,9.66824,55534,9.668,39750,9.224
11,Rotom-Wash,8.94992,51408,8.950,42053,9.759
12,Toxapex,8.50389,48846,8.504,37372,8.672
13,Zapdos,8.08275,46427,8.083,37479,8.697
14,Chansey,7.95792,45710,7.958,34199,7.936
15,Greninja,7.53574,43285,7.536,31722,7.361
16,Excadrill,7.27860,41808,7.279,31768,7.372
17,Clefable,7.12174,40907,7.122,29404,6.823
18,Charizard-Mega-X,7.11443,40865,7.114,30109,6.987
19,TapuLele,7.09319,40743,7.093,30572,7.094
20,Tyranitar,7.02721,40364,7.027,31761,7.370
21,Medicham-Mega,6.74587,38748,6.746,29519,6.850
22,Volcarona,6.41735,36861,6.417,25719,5.968
23,Hawlucha,6.20774,35657,6.208,23985,5.566
24,Tornadus-Therian,6.19625,35591,6.196,27159,6.302
25,Skarmory,6.06428,34833,6.064,28007,6.499
26,Pelipper,5.92135,34012,5.921,30989,7.191
27,Swampert-Mega,5.55958,31934,5.560,25551,5.929
28,Lopunny-Mega,5.44241,31261,5.442,24134,5.600
29,Charizard-Mega-Y,5.43493,31218,5.435,24091,5.590
30,Magnezone,5.36564,30820,5.366,23611,5.479
31,Azumarill,5.31584,30534,5.316,22291,5.173
32,Scizor-Mega,5.18980,29810,5.190,22862,5.305
33,Dragonite,5.14001,29524,5.140,20930,4.857
34,Alakazam-Mega,5.10258,29309,5.103,19541,4.535
35,Kommo-o,5.07559,29154,5.076,21111,4.899
36,Celesteela,4.96400,28513,4.964,22308,5.177
37,TapuFini,4.94328,28394,4.943,23051,5.349
38,Victini,4.52162,25972,4.522,19461,4.516
39,Mimikyu,4.17465,23979,4.175,16589,3.850
40,Mawile-Mega,4.15515,23867,4.155,17480,4.056
41,Blacephalon,3.77858,21704,3.779,15367,3.566
42,Kyurem-Black,3.72008,21368,3.720,15533,3.604
43,Infernape,3.68857,21187,3.689,16137,3.745
44,Tangrowth,3.61667,20774,3.617,15608,3.622
45,Gengar,3.57123,20513,3.571,14338,3.327
46,Sableye-Mega,3.53101,20282,3.531,17753,4.120
47,Bisharp,3.47391,19954,3.474,13722,3.184
48,Weavile,3.35587,19276,3.356,14106,3.273
