rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,21.88393,257633,21.884,219032,24.715
2,Greninja-Ash,15.79680,185971,15.797,134239,15.147
3,Ferrothorn,15.70167,184851,15.702,155184,17.511
4,TapuKoko,12.54606,147701,12.546,115472,13.030
5,Heatran,12.04201,141767,12.042,114440,12.913
6,Kartana,10.52443,123901,10.524,89845,10.138
7,Garchomp,9.82239,115636,9.822,88836,10.024
8,Magearna,9.72351,114472,9.724,90080,10.164
9,Gliscor,9.71553,114378,9.716,87555,9.880
10,Serperior,9.26822,109112,9.268,77842,8.784
11,Toxapex,8.68560,102253,8.686,78191,8.823
12,Rotom-Wash,8.50340,100108,8.503,82506,9.310
13,Excadrill,8.05864,94872,8.059,71324,8.048
14,Greninja,7.99944,94175,7.999,70051,7.904
15,Volcarona,7.55417,88933,7.554,63111,7.121
16,Chansey,7.48044,88065,7.480,65690,7.412
17,TapuLele,7.37766,86855,7.378,65366,7.376
18,Zapdos,6.89103,81126,6.891,63997,7.221
19,Charizard-Mega-X,6.60571,77767,6.606,57865,6.529
20,Clefable,6.06819,71439,6.068,51204,5.778
21,Charizard-Mega-Y,5.82679,68597,5.827,53282,6.012
22,Skarmory,5.81311,68436,5.813,55311,6.241
23,Pelipper,5.77633,68003,5.776,61731,6.966
24,Hawlucha,5.74626,67649,5.746,46333,5.228
25,Dragonite,5.68858,66970,5.689,47829,5.397
26,Swampert-Mega,5.62870,66265,5.629,52989,5.979
27,Tyranitar,5.61868,66147,5.619,51248,5.783
28,Tornadus-Therian,5.60993,66044,5.610,50341,5.680
29,TapuFini,5.52133,65001,5.521,52946,5.974
30,Celesteela,5.41898,63796,5.419,50186,5.663
31,Magnezone,5.41838,63789,5.418,49066,5.537
32,Scizor-Mega,5.41770,63781,5.418,48402,5.462
33,Alakazam-Mega,5.34941,62977,5.349,41529,4.686
34,Azumarill,5.29581,62346,5.296,46574,5.255
35,Lopunny-Mega,4.89310,57605,4.893,44389,5.009
36,Victini,4.88588,57520,4.886,43371,4.894
37,Mawile-Mega,4.65645,54819,4.656,39935,4.506
38,Kommo-o,4.64362,54668,4.644,40345,4.552
39,Medicham-Mega,4.64150,54643,4.642,43036,4.856
40,Mimikyu,4.43543,52217,4.435,36674,4.138
41,TapuBulu,4.35907,51318,4.359,38409,4.334
42,Kyurem-Black,4.07485,47972,4.075,34522,3.895
43,Gengar,3.99721,47058,3.997,33190,3.745
44,Blacephalon,3.78978,44616,3.790,31919,3.602
45,Venusaur-Mega,3.67409,43254,3.674,33011,3.725
46,Sableye-Mega,3.55042,41798,3.550,36600,4.130
47,Infernape,3.41850,40245,3.419,30333,3.423
48,Tangrowth,3.41544,40209,3.415,30586,3.451
49,Weavile,3.25754,38350,3.258,27462,3.099
50,Gyarados-Mega,3.12494,36789,3.125,27591,3.113
51,Jirachi,3.01214,35461,3.012,26379,2.977
52,Cloyster,2.95913,34837,2.959,25887,2.921
53,Diancie-Mega,2.93705,34577,2.937,27478,3.101
54,Keldeo,2.86595,33740,2.866,25088,2.831
55,Beedrill-Mega,2.86425,33720,2.864,25369,2.863
56,Bisharp,2.84378,33479,2.844,23435,2.644
57,Breloom,2.80683,33044,2.807,24496,2.764
58,Salamence,2.79868,32948,2.799,23378,2.638
59,Tyranitar-Mega,2.79367,32889,2.794,24638,2.780
60,Gyarados,2.77625,32684,2.776,24521,2.767
61,Scizor,2.70490,31844,2.705,23616,2.665
62,Togekiss,2.65113,31211,2.651,22672,2.558
63,Pinsir-Mega,2.45458,28897,2.455,20498,2.313
64,Conkeldurr,2.42374,28534,2.424,21224,2.395
65,Zeraora,2.40854,28355,2.409,20576,2.322
66,Mew,2.28376,26886,2.284,20835,2.351
67,Espeon,2.27153,26742,2.272,19707,2.224
68,Snorlax,2.13120,25090,2.131,18467,2.084
69,Garchomp-Mega,2.11744,24928,2.117,17935,2.024
70,Ninetales-Alola,2.10445,24775,2.104,19334,2.182
71,Ditto,2.07302,24405,2.073,16900,1.907
72,Metagross,2.07276,24402,2.073,17909,2.021
73,Kingdra,2.05756,24223,2.058,16989,1.917
74,Shuckle,2.05594,24204,2.056,21327,2.407
75,Hydreigon,2.03182,23920,2.032,17537,1.979
76,Lucario,2.02409,23829,2.024,16761,1.891
77,Chandelure,2.01993,23780,2.020,17608,1.987
78,Staraptor,1.99988,23544,2.000,17738,2.002
