rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,22.70100,107763,22.701,91399,25.331
2,Greninja-Ash,16.29198,77339,16.292,56735,15.724
3,Ferrothorn,13.88860,65930,13.889,55172,15.291
4,TapuKoko,12.80055,60765,12.801,49097,13.607
5,Heatran,12.53765,59517,12.538,47910,13.278
6,Gliscor,11.36725,53961,11.367,41017,11.368
7,Magearna,10.71526,50866,10.715,40620,11.258
8,Kartana,10.34704,49118,10.347,35692,9.892
9,Chansey,9.79870,46515,9.799,35998,9.977
10,Serperior,9.56360,45399,9.564,32806,9.092
11,Toxapex,9.20001,43673,9.200,33719,9.345
12,Garchomp,9.03191,42875,9.032,33082,9.169
13,Rotom-Wash,8.48968,40301,8.490,33569,9.304
14,Excadrill,8.17706,38817,8.177,30201,8.370
15,Greninja,7.39236,35092,7.392,26235,7.271
16,Zapdos,7.36308,34953,7.363,27729,7.685
17,TapuLele,7.26155,34471,7.262,26210,7.264
18,Skarmory,7.19477,34154,7.195,28354,7.858
19,Clefable,7.17518,34061,7.175,24656,6.833
20,Charizard-Mega-X,7.03088,33376,7.031,24815,6.877
21,Hawlucha,6.64643,31551,6.646,21844,6.054
22,Volcarona,6.54131,31052,6.541,21639,5.997
23,Tornadus-Therian,6.47959,30759,6.480,23879,6.618
24,Pelipper,6.19036,29386,6.190,26776,7.421
25,Lopunny-Mega,6.07892,28857,6.079,22560,6.252
26,TapuFini,5.92683,28135,5.927,23111,6.405
27,Kommo-o,5.70543,27084,5.705,19930,5.524
28,Swampert-Mega,5.59567,26563,5.596,21427,5.938
29,Medicham-Mega,5.45327,25887,5.453,20789,5.762
30,Celesteela,5.37406,25511,5.374,19860,5.504
31,Azumarill,5.36669,25476,5.367,19119,5.299
32,Alakazam-Mega,5.35279,25410,5.353,17504,4.851
33,Magnezone,5.31360,25224,5.314,19293,5.347
34,Tyranitar,5.24135,24881,5.241,19366,5.367
35,Charizard-Mega-Y,5.17457,24564,5.175,19142,5.305
36,Scizor-Mega,5.08357,24132,5.084,18520,5.133
