rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,29.75429,960366,29.754,826115,33.292
2,Greninja-Ash,17.34875,559958,17.349,413055,16.646
3,Ferrothorn,16.28398,525591,16.284,446362,17.988
4,Heatran,16.25737,524732,16.257,432733,17.439
5,TapuKoko,14.63220,472277,14.632,376289,15.164
6,Kartana,13.25488,427822,13.255,313396,12.630
7,Magearna,13.04749,421128,13.047,332599,13.404
8,Garchomp,10.70095,345390,10.701,272059,10.964
9,Toxapex,10.07205,325091,10.072,252303,10.168
10,Greninja,9.79522,316156,9.795,244688,9.861
11,Zapdos,9.73220,314122,9.732,250548,10.097
12,TapuLele,9.68731,312673,9.687,235579,9.494
13,Gliscor,9.64809,311407,9.648,244124,9.838
14,Rotom-Wash,8.89862,287217,8.899,243038,9.794
15,Tornadus-Therian,8.26275,266693,8.263,210977,8.502
16,Chansey,8.25952,266589,8.260,202922,8.178
17,Excadrill,7.95339,256708,7.953,199023,8.020
18,Volcarona,7.88541,254514,7.885,184100,7.419
19,TapuBulu,7.70438,248671,7.704,191814,7.730
20,Serperior,7.59195,245042,7.592,178096,7.177
21,Charizard-Mega-X,7.00006,225938,7.000,169293,6.822
22,Clefable,6.73693,217445,6.737,160011,6.448
23,Celesteela,6.58283,212471,6.583,169423,6.828
24,TapuFini,6.56343,211845,6.563,174438,7.030
25,Hawlucha,6.49354,209589,6.494,142836,5.756
26,Tyranitar,6.43498,207699,6.435,163206,6.577
27,Alakazam-Mega,6.35309,205056,6.353,135414,5.457
28,Magnezone,6.31086,203693,6.311,159126,6.413
29,Mawile-Mega,6.11273,197298,6.113,145157,5.850
30,Mimikyu,5.86401,189270,5.864,130881,5.274
31,Medicham-Mega,5.57879,180064,5.579,141402,5.698
32,Lopunny-Mega,5.57336,179889,5.573,138107,5.566
33,Charizard-Mega-Y,5.57126,179821,5.571,141318,5.695
34,Skarmory,5.47332,176660,5.473,144692,5.831
35,Scizor-Mega,5.47044,176567,5.470,135784,5.472
36,Tangrowth,5.44373,175705,5.444,137108,5.525
37,Kyurem-Black,5.27178,170155,5.272,127251,5.128
38,Victini,5.18190,167254,5.182,128168,5.165
39,Blacephalon,5.00757,161627,5.008,116880,4.710
40,Pelipper,4.66561,150590,4.666,137481,5.540
41,Swampert-Mega,4.58983,148144,4.590,120705,4.864
42,Dragonite,4.34049,140096,4.340,100261,4.040
43,Keldeo,4.18781,135168,4.188,104451,4.209
44,Venusaur-Mega,4.18418,135051,4.184,105768,4.262
45,Gyarados-Mega,3.96117,127853,3.961,96979,3.908
46,Diancie-Mega,3.71084,119773,3.711,97732,3.939
47,Jirachi,3.68512,118943,3.685,90479,3.646
48,Mew,3.46908,111970,3.469,87010,3.506
49,Sableye-Mega,3.21258,103691,3.213,89493,3.607
50,Weavile,3.20152,103334,3.202,75112,3.027
51,Pinsir-Mega,3.02018,97481,3.020,68250,2.750
52,Tyranitar-Mega,2.95078,95241,2.951,72930,2.939
53,Gengar,2.85263,92073,2.853,64213,2.588
54,Azumarill,2.83974,91657,2.840,70511,2.842
55,Beedrill-Mega,2.47774,79973,2.478,60177,2.425
56,Bisharp,2.45280,79168,2.453,55625,2.242
57,Hoopa-Unbound,2.40298,77560,2.403,54774,2.207
58,Gyarados,2.39824,77407,2.398,58613,2.362
59,Infernape,2.29349,74026,2.293,56589,2.280
60,Kommo-o,2.25811,72884,2.258,53883,2.171
61,Breloom,2.17043,70054,2.170,52086,2.099
62,Zeraora,2.16798,69975,2.168,52847,2.130
63,Salamence,2.16618,69917,2.166,50247,2.025
64,Ninetales-Alola,2.10032,67791,2.100,53889,2.172
65,Latios,2.08498,67296,2.085,48809,1.967
66,Gastrodon,1.96260,63346,1.963,50348,2.029
67,Scizor,1.93187,62354,1.932,46730,1.883
68,Mamoswine,1.88837,60950,1.888,48890,1.970
69,Muk-Alola,1.87492,60516,1.875,47106,1.898
70,Snorlax,1.86389,60160,1.864,44130,1.778
71,Hydreigon,1.84214,59458,1.842,44216,1.782
72,Cloyster,1.83765,59313,1.838,44280,1.784
73,Gallade-Mega,1.73290,55932,1.733,39800,1.604
74,Thundurus-Therian,1.72608,55712,1.726,43711,1.762
75,Hippowdon,1.70213,54939,1.702,47389,1.910
76,Umbreon,1.67657,54114,1.677,38544,1.553
77,Gardevoir-Mega,1.65331,53363,1.653,36373,1.466
78,Kingdra,1.63983,52928,1.640,36980,1.490
79,Togekiss,1.63654,52822,1.637,38309,1.544
80,Conkeldurr,1.62146,52335,1.621,39636,1.597
81,Araquanid,1.59766,51567,1.598,43969,1.772
82,Garchomp-Mega,1.56194,50414,1.562,36487,1.470
83,Staraptor,1.55001,50029,1.550,37414,1.508
84,Marowak-Alola,1.53393,49510,1.534,38079,1.535
85,Shuckle,1.48188,47830,1.482,42264,1.703
86,Manectric-Mega,1.46877,47407,1.469,38349,1.545
87,Espeon,1.46301,47221,1.463,34467,1.389
88,Xurkitree,1.46187,47184,1.462,34621,1.395
89,Arcanine,1.41347,45622,1.413,34602,1.394
90,Porygon-Z,1.40898,45477,1.409,32968,1.329
91,Latias-Mega,1.40176,45244,1.402,33469,1.349
92,Nidoking,1.38943,44846,1.389,34938,1.408
93,Heracross-Mega,1.37038,44231,1.370,31773,1.280
94,Goodra,1.36498,44057,1.365,33020,1.331
95,Amoonguss,1.32951,42912,1.330,32471,1.309
96,Latios-Mega,1.30370,42079,1.304,31593,1.273
97,Volcanion,1.29812,41899,1.298,33264,1.341
98,Metagross,1.28939,41617,1.289,31747,1.279
99,Ditto,1.28657,41526,1.287,30797,1.241
100,Buzzwole,1.27507,41155,1.275,29740,1.199
101,Galvantula,1.27201,41056,1.272,35716,1.439
102,Reuniclus,1.26265,40754,1.263,28859,1.163
103,Venusaur,1.25630,40549,1.256,29295,1.181
104,Manaphy,1.21624,39256,1.216,29112,1.173
105,Starmie,1.20282,38823,1.203,27796,1.120
106,Cresselia,1.20276,38821,1.203,29653,1.195
107,Milotic,1.19883,38694,1.199,29474,1.188
108,Alakazam,1.18978,38402,1.190,25175,1.015
109,Chandelure,1.18312,38187,1.183,28034,1.130
110,Scolipede,1.17162,37816,1.172,27573,1.111
111,Blissey,1.17088,37792,1.171,27882,1.124
112,Incineroar,1.16840,37712,1.168,30410,1.226
113,Ribombee,1.10978,35820,1.110,32023,1.291
114,Crawdaunt,1.10275,35593,1.103,26167,1.055
115,Lucario,1.09157,35232,1.092,24940,1.005
116,Salazzle,1.06412,34346,1.064,25544,1.029
117,Jolteon,1.05910,34184,1.059,25794,1.039
118,Quagsire,1.03738,33483,1.037,24480,0.987
119,Tentacruel,1.02787,33176,1.028,25478,1.027
120,Sceptile-Mega,1.02347,33034,1.023,23472,0.946
121,Thundurus,1.02142,32968,1.021,24892,1.003
122,Darmanitan,1.00463,32426,1.005,24760,0.998
123,Latias,1.00215,32346,1.002,23270,0.938
124,Talonflame,0.98372,31751,0.984,23043,0.929
125,Suicune,0.97086,31336,0.971,24008,0.968
126,Crobat,0.96947,31291,0.969,23076,0.930
