rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,23.38314,87206,23.383,74557,26.265
2,Greninja-Ash,17.83699,66522,17.837,49137,17.310
3,Ferrothorn,17.13608,63908,17.136,53950,19.005
4,TapuKoko,12.85555,47944,12.856,38595,13.596
5,Magearna,12.26806,45753,12.268,36419,12.830
6,Kartana,10.90566,40672,10.906,29966,10.556
7,Heatran,10.33024,38526,10.330,31377,11.053
8,Gliscor,10.32032,38489,10.320,29686,10.458
9,Rotom-Wash,9.99319,37269,9.993,31044,10.936
10,Toxapex,9.87950,36845,9.879,28410,10.008
11,Garchomp,9.78029,36475,9.780,28066,9.887
12,Serperior,9.20058,34313,9.201,25160,8.863
13,Excadrill,8.52970,31811,8.530,24597,8.665
14,Chansey,8.52648,31799,8.526,24277,8.552
15,Tornadus-Therian,8.23475,30711,8.235,23550,8.296
16,Volcarona,7.93417,29590,7.934,20784,7.322
17,TapuLele,7.73548,28849,7.735,21857,7.700
18,Pelipper,7.41023,27636,7.410,25219,8.884
19,Greninja,6.83534,25492,6.835,19166,6.752
20,Swampert-Mega,6.75946,25209,6.759,20196,7.115
21,Zapdos,6.64523,24783,6.645,19665,6.928
22,Charizard-Mega-Y,6.55085,24431,6.551,19316,6.805
23,Hawlucha,6.53128,24358,6.531,16768,5.907
24,Charizard-Mega-X,6.52672,24341,6.527,18266,6.435
25,Clefable,6.45700,24081,6.457,17670,6.225
26,TapuFini,6.19798,23115,6.198,19107,6.731
27,Skarmory,6.06257,22610,6.063,18085,6.371
28,Lopunny-Mega,6.00439,22393,6.004,17604,6.201
29,Victini,5.61371,20936,5.614,16071,5.661
30,Dragonite,5.57322,20785,5.573,14526,5.117
31,Medicham-Mega,5.52952,20622,5.530,16641,5.862
32,Alakazam-Mega,5.21821,19461,5.218,12847,4.526
33,Magnezone,5.15225,19215,5.152,14749,5.196
34,Azumarill,5.14367,19183,5.144,14282,5.031
35,Tyranitar,5.04821,18827,5.048,14716,5.184
36,Kyurem-Black,5.00290,18658,5.003,13767,4.850
37,Mawile-Mega,4.75970,17751,4.760,13281,4.679
38,Celesteela,4.67523,17436,4.675,13629,4.801
39,Scizor-Mega,4.55001,16969,4.550,13014,4.585
40,Kommo-o,4.50872,16815,4.509,12308,4.336
41,Mimikyu,4.31834,16105,4.318,11701,4.122
42,Sableye-Mega,4.19500,15645,4.195,14147,4.984
43,Blacephalon,3.99872,14913,3.999,10627,3.744
44,Diancie-Mega,3.99658,14905,3.997,12630,4.449
45,TapuBulu,3.67723,13714,3.677,10388,3.659
46,Jirachi,3.62548,13521,3.625,10071,3.548
47,Weavile,3.62333,13513,3.623,9705,3.419
48,Gengar,3.28602,12255,3.286,8368,2.948
49,Manaphy,3.18788,11889,3.188,8445,2.975
50,Beedrill-Mega,2.96747,11067,2.967,8477,2.986
51,Bisharp,2.94012,10965,2.940,7887,2.778
52,Tangrowth,2.91786,10882,2.918,8258,2.909
53,Gyarados-Mega,2.80578,10464,2.806,7870,2.772
54,Pinsir-Mega,2.63471,9826,2.635,7119,2.508
55,Breloom,2.54355,9486,2.544,7051,2.484
56,Keldeo,2.52826,9429,2.528,6897,2.430
57,Gyarados,2.48750,9277,2.488,6834,2.407
58,Snorlax,2.40116,8955,2.401,6581,2.318
59,Venusaur-Mega,2.35505,8783,2.355,6847,2.412
