rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,21.60107,111182,21.601,93961,24.316
2,Greninja-Ash,16.70410,85977,16.704,62287,16.119
3,Ferrothorn,14.27844,73492,14.278,61396,15.889
4,TapuKoko,12.76923,65724,12.769,52332,13.543
5,Heatran,12.15373,62556,12.154,49931,12.922
6,Kartana,10.98180,56524,10.982,40252,10.417
7,Gliscor,10.64666,54799,10.647,41821,10.823
8,Magearna,10.63461,54737,10.635,43235,11.189
9,Garchomp,9.40304,48398,9.403,36185,9.364
10,Chansey,9.22468,47480,9.225,36494,9.444
11,Serperior,8.92179,45921,8.922,33025,8.546
12,Toxapex,8.48931,43695,8.489,33486,8.666
13,Rotom-Wash,8.39819,43226,8.398,35396,9.160
14,Excadrill,7.63834,39315,7.638,30069,7.782
15,Greninja,7.27833,37462,7.278,27641,7.153
16,TapuLele,7.06403,36359,7.064,27122,7.019
17,Charizard-Mega-X,6.96145,35831,6.961,26271,6.799
18,Skarmory,6.90608,35546,6.906,29816,7.716
19,Clefable,6.83031,35156,6.830,25160,6.511
20,Zapdos,6.64438,34199,6.644,27011,6.990
21,Tornadus-Therian,6.52236,33571,6.522,25794,6.675
22,Hawlucha,6.51848,33551,6.518,22636,5.858
23,Volcarona,6.36674,32770,6.367,22690,5.872
24,Pelipper,6.16158,31714,6.162,28910,7.482
25,TapuFini,6.13010,31552,6.130,25597,6.624
26,Charizard-Mega-Y,5.93057,30525,5.931,23705,6.135
27,Swampert-Mega,5.65235,29093,5.652,23004,5.953
28,Lopunny-Mega,5.55502,28592,5.555,21731,5.624
29,Tyranitar,5.33800,27475,5.338,20966,5.426
30,Celesteela,5.27563,27154,5.276,21199,5.486
31,Magnezone,5.21443,26839,5.214,20364,5.270
32,Victini,5.21132,26823,5.211,19867,5.141
33,Medicham-Mega,5.13827,26447,5.138,20793,5.381
34,Alakazam-Mega,4.93738,25413,4.937,17223,4.457
35,Kommo-o,4.91018,25273,4.910,18519,4.793
36,Azumarill,4.85714,25000,4.857,18388,4.759
37,Venusaur-Mega,4.80682,24741,4.807,19532,5.055
38,Scizor-Mega,4.74251,24410,4.743,18606,4.815
39,Dragonite,4.63876,23876,4.639,16912,4.377
40,Bisharp,4.60010,23677,4.600,16756,4.336
41,Mawile-Mega,4.49441,23133,4.494,17060,4.415
42,Keldeo,4.46818,22998,4.468,18092,4.682
43,Mimikyu,4.21056,21672,4.211,14541,3.763
44,Blacephalon,4.18180,21524,4.182,15414,3.989
45,Infernape,3.83500,19739,3.835,15408,3.987
46,Weavile,3.81519,19637,3.815,14160,3.664
47,Kyurem-Black,3.67841,18933,3.678,13800,3.571
48,Gengar,3.51482,18091,3.515,12405,3.210
49,TapuBulu,3.47091,17865,3.471,13285,3.438
50,Sableye-Mega,3.44740,17744,3.447,15675,4.057
51,Tangrowth,3.40486,17525,3.405,12936,3.348
52,Beedrill-Mega,3.39708,17485,3.397,13370,3.460
53,Jirachi,3.37630,17378,3.376,13017,3.369
54,Diancie-Mega,3.25467,16752,3.255,13437,3.477
55,Gyarados-Mega,3.07787,15842,3.078,11760,3.043
56,Scizor,2.97976,15337,2.980,11355,2.939
57,Breloom,2.93410,15102,2.934,11102,2.873
58,Togekiss,2.74429,14125,2.744,10145,2.625
59,Cloyster,2.73438,14074,2.734,10193,2.638
60,Galvantula,2.66230,13703,2.662,12097,3.131
61,Staraptor,2.56574,13206,2.566,9697,2.509
62,Tyranitar-Mega,2.49560,12845,2.496,9693,2.508
63,Manaphy,2.44062,12562,2.441,9060,2.345
64,Zeraora,2.43479,12532,2.435,9377,2.427
65,Shuckle,2.29471,11811,2.295,10566,2.734
66,Ditto,2.24808,11571,2.248,7682,1.988
67,Gyarados,2.23914,11525,2.239,8669,2.243
68,Gallade-Mega,2.23487,11503,2.235,8226,2.129
69,Pinsir-Mega,2.21563,11404,2.216,8004,2.071
70,Kingdra,2.16745,11156,2.167,7795,2.017
71,Garchomp-Mega,2.12685,10947,2.127,7838,2.028
72,Snorlax,2.08877,10751,2.089,7875,2.038
73,Mew,2.04194,10510,2.042,8036,2.080
74,Lucario,1.99298,10258,1.993,7269,1.881
75,Espeon,1.95859,10081,1.959,7489,1.938
76,Chandelure,1.94208,9996,1.942,7335,1.898
77,Salamence,1.88554,9705,1.886,6780,1.755
78,Ninetales-Alola,1.83347,9437,1.833,7321,1.895
79,Conkeldurr,1.80297,9280,1.803,6686,1.730
80,Torkoal,1.76955,9108,1.770,8239,2.132
81,Alakazam,1.76722,9096,1.767,5765,1.492
82,Hydreigon,1.74760,8995,1.748,6331,1.638
83,Blissey,1.74313,8972,1.743,6498,1.682
84,Marowak-Alola,1.74274,8970,1.743,6765,1.751
85,Quagsire,1.70699,8786,1.707,6326,1.637
86,Crawdaunt,1.70525,8777,1.705,6416,1.660
87,Porygon-Z,1.68271,8661,1.683,6113,1.582
88,Hoopa-Unbound,1.68213,8658,1.682,5927,1.534
89,Nidoking,1.64171,8450,1.642,6371,1.649
90,Gastrodon,1.62909,8385,1.629,6401,1.657
91,Venusaur,1.60150,8243,1.601,6041,1.563
92,Muk-Alola,1.57857,8125,1.579,6084,1.574
93,Manectric-Mega,1.57255,8094,1.573,6373,1.649
94,Umbreon,1.57235,8093,1.572,5697,1.474
95,Thundurus-Therian,1.54710,7963,1.547,5935,1.536
96,Gardevoir-Mega,1.54069,7930,1.541,5422,1.403
97,Hippowdon,1.51426,7794,1.514,6608,1.710
98,Metagross,1.51077,7776,1.511,5731,1.483
99,Amoonguss,1.50299,7736,1.503,5735,1.484
100,Latias-Mega,1.47424,7588,1.474,5397,1.397
101,Mamoswine,1.45773,7503,1.458,5818,1.506
102,Latios,1.44879,7457,1.449,5257,1.360
103,Xurkitree,1.42625,7341,1.426,5307,1.373
104,Empoleon,1.40915,7253,1.409,5750,1.488
105,Crobat,1.39245,7167,1.392,5311,1.374
106,Volcanion,1.33785,6886,1.338,5435,1.407
107,Starmie,1.33513,6872,1.335,4958,1.283
108,Arcanine,1.32891,6840,1.329,5371,1.390
109,Milotic,1.31512,6769,1.315,4962,1.284
110,Goodra,1.31259,6756,1.313,4890,1.265
111,Darmanitan,1.30113,6697,1.301,4828,1.249
112,Sceptile-Mega,1.29025,6641,1.290,4731,1.224
113,Heracross-Mega,1.27199,6547,1.272,4791,1.240
114,Cresselia,1.24304,6398,1.243,4703,1.217
115,Talonflame,1.20302,6192,1.203,4452,1.152
116,Ribombee,1.19505,6151,1.195,5533,1.432
117,Reuniclus,1.16902,6017,1.169,4237,1.096
118,Forretress,1.16863,6015,1.169,5218,1.350
119,Slowbro,1.15891,5965,1.159,4573,1.183
120,Porygon2,1.15114,5925,1.151,4528,1.172
121,Araquanid,1.14493,5893,1.145,4986,1.290
122,Whimsicott,1.14493,5893,1.145,4553,1.178
123,Roserade,1.12433,5787,1.124,4194,1.085
124,Jolteon,1.11365,5732,1.114,4482,1.160
125,Rotom-Heat,1.10102,5667,1.101,4689,1.213
126,Sylveon,1.09771,5650,1.098,3780,0.978
