rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,28.00893,1174535,28.009,1011146,31.425
2,Greninja-Ash,16.60369,696264,16.604,506719,15.748
3,Ferrothorn,15.98687,670398,15.987,570745,17.738
4,TapuKoko,14.47707,607086,14.477,482758,15.004
5,Heatran,14.14186,593029,14.142,484634,15.062
6,Kartana,12.72567,533642,12.726,389013,12.090
7,Magearna,12.53096,525477,12.531,414981,12.897
8,Garchomp,10.29367,431658,10.294,339194,10.542
9,Greninja,9.95772,417570,9.958,317362,9.863
10,Toxapex,9.82339,411937,9.823,318170,9.888
11,Gliscor,9.70828,407110,9.708,318533,9.900
12,Zapdos,9.25111,387939,9.251,309287,9.612
13,Rotom-Wash,9.24792,387805,9.248,327411,10.176
14,TapuLele,8.41316,352800,8.413,264934,8.234
15,Serperior,8.08214,338919,8.082,247749,7.700
16,Tornadus-Therian,7.93296,332663,7.933,260568,8.098
17,Excadrill,7.65595,321047,7.656,246823,7.671
18,Chansey,7.63501,320169,7.635,241135,7.494
19,TapuFini,7.60690,318990,7.607,262509,8.158
20,Celesteela,7.50677,314791,7.507,250856,7.796
21,Volcarona,7.15398,299997,7.154,215008,6.682
22,Charizard-Mega-X,6.78576,284556,6.786,212673,6.610
23,TapuBulu,6.45701,270770,6.457,206639,6.422
24,Tyranitar,6.34116,265912,6.341,208179,6.470
25,Clefable,6.33267,265556,6.333,194875,6.056
26,Magnezone,6.07703,254836,6.077,197721,6.145
27,Mimikyu,5.94432,249271,5.944,174613,5.427
28,Lopunny-Mega,5.82702,244352,5.827,188669,5.864
29,Hawlucha,5.79848,243155,5.798,166250,5.167
30,Alakazam-Mega,5.78483,242583,5.785,161690,5.025
31,Scizor-Mega,5.59427,234592,5.594,179836,5.589
32,Victini,5.56676,233438,5.567,179951,5.593
33,Kommo-o,5.46126,229014,5.461,168861,5.248
34,Swampert-Mega,5.32354,223239,5.324,181880,5.653
35,Pelipper,5.31384,222832,5.314,203892,6.337
36,Charizard-Mega-Y,5.24745,220048,5.247,173655,5.397
37,Skarmory,5.24458,219928,5.245,182118,5.660
38,Mawile-Mega,5.23784,219645,5.238,161777,5.028
39,Tangrowth,5.01682,210377,5.017,162987,5.065
40,Medicham-Mega,4.94924,207543,4.949,162922,5.063
41,Blacephalon,4.89127,205112,4.891,147160,4.574
42,Venusaur-Mega,4.89067,205087,4.891,159987,4.972
43,Kyurem-Black,4.87284,204339,4.873,152655,4.744
44,Dragonite,4.57947,192037,4.579,138729,4.312
45,Diancie-Mega,4.15989,174442,4.160,138302,4.298
46,Jirachi,4.07592,170921,4.076,132072,4.105
47,Keldeo,3.86571,162106,3.866,123272,3.831
48,Gyarados-Mega,3.84592,161276,3.846,122074,3.794
49,Mew,3.55351,149014,3.554,116868,3.632
50,Weavile,3.31962,139206,3.320,102299,3.179
51,Azumarill,3.13703,131549,3.137,99352,3.088
52,Tyranitar-Mega,2.97768,124867,2.978,94386,2.933
53,Gengar,2.88213,120860,2.882,84106,2.614
54,Sableye-Mega,2.79129,117051,2.791,102064,3.172
55,Pinsir-Mega,2.78431,116758,2.784,81768,2.541
56,Hoopa-Unbound,2.75686,115607,2.757,80456,2.500
57,Bisharp,2.67337,112106,2.673,77840,2.419
58,Beedrill-Mega,2.52917,106059,2.529,80500,2.502
59,Gyarados,2.41943,101457,2.419,77186,2.399
60,Infernape,2.38335,99944,2.383,75815,2.356
61,Breloom,2.27165,95260,2.272,72109,2.241
62,Zeraora,2.24554,94165,2.246,70734,2.198
63,Salamence,2.19665,92115,2.197,66496,2.067
64,Scizor,2.16515,90794,2.165,67786,2.107
65,Ninetales-Alola,2.12680,89186,2.127,71105,2.210
66,Kingdra,2.06161,86452,2.062,60365,1.876
67,Staraptor,1.99243,83551,1.992,62041,1.928
68,Latios,1.99164,83518,1.992,60478,1.880
69,Muk-Alola,1.99030,83462,1.990,64394,2.001
70,Snorlax,1.93765,81254,1.938,60004,1.865
71,Cloyster,1.86854,78356,1.869,58386,1.815
72,Gallade-Mega,1.86384,78159,1.864,55520,1.726
73,Thundurus-Therian,1.85803,77915,1.858,60655,1.885
74,Ditto,1.84336,77300,1.843,55906,1.737
75,Garchomp-Mega,1.83399,76907,1.834,56181,1.746
76,Shuckle,1.74936,73358,1.749,64836,2.015
77,Togekiss,1.74628,73229,1.746,53009,1.647
78,Conkeldurr,1.71821,72052,1.718,54887,1.706
79,Hydreigon,1.71630,71972,1.716,53694,1.669
80,Gastrodon,1.68607,70704,1.686,56211,1.747
81,Araquanid,1.62745,68246,1.627,58399,1.815
82,Mamoswine,1.57847,66192,1.578,53428,1.660
83,Marowak-Alola,1.55963,65402,1.560,49590,1.541
84,Hippowdon,1.54563,64815,1.546,55405,1.722
85,Xurkitree,1.52307,63869,1.523,47225,1.468
86,Manectric-Mega,1.52119,63790,1.521,51622,1.604
87,Umbreon,1.49670,62763,1.497,44412,1.380
88,Porygon-Z,1.49551,62713,1.496,44384,1.379
89,Gardevoir-Mega,1.49207,62569,1.492,42409,1.318
90,Espeon,1.47330,61782,1.473,45940,1.428
91,Nidoking,1.42733,59854,1.427,45899,1.426
92,Volcanion,1.40195,58790,1.402,45994,1.429
93,Galvantula,1.39316,58421,1.393,50982,1.584
94,Latias-Mega,1.38176,57943,1.382,42540,1.322
95,Scolipede,1.33394,55938,1.334,40939,1.272
96,Goodra,1.33142,55832,1.331,41635,1.294
97,Arcanine,1.33025,55783,1.330,42743,1.328
98,Chandelure,1.32202,55438,1.322,40534,1.260
99,Reuniclus,1.31336,55075,1.313,39705,1.234
100,Milotic,1.28854,54034,1.289,40833,1.269
101,Metagross,1.28019,53684,1.280,41274,1.283
102,Heracross-Mega,1.22725,51464,1.227,37158,1.155
103,Starmie,1.22694,51451,1.227,37607,1.169
104,Thundurus,1.21340,50883,1.213,38054,1.183
105,Latias,1.18545,49711,1.185,35428,1.101
106,Alakazam,1.18130,49537,1.181,32556,1.012
107,Sceptile-Mega,1.17820,49407,1.178,35805,1.113
108,Blissey,1.17295,49187,1.173,35781,1.112
109,Buzzwole,1.17081,49097,1.171,35915,1.116
110,Cresselia,1.16773,48968,1.168,37593,1.168
111,Manaphy,1.15242,48326,1.152,35169,1.093
112,Lucario,1.14202,47890,1.142,34037,1.058
113,Crawdaunt,1.14012,47810,1.140,34996,1.088
114,Amoonguss,1.13005,47388,1.130,35716,1.110
115,Latios-Mega,1.12972,47374,1.130,35303,1.097
116,Ribombee,1.11799,46882,1.118,41939,1.303
117,Jolteon,1.11226,46642,1.112,35680,1.109
118,Salazzle,1.06831,44799,1.068,32633,1.014
119,Incineroar,1.06798,44785,1.068,35996,1.119
120,Venusaur,1.06142,44510,1.061,32928,1.023
121,Tentacruel,1.04874,43978,1.049,34197,1.063
122,Nihilego,1.04704,43907,1.047,33430,1.039
123,Sylveon,1.03681,43478,1.037,29715,0.924
124,Darmanitan,1.03457,43384,1.035,32900,1.022
125,Talonflame,1.02811,43113,1.028,31285,0.972
126,Quagsire,1.02124,42825,1.021,31306,0.973
127,Crobat,1.02067,42801,1.021,31749,0.987
128,Aerodactyl-Mega,1.01850,42710,1.018,31597,0.982
129,Empoleon,0.99353,41663,0.994,32511,1.010
130,Slowbro,0.97238,40776,0.972,31321,0.973
131,Porygon2,0.95099,39879,0.951,30965,0.962
132,Torkoal,0.91925,38548,0.919,35191,1.094
133,Forretress,0.87523,36702,0.875,32386,1.007
134,Sceptile,0.85388,35807,0.854,24653,0.766
135,Klefki,0.84919,35610,0.849,29922,0.930
136,Suicune,0.83710,35103,0.837,26917,0.837
137,Krookodile,0.80908,33928,0.809,25297,0.786
138,Swampert,0.78473,32907,0.785,27290,0.848
139,Rotom-Heat,0.78435,32891,0.784,27227,0.846
140,Haxorus,0.78139,32767,0.781,22115,0.687
141,Aggron-Mega,0.77927,32678,0.779,26556,0.825
142,Diggersby,0.76000,31870,0.760,24031,0.747
143,Altaria-Mega,0.75270,31564,0.753,22914,0.712
144,Smeargle,0.74939,31425,0.749,27978,0.870
145,Whimsicott,0.71443,29959,0.714,22959,0.714
146,Azelf,0.69051,28956,0.691,26161,0.813
147,Roserade,0.68390,28679,0.684,21296,0.662
148,Zoroark,0.68359,28666,0.684,13246,0.412
149,Absol-Mega,0.67632,28361,0.676,21575,0.671
150,Pidgeot-Mega,0.63762,26738,0.638,20354,0.633
151,Cofagrigus,0.63757,26736,0.638,20701,0.643
152,Electivire,0.63495,26626,0.635,19719,0.613
153,Mandibuzz,0.63442,26604,0.634,20687,0.643
154,Stakataka,0.63294,26542,0.633,19709,0.613
155,Vaporeon,0.63216,26509,0.632,19621,0.610
156,Primarina,0.61544,25808,0.615,19625,0.610
157,Bronzong,0.60895,25536,0.609,21430,0.666
158,Sharpedo-Mega,0.60838,25512,0.608,17686,0.550
159,Donphan,0.60719,25462,0.607,21368,0.664
160,Mantine,0.60120,25211,0.601,19209,0.597
161,Flygon,0.60073,25191,0.601,18413,0.572
162,Blastoise-Mega,0.59510,24955,0.595,19219,0.597
