rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Marowak-Alola,22.70927,880428,22.709,643896,22.402
2,Toxapex,19.47302,754960,19.473,573272,19.945
3,Celesteela,19.02623,737638,19.026,580573,20.199
4,Mimikyu,18.57089,719985,18.571,511770,17.805
5,TapuKoko,16.82519,652305,16.825,500262,17.405
6,TapuLele,15.59209,604498,15.592,424972,14.785
7,Greninja-Ash,12.43964,482279,12.440,357013,12.421
8,Mamoswine,11.65214,451748,11.652,400225,13.924
9,Salazzle,11.56073,448204,11.561,318818,11.092
10,TapuFini,11.38835,441521,11.388,346387,12.051
11,Kartana,10.75081,416804,10.751,301442,10.487
12,Garchomp,10.62961,412105,10.630,304619,10.598
13,Pheromosa,10.56494,409598,10.565,285405,9.930
14,Xurkitree,9.93703,385254,9.937,281936,9.809
15,Araquanid,9.90577,384042,9.906,273736,9.524
16,Decidueye,9.89762,383726,9.898,273337,9.510
17,Magnezone,9.83308,381224,9.833,308464,10.732
18,Metagross-Mega,9.15164,354805,9.152,266630,9.276
19,Golisopod,8.34560,323555,8.346,238600,8.301
20,Lycanroc,8.31127,322224,8.311,268118,9.328
21,Scizor-Mega,8.11273,314527,8.113,244490,8.506
22,Muk-Alola,8.10399,314188,8.104,245431,8.539
23,Minior,8.04304,311825,8.043,220613,7.675
24,Nihilego,7.75962,300837,7.760,251185,8.739
25,TapuBulu,7.70961,298898,7.710,213608,7.432
26,Dhelmise,7.60889,294993,7.609,217246,7.558
27,Kommo-o,7.50293,290885,7.503,195818,6.813
28,Ninetales-Alola,7.01223,271861,7.012,200858,6.988
29,Magearna,6.60462,256058,6.605,200790,6.986
30,Primarina,6.51109,252432,6.511,180784,6.290
31,Raichu-Alola,6.50614,252240,6.506,180721,6.287
32,Bewear,6.23363,241675,6.234,169617,5.901
33,Incineroar,6.22858,241479,6.229,175993,6.123
34,Alakazam-Mega,5.94335,230421,5.943,152224,5.296
35,Gyarados-Mega,5.41634,209989,5.416,159340,5.544
36,Mudsdale,5.38067,208606,5.381,158007,5.497
37,Buzzwole,5.37618,208432,5.376,145611,5.066
38,Necrozma,5.22616,202616,5.226,168019,5.846
39,Mandibuzz,4.88120,189242,4.881,146578,5.100
40,Arcanine,4.86629,188664,4.866,144074,5.012
41,Tsareena,4.72554,183207,4.726,134398,4.676
42,Vikavolt,4.71680,182868,4.717,137111,4.770
43,Skarmory,4.55383,176550,4.554,151720,5.279
44,Porygon-Z,4.46758,173206,4.468,121399,4.224
45,Golem-Alola,4.33910,168225,4.339,134608,4.683
