rank,pokemon,usage_pct,raw_usage,raw_pct,real,real_pct
1,Landorus-Therian,24.37635,1085983,24.376,919653,27.187
2,TapuKoko,14.69414,654634,14.694,511204,15.112
3,Greninja-Ash,14.05139,625999,14.051,466738,13.798
4,Ferrothorn,13.37703,595956,13.377,508003,15.018
5,Magearna,12.73866,567516,12.739,441359,13.048
6,Heatran,11.49832,512258,11.498,417446,12.341
7,Greninja,11.17233,497735,11.172,383087,11.325
8,Celesteela,9.84409,438561,9.844,349283,10.326
9,Garchomp,9.83936,438350,9.839,331279,9.793
10,Toxapex,9.72234,433137,9.722,332674,9.835
11,Zygarde,8.65866,385749,8.659,284807,8.419
12,TapuLele,8.14984,363081,8.150,267174,7.898
13,TapuFini,8.14331,362790,8.143,291198,8.608
14,Mimikyu,7.98033,355529,7.980,249859,7.386
15,Excadrill,7.64217,340464,7.642,261464,7.729
16,Mew,7.55061,336385,7.551,264202,7.810
17,Tangrowth,7.28925,324741,7.289,252652,7.469
18,Chansey,7.28411,324512,7.284,246449,7.286
19,Dugtrio,7.17035,319444,7.170,228908,6.767
20,Latios,7.13946,318068,7.139,227880,6.737
21,Skarmory,7.11468,316964,7.115,260851,7.711
22,Volcarona,6.93329,308883,6.933,220972,6.532
23,Clefable,6.66946,297129,6.669,224041,6.623
24,Zapdos,6.65900,296663,6.659,234144,6.922
25,Gengar,6.65101,296307,6.651,206702,6.111
26,Charizard-Mega-Y,6.45593,287616,6.456,225254,6.659
27,Lopunny-Mega,6.28109,279827,6.281,216990,6.415
28,Kartana,6.15851,274366,6.159,201031,5.943
29,Bisharp,6.11149,272271,6.111,188834,5.582
30,Charizard-Mega-X,5.98440,266609,5.984,200353,5.923
31,Scizor-Mega,5.69919,253903,5.699,201320,5.951
32,TapuBulu,5.69239,253600,5.692,190630,5.635
33,Tyranitar,5.54743,247142,5.547,192635,5.695
34,Magnezone,5.46735,243574,5.467,190115,5.620
35,Marowak-Alola,5.28158,235298,5.282,178081,5.264
36,Rotom-Wash,5.03474,224301,5.035,181110,5.354
37,Venusaur-Mega,4.87384,217133,4.874,167425,4.949
38,Keldeo,4.79674,213698,4.797,161455,4.773
39,Dragonite,4.64042,206734,4.640,147379,4.357
40,Pelipper,4.59479,204701,4.595,186395,5.510
41,Swampert-Mega,4.35060,193822,4.351,157143,4.645
42,Serperior,4.27886,190626,4.279,138409,4.092
43,Pinsir-Mega,4.07956,181747,4.080,128758,3.806
44,Medicham-Mega,3.87992,172853,3.880,133509,3.947
45,Kyurem-Black,3.78921,168812,3.789,125541,3.711
46,Diancie-Mega,3.67498,163723,3.675,128118,3.787
47,Mawile-Mega,3.67489,163719,3.675,119906,3.545
48,Alakazam-Mega,3.66264,163173,3.663,111152,3.286
49,Gliscor,3.42230,152466,3.422,116727,3.451
50,Tyranitar-Mega,3.17223,141325,3.172,101704,3.007
51,Gallade-Mega,3.10314,138247,3.103,96701,2.859
52,Nihilego,3.06657,136618,3.067,103034,3.046
53,Jirachi,3.06565,136577,3.066,104604,3.092
54,Ninetales-Alola,3.05151,135947,3.052,112487,3.325
55,Manectric-Mega,3.00676,133953,3.007,106265,3.141
56,Azumarill,2.97641,132601,2.976,99079,2.929
57,Hawlucha,2.95634,131707,2.956,91427,2.703
58,Weavile,2.94103,131025,2.941,95379,2.820
59,Smeargle,2.93520,130765,2.935,119654,3.537
60,Sableye-Mega,2.86101,127460,2.861,111001,3.281
61,Infernape,2.77244,123514,2.772,94191,2.784
62,Kingdra,2.70811,120648,2.708,84485,2.498
63,Gyarados-Mega,2.64348,117769,2.643,89917,2.658
64,Salamence,2.62364,116885,2.624,82330,2.434
65,Victini,2.54512,113387,2.545,88263,2.609
66,Hoopa-Unbound,2.42733,108139,2.427,75861,2.243
67,Gyarados,2.39680,106779,2.397,80535,2.381
68,Manaphy,2.33783,104152,2.338,77292,2.285
69,Beedrill-Mega,2.28169,101651,2.282,77403,2.288
70,Gardevoir-Mega,2.27889,101526,2.279,68943,2.038
71,Scizor,2.24708,100109,2.247,75786,2.240
72,Altaria-Mega,2.23233,99452,2.232,71445,2.112
73,Breloom,2.18675,97421,2.187,72237,2.135
74,Arcanine,2.15687,96090,2.157,72605,2.146
75,Togekiss,1.93725,86306,1.937,62610,1.851
76,Conkeldurr,1.92195,85624,1.922,64725,1.913
77,Heracross-Mega,1.90475,84858,1.905,61078,1.806
78,Chandelure,1.90215,84742,1.902,62139,1.837
79,Porygon-Z,1.88311,83894,1.883,58826,1.739
80,Staraptor,1.87833,83681,1.878,61650,1.823
81,Starmie,1.87236,83415,1.872,60153,1.778
82,Snorlax,1.85854,82799,1.859,60452,1.787
83,Espeon,1.83270,81648,1.833,59539,1.760
84,Goodra,1.82408,81264,1.824,59533,1.760
85,Garchomp-Mega,1.80619,80467,1.806,57141,1.689
86,Shuckle,1.77198,78943,1.772,71254,2.106
87,Mamoswine,1.67499,74622,1.675,61849,1.828
88,Latias,1.64696,73373,1.647,51796,1.531
89,Tornadus-Therian,1.62875,72562,1.629,55534,1.642
90,Muk-Alola,1.62738,72501,1.627,55535,1.642
91,Thundurus-Therian,1.62247,72282,1.622,55184,1.631
92,Galvantula,1.61625,72005,1.616,63499,1.877
93,Cloyster,1.59591,71099,1.596,53142,1.571
94,Umbreon,1.58346,70544,1.583,49202,1.455
95,Hydreigon,1.57668,70242,1.577,51617,1.526
96,Jolteon,1.55459,69258,1.555,51594,1.525
97,Azelf,1.53266,68281,1.533,63634,1.881
98,Metagross,1.47275,65612,1.473,48391,1.431
99,Alakazam,1.44586,64414,1.446,42690,1.262
100,Suicune,1.41749,63150,1.417,44980,1.330
101,Darmanitan,1.38907,61884,1.389,47278,1.398
102,Tentacruel,1.37412,61218,1.374,47306,1.398
103,Mantine,1.37212,61129,1.372,48652,1.438
104,Buzzwole,1.36525,60823,1.365,43580,1.288
